IL,ToplamSandik,ToplamSecmen,KullanilanOy,GecerliOy,Parti,Oy,Turnout,GecerliOy.Orani,Parti.Oran
Çorum,542,180368,152048,147564,DSP,69,0.84298767,0.970509313,0.000467594
Çorum,542,180368,152048,147564,Bagimsiz,398,0.84298767,0.970509313,0.002697135
Denizli,2514,755160,665945,636308,SP,4955,0.881859473,0.955496325,0.007787109
Denizli,2514,755160,665945,636308,BTP,1768,0.881859473,0.955496325,0.002778529
Denizli,2514,755160,665945,636308,TKP,1015,0.881859473,0.955496325,0.001595139
Denizli,2514,755160,665945,636308,VP,2637,0.881859473,0.955496325,0.004144219
Denizli,2514,755160,665945,636308,AKP,321726,0.881859473,0.955496325,0.505613634
Denizli,2514,755160,665945,636308,DP,7224,0.881859473,0.955496325,0.011352993
Denizli,2514,755160,665945,636308,IYI,279412,0.881859473,0.955496325,0.439114391
Denizli,2514,755160,665945,636308,HDP,8853,0.881859473,0.955496325,0.013913074
Denizli,2514,755160,665945,636308,DSP,4372,0.881859473,0.955496325,0.006870886
Denizli,2514,755160,665945,636308,Bagimsiz,502,0.881859473,0.955496325,0.000788926
Denizli,2514,755160,665945,636308,Bagimsiz,3844,0.881859473,0.955496325,0.0060411
Diyarbakir,3643,1049462,824904,779593,SP,15789,0.786025602,0.945071184,0.020252876
Diyarbakir,3643,1049462,824904,779593,BTP,1425,0.786025602,0.945071184,0.001827877
Diyarbakir,3643,1049462,824904,779593,TKP,909,0.786025602,0.945071184,0.001165993
Diyarbakir,3643,1049462,824904,779593,VP,521,0.786025602,0.945071184,0.000668297
Diyarbakir,3643,1049462,824904,779593,CHP,14270,0.786025602,0.945071184,0.018304423
Diyarbakir,3643,1049462,824904,779593,AKP,241633,0.786025602,0.945071184,0.309947627
Diyarbakir,3643,1049462,824904,779593,HDP,490571,0.786025602,0.945071184,0.629265527
Diyarbakir,3643,1049462,824904,779593,DSP,4378,0.786025602,0.945071184,0.005615751
Diyarbakir,3643,1049462,824904,779593,Bagimsiz,586,0.786025602,0.945071184,0.000751674
Diyarbakir,3643,1049462,824904,779593,Bagimsiz,6265,0.786025602,0.945071184,0.008036245
Diyarbakir,3643,1049462,824904,779593,Bagimsiz,1173,0.786025602,0.945071184,0.001504631
Diyarbakir,3643,1049462,824904,779593,Bagimsiz,1703,0.786025602,0.945071184,0.002184473
Diyarbakir,3643,1049462,824904,779593,Bagimsiz,370,0.786025602,0.945071184,0.000474607
Edirne,356,118952,97252,94471,SP,2605,0.817573475,0.971404187,0.0275746
Edirne,356,118952,97252,94471,BTP,7342,0.817573475,0.971404187,0.077716971
Edirne,356,118952,97252,94471,TKP,379,0.817573475,0.971404187,0.004011813
Edirne,356,118952,97252,94471,VP,220,0.817573475,0.971404187,0.002328757
Edirne,356,118952,97252,94471,BBP,759,0.817573475,0.971404187,0.008034212
Edirne,356,118952,97252,94471,CHP,42388,0.817573475,0.971404187,0.448687957
Edirne,356,118952,97252,94471,AKP,38555,0.817573475,0.971404187,0.40811466
Edirne,356,118952,97252,94471,DP,655,0.817573475,0.971404187,0.006933345
Edirne,356,118952,97252,94471,HDP,1158,0.817573475,0.971404187,0.01225773
Edirne,356,118952,97252,94471,DSP,410,0.817573475,0.971404187,0.004339956
Elazig,739,241886,189095,180563,SP,8630,0.781752561,0.954879822,0.047794952
Elazig,739,241886,189095,180563,BTP,207,0.781752561,0.954879822,0.001146414
Elazig,739,241886,189095,180563,TKP,206,0.781752561,0.954879822,0.001140876
Elazig,739,241886,189095,180563,VP,326,0.781752561,0.954879822,0.001805464
Elazig,739,241886,189095,180563,AKP,72908,0.781752561,0.954879822,0.403781506
Elazig,739,241886,189095,180563,MHP,62216,0.781752561,0.954879822,0.344566716
Elazig,739,241886,189095,180563,IYI,30880,0.781752561,0.954879822,0.171020641
Elazig,739,241886,189095,180563,HDP,5023,0.781752561,0.954879822,0.027818545
Elazig,739,241886,189095,180563,DSP,167,0.781752561,0.954879822,0.000924885
Erzincan,295,90566,77843,75626,SP,739,0.859516816,0.971519597,0.009771772
Erzincan,295,90566,77843,75626,BTP,38,0.859516816,0.971519597,0.000502473
Erzincan,295,90566,77843,75626,TKP,52,0.859516816,0.971519597,0.000687594
Erzincan,295,90566,77843,75626,VP,27,0.859516816,0.971519597,0.00035702
Erzincan,295,90566,77843,75626,BBP,276,0.859516816,0.971519597,0.003649539
Erzincan,295,90566,77843,75626,CHP,17457,0.859516816,0.971519597,0.230833311
Erzincan,295,90566,77843,75626,AKP,24959,0.859516816,0.971519597,0.330032
Erzincan,295,90566,77843,75626,MHP,32036,0.859516816,0.971519597,0.423610927
Erzincan,295,90566,77843,75626,DSP,42,0.859516816,0.971519597,0.000555365
Erzurum,2284,498556,405591,384917,SP,8668,0.813531479,0.949027469,0.02251914
Erzurum,2284,498556,405591,384917,BTP,1902,0.813531479,0.949027469,0.004941325
Erzurum,2284,498556,405591,384917,TKP,629,0.813531479,0.949027469,0.001634119
Erzurum,2284,498556,405591,384917,VP,620,0.813531479,0.949027469,0.001610737
Erzurum,2284,498556,405591,384917,CHP,9378,0.813531479,0.949027469,0.024363694
Erzurum,2284,498556,405591,384917,AKP,241742,0.813531479,0.949027469,0.628036694
Erzurum,2284,498556,405591,384917,IYI,97945,0.813531479,0.949027469,0.254457454
Erzurum,2284,498556,405591,384917,HDP,23167,0.813531479,0.949027469,0.060187001
Erzurum,2284,498556,405591,384917,DSP,866,0.813531479,0.949027469,0.002249836
Eskisehir,2227,651738,560763,546265,SP,6579,0.860411699,0.97414594,0.012043605
Eskisehir,2227,651738,560763,546265,BTP,872,0.860411699,0.97414594,0.001596295
Eskisehir,2227,651738,560763,546265,TKP,602,0.860411699,0.97414594,0.001102029
Eskisehir,2227,651738,560763,546265,VP,1162,0.860411699,0.97414594,0.002127173
Eskisehir,2227,651738,560763,546265,CHP,285687,0.860411699,0.97414594,0.522982435
Eskisehir,2227,651738,560763,546265,AKP,246579,0.860411699,0.97414594,0.451390808
Eskisehir,2227,651738,560763,546265,DSP,4296,0.860411699,0.97414594,0.007864315
Eskisehir,2227,651738,560763,546265,Bagimsiz,488,0.860411699,0.97414594,0.000893339
Gaziantep,3981,1228873,966659,916947,SP,17351,0.786622377,0.948573385,0.018922577
Gaziantep,3981,1228873,966659,916947,BTP,4128,0.786622377,0.948573385,0.004501896
Gaziantep,3981,1228873,966659,916947,TKP,2347,0.786622377,0.948573385,0.002559581
Gaziantep,3981,1228873,966659,916947,VP,3177,0.786622377,0.948573385,0.003464759
Gaziantep,3981,1228873,966659,916947,AKP,494905,0.786622377,0.948573385,0.539731304
Gaziantep,3981,1228873,966659,916947,IYI,150747,0.786622377,0.948573385,0.164400996
Gaziantep,3981,1228873,966659,916947,DSP,240274,0.786622377,0.948573385,0.262036955
Gaziantep,3981,1228873,966659,916947,Bagimsiz,974,0.786622377,0.948573385,0.001062221
Gaziantep,3981,1228873,966659,916947,Bagimsiz,2115,0.786622377,0.948573385,0.002306567
Gaziantep,3981,1228873,966659,916947,Bagimsiz,929,0.786622377,0.948573385,0.001013145
Giresun,236,77173,64001,62052,SP,1232,0.829318544,0.969547351,0.019854316
Giresun,236,77173,64001,62052,BTP,147,0.829318544,0.969547351,0.002368981
Giresun,236,77173,64001,62052,TKP,221,0.829318544,0.969547351,0.003561529
Giresun,236,77173,64001,62052,CHP,30026,0.829318544,0.969547351,0.483884484
Giresun,236,77173,64001,62052,AKP,30306,0.829318544,0.969547351,0.488396828
Giresun,236,77173,64001,62052,DSP,120,0.829318544,0.969547351,0.001933862
Gümüshane,85,23948,19385,18677,SP,250,0.809462168,0.963476915,0.013385447
Gümüshane,85,23948,19385,18677,BTP,29,0.809462168,0.963476915,0.001552712
Gümüshane,85,23948,19385,18677,TKP,25,0.809462168,0.963476915,0.001338545
Gümüshane,85,23948,19385,18677,CHP,1410,0.809462168,0.963476915,0.075493923
Gümüshane,85,23948,19385,18677,AKP,9182,0.809462168,0.963476915,0.49162071
Gümüshane,85,23948,19385,18677,MHP,5606,0.809462168,0.963476915,0.300155271
Gümüshane,85,23948,19385,18677,IYI,2142,0.809462168,0.963476915,0.114686513
Gümüshane,85,23948,19385,18677,DSP,33,0.809462168,0.963476915,0.001766879
Hakkari,122,40237,33232,32015,SP,143,0.825906504,0.963378671,0.004466656
Hakkari,122,40237,33232,32015,BTP,66,0.825906504,0.963378671,0.002061534
Hakkari,122,40237,33232,32015,TKP,36,0.825906504,0.963378671,0.001124473
Hakkari,122,40237,33232,32015,CHP,818,0.825906504,0.963378671,0.025550523
Hakkari,122,40237,33232,32015,AKP,10644,0.825906504,0.963378671,0.332469155
Hakkari,122,40237,33232,32015,IYI,486,0.825906504,0.963378671,0.015180384
Hakkari,122,40237,33232,32015,HDP,19199,0.825906504,0.963378671,0.599687646
Hakkari,122,40237,33232,32015,DSP,119,0.825906504,0.963378671,0.003717008
Hakkari,122,40237,33232,32015,Bagimsiz,504,0.825906504,0.963378671,0.015742621
Hatay,3421,1068544,913730,888852,SP,7547,0.855116869,0.972773139,0.008490727
Hatay,3421,1068544,913730,888852,BTP,1140,0.855116869,0.972773139,0.001282553
Hatay,3421,1068544,913730,888852,TKP,818,0.855116869,0.972773139,0.000920288
Hatay,3421,1068544,913730,888852,VP,1828,0.855116869,0.972773139,0.002056585
Hatay,3421,1068544,913730,888852,CHP,490269,0.855116869,0.972773139,0.551575515
Hatay,3421,1068544,913730,888852,AKP,380495,0.855116869,0.972773139,0.42807464
Hatay,3421,1068544,913730,888852,DSP,6331,0.855116869,0.972773139,0.007122671
Hatay,3421,1068544,913730,888852,Bagimsiz,424,0.855116869,0.972773139,0.00047702
Isparta,498,164209,136173,132489,SP,1177,0.829266362,0.972946179,0.008883756
Isparta,498,164209,136173,132489,BTP,200,0.829266362,0.972946179,0.001509559
Isparta,498,164209,136173,132489,TKP,181,0.829266362,0.972946179,0.001366151
Isparta,498,164209,136173,132489,VP,97,0.829266362,0.972946179,0.000732136
Isparta,498,164209,136173,132489,BBP,356,0.829266362,0.972946179,0.002687016
Isparta,498,164209,136173,132489,AKP,50394,0.829266362,0.972946179,0.380363653
Isparta,498,164209,136173,132489,DP,473,0.829266362,0.972946179,0.003570108
Isparta,498,164209,136173,132489,MHP,40801,0.829266362,0.972946179,0.307957642
Isparta,498,164209,136173,132489,IYI,38003,0.829266362,0.972946179,0.286838907
Isparta,498,164209,136173,132489,DSP,177,0.829266362,0.972946179,0.00133596
Isparta,498,164209,136173,132489,Bagimsiz,70,0.829266362,0.972946179,0.000528346
Isparta,498,164209,136173,132489,Bagimsiz,560,0.829266362,0.972946179,0.004226766
Mersin,4155,1282874,1094234,1057893,SP,7202,0.852955162,0.966788639,0.006807872
Mersin,4155,1282874,1094234,1057893,BTP,1939,0.852955162,0.966788639,0.001832889
Mersin,4155,1282874,1094234,1057893,TKP,2187,0.852955162,0.966788639,0.002067317
Mersin,4155,1282874,1094234,1057893,VP,3998,0.852955162,0.966788639,0.00377921
Mersin,4155,1282874,1094234,1057893,CHP,477015,0.852955162,0.966788639,0.450910442
Mersin,4155,1282874,1094234,1057893,DP,127167,0.852955162,0.966788639,0.120207809
Mersin,4155,1282874,1094234,1057893,MHP,433666,0.852955162,0.966788639,0.409933708
Mersin,4155,1282874,1094234,1057893,DSP,4719,0.852955162,0.966788639,0.004460754
Istanbul,31186,10570939,8866614,8547074,SP,103300,0.838772601,0.96396144,0.012086007
Istanbul,31186,10570939,8866614,8547074,BTP,27238,0.838772601,0.96396144,0.003186822
Istanbul,31186,10570939,8866614,8547074,TKP,10492,0.838772601,0.96396144,0.001227555
Istanbul,31186,10570939,8866614,8547074,VP,17377,0.838772601,0.96396144,0.002033093
Istanbul,31186,10570939,8866614,8547074,CHP,4171118,0.838772601,0.96396144,0.488017069
Istanbul,31186,10570939,8866614,8547074,AKP,4149656,0.838772601,0.96396144,0.485506034
Istanbul,31186,10570939,8866614,8547074,DP,22544,0.838772601,0.96396144,0.002637628
Istanbul,31186,10570939,8866614,8547074,DSP,30817,0.838772601,0.96396144,0.003605561
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,2437,0.838772601,0.96396144,0.000285127
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,331,0.838772601,0.96396144,3.87267E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,550,0.838772601,0.96396144,6.43495E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,526,0.838772601,0.96396144,6.15415E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,525,0.838772601,0.96396144,6.14245E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,578,0.838772601,0.96396144,6.76255E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,661,0.838772601,0.96396144,7.73364E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,444,0.838772601,0.96396144,5.19476E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,286,0.838772601,0.96396144,3.34617E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,256,0.838772601,0.96396144,2.99518E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,905,0.838772601,0.96396144,0.000105884
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,206,0.838772601,0.96396144,2.41018E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,329,0.838772601,0.96396144,3.84927E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,332,0.838772601,0.96396144,3.88437E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,418,0.838772601,0.96396144,4.89056E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,303,0.838772601,0.96396144,3.54507E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,270,0.838772601,0.96396144,3.15898E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,2005,0.838772601,0.96396144,0.000234583
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,1520,0.838772601,0.96396144,0.000177839
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,393,0.838772601,0.96396144,4.59806E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,287,0.838772601,0.96396144,3.35787E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,190,0.838772601,0.96396144,2.22298E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,452,0.838772601,0.96396144,5.28836E-05
Istanbul,31186,10570939,8866614,8547074,Bagimsiz,328,0.838772601,0.96396144,3.83757E-05
Izmir,10161,3253745,2740742,2667214,SP,30179,0.842334602,0.973172229,0.011314803
Izmir,10161,3253745,2740742,2667214,BTP,3958,0.842334602,0.973172229,0.001483945
Izmir,10161,3253745,2740742,2667214,TKP,8061,0.842334602,0.973172229,0.003022255
Izmir,10161,3253745,2740742,2667214,VP,8535,0.842334602,0.973172229,0.003199968
Izmir,10161,3253745,2740742,2667214,CHP,1549693,0.842334602,0.973172229,0.581015622
Izmir,10161,3253745,2740742,2667214,AKP,1032020,0.842334602,0.973172229,0.386928083
Izmir,10161,3253745,2740742,2667214,DP,11369,0.842334602,0.973172229,0.0042625
Izmir,10161,3253745,2740742,2667214,DSP,20528,0.842334602,0.973172229,0.00769642
Izmir,10161,3253745,2740742,2667214,Bagimsiz,951,0.842334602,0.973172229,0.000356552
Izmir,10161,3253745,2740742,2667214,Bagimsiz,412,0.842334602,0.973172229,0.000154468
Izmir,10161,3253745,2740742,2667214,Bagimsiz,646,0.842334602,0.973172229,0.0002422
Izmir,10161,3253745,2740742,2667214,Bagimsiz,862,0.842334602,0.973172229,0.000323184
Kars,167,52856,42796,41224,SP,221,0.80967156,0.963267595,0.005360955
Kars,167,52856,42796,41224,BTP,37,0.80967156,0.963267595,0.000897535
Kars,167,52856,42796,41224,TKP,38,0.80967156,0.963267595,0.000921793
Kars,167,52856,42796,41224,VP,121,0.80967156,0.963267595,0.002935183
Kars,167,52856,42796,41224,CHP,9128,0.80967156,0.963267595,0.221424413
Kars,167,52856,42796,41224,MHP,10954,0.80967156,0.963267595,0.265718999
Kars,167,52856,42796,41224,IYI,920,0.80967156,0.963267595,0.022317097
Kars,167,52856,42796,41224,HDP,12192,0.80967156,0.963267595,0.295750049
Kars,167,52856,42796,41224,DSP,7613,0.80967156,0.963267595,0.184673976
Kastamonu,240,77518,64279,61802,SP,411,0.82921386,0.961464864,0.00665027
Kastamonu,240,77518,64279,61802,BTP,87,0.82921386,0.961464864,0.001407721
Kastamonu,240,77518,64279,61802,TKP,74,0.82921386,0.961464864,0.001197372
Kastamonu,240,77518,64279,61802,CHP,11226,0.82921386,0.961464864,0.181644607
Kastamonu,240,77518,64279,61802,AKP,19091,0.82921386,0.961464864,0.308905861
Kastamonu,240,77518,64279,61802,DP,180,0.82921386,0.961464864,0.002912527
Kastamonu,240,77518,64279,61802,MHP,30621,0.82921386,0.961464864,0.495469402
Kastamonu,240,77518,64279,61802,DSP,112,0.82921386,0.961464864,0.001812239
Kayseri,3191,957078,820938,789750,SP,21688,0.85775454,0.962009311,0.027461855
Kayseri,3191,957078,820938,789750,BTP,4031,0.85775454,0.962009311,0.005104147
Kayseri,3191,957078,820938,789750,TKP,1361,0.85775454,0.962009311,0.00172333
Kayseri,3191,957078,820938,789750,VP,2380,0.85775454,0.962009311,0.003013612
Kayseri,3191,957078,820938,789750,AKP,500621,0.85775454,0.962009311,0.633898069
Kayseri,3191,957078,820938,789750,IYI,248947,0.85775454,0.962009311,0.315222539
Kayseri,3191,957078,820938,789750,HDP,4542,0.85775454,0.962009311,0.005751187
Kayseri,3191,957078,820938,789750,DSP,3218,0.85775454,0.962009311,0.004074707
Kayseri,3191,957078,820938,789750,Bagimsiz,1820,0.85775454,0.962009311,0.002304527
Kayseri,3191,957078,820938,789750,Bagimsiz,1142,0.85775454,0.962009311,0.001446027
Kirklareli,170,55870,47582,45825,SP,403,0.851655629,0.963074272,0.008794326
Kirklareli,170,55870,47582,45825,BTP,1243,0.851655629,0.963074272,0.027124932
Kirklareli,170,55870,47582,45825,TKP,83,0.851655629,0.963074272,0.001811238
Kirklareli,170,55870,47582,45825,VP,138,0.851655629,0.963074272,0.003011457
Kirklareli,170,55870,47582,45825,CHP,9674,0.851655629,0.963074272,0.211107474
Kirklareli,170,55870,47582,45825,MHP,16928,0.851655629,0.963074272,0.369405346
Kirklareli,170,55870,47582,45825,DSP,180,0.851655629,0.963074272,0.003927987
Kirklareli,170,55870,47582,45825,Bagimsiz,17176,0.851655629,0.963074272,0.374817239
Kirsehir,269,88025,73565,71513,SP,484,0.835728486,0.972106301,0.006768
Kirsehir,269,88025,73565,71513,BTP,30,0.835728486,0.972106301,0.000419504
Kirsehir,269,88025,73565,71513,TKP,57,0.835728486,0.972106301,0.000797058
Kirsehir,269,88025,73565,71513,VP,80,0.835728486,0.972106301,0.001118678
Kirsehir,269,88025,73565,71513,CHP,32028,0.835728486,0.972106301,0.447862626
Kirsehir,269,88025,73565,71513,AKP,27652,0.835728486,0.972106301,0.386670955
Kirsehir,269,88025,73565,71513,MHP,11137,0.835728486,0.972106301,0.155733923
Kirsehir,269,88025,73565,71513,DSP,45,0.835728486,0.972106301,0.000629256
Kocaeli,4196,1350376,1151218,1098317,SP,54640,0.852516632,0.9540478,0.049748843
Kocaeli,4196,1350376,1151218,1098317,BTP,4692,0.852516632,0.9540478,0.004271991
Kocaeli,4196,1350376,1151218,1098317,TKP,3470,0.852516632,0.9540478,0.003159379
Kocaeli,4196,1350376,1151218,1098317,VP,2983,0.852516632,0.9540478,0.002715974
Kocaeli,4196,1350376,1151218,1098317,AKP,610350,0.852516632,0.9540478,0.555713879
Kocaeli,4196,1350376,1151218,1098317,DP,6212,0.852516632,0.9540478,0.005655926
Kocaeli,4196,1350376,1151218,1098317,IYI,359010,0.852516632,0.9540478,0.326872843
Kocaeli,4196,1350376,1151218,1098317,HDP,41851,0.852516632,0.9540478,0.038104664
Kocaeli,4196,1350376,1151218,1098317,DSP,10875,0.852516632,0.9540478,0.009901513
Kocaeli,4196,1350376,1151218,1098317,Bagimsiz,3135,0.852516632,0.9540478,0.002854367
Kocaeli,4196,1350376,1151218,1098317,Bagimsiz,1099,0.852516632,0.9540478,0.001000622
Konya,5044,1522655,1285194,1218037,SP,50099,0.844048061,0.947745632,0.041130934
Konya,5044,1522655,1285194,1218037,BTP,8623,0.844048061,0.947745632,0.007079424
Konya,5044,1522655,1285194,1218037,TKP,3690,0.844048061,0.947745632,0.003029465
Konya,5044,1522655,1285194,1218037,VP,3423,0.844048061,0.947745632,0.002810259
Konya,5044,1522655,1285194,1218037,AKP,859115,0.844048061,0.947745632,0.705327506
Konya,5044,1522655,1285194,1218037,DP,5647,0.844048061,0.947745632,0.004636148
Konya,5044,1522655,1285194,1218037,IYI,245997,0.844048061,0.947745632,0.201961845
Konya,5044,1522655,1285194,1218037,HDP,26589,0.844048061,0.947745632,0.021829386
Konya,5044,1522655,1285194,1218037,DSP,6486,0.844048061,0.947745632,0.005324961
Konya,5044,1522655,1285194,1218037,Bagimsiz,4655,0.844048061,0.947745632,0.003821723
Konya,5044,1522655,1285194,1218037,Bagimsiz,1886,0.844048061,0.947745632,0.001548393
