"Il","Ilce","ToplamSandik","ToplamSecmen","KullanilanOy","GecerliOy","Turnout","GecerliOy.Orani","Oy.SP","Parti.Oran.SP","Oy.BTP","Parti.Oran.BTP","Oy.TKP","Parti.Oran.TKP","Oy.VP","Parti.Oran.VP","Oy.BBP","Parti.Oran.BBP","Oy.CHP","Parti.Oran.CHP","Oy.AKP","Parti.Oran.AKP","Oy.DP","Parti.Oran.DP","Oy.DSP","Parti.Oran.DSP","Oy.Bagimsiz","Parti.Oran.Bagimsiz","Oy.MHP","Parti.Oran.MHP","Oy.IYI","Parti.Oran.IYI","Oy.HDP","Parti.Oran.HDP"
"IZMIR","Menderes",230,71679,63190,61336,0.881569218320568,0.97065991454344,387,0.0063095082822486,64,0.00104343289422199,0,0,103,0.00167927481413852,0,0,34138,0.556573627233598,26286,0.428557454023738,119,0.00194013303769401,239,0.00389656971436025,0,0,0,0,0,0,0,0
"IZMIR","Balçova",186,60923,50553,49144,0.829785138617599,0.9721282614286,654,0.0133078300504639,69,0.00140403711541592,821,0.0167060068370503,183,0.00372375061045092,221,0.00449698844212925,33036,0.672228552824353,13239,0.269391990883933,193,0.00392723425036627,728,0.0148136089858375,0,0,0,0,0,0,0,0
"IZMIR","Çigli",444,148893,124853,121933,0.838541771607799,0.976612496295644,1335,0.0109486357261775,169,0.00138600706945618,0,0,329,0.00269820311154486,668,0.00547841847572027,75697,0.620808148737421,41790,0.342729203743039,489,0.00401039915363355,1456,0.0119409839830071,0,0,0,0,0,0,0,0
"IZMIR","Gaziemir",295,99037,84867,82939,0.856922160404697,0.977282100227415,1085,0.0130819035676823,125,0.00150713174742883,296,0.00356888797791148,282,0.00340008922219945,0,0,47347,0.570865334764104,33338,0.40195806556626,466,0.00561858715441469,0,0,0,0,0,0,0,0,0,0
"IZMIR","Narlidere",147,49386,41603,40265,0.842404730085449,0.96783885777468,399,0.0099093505525891,69,0.00171364708804172,638,0.0158450266981249,260,0.00645722091146157,0,0,31987,0.794412020365081,0,0,192,0.00476840928846393,278,0.00690425928225506,0,0,6442,0.159990065813982,0,0,0,0
"IZMIR","Güzelbahçe",77,24555,20326,19711,0.827774384035838,0.969743186067106,218,0.0110598143168789,34,0.00172492516868753,0,0,176,0.00892902440261783,0,0,13826,0.701435746537466,4547,0.230683374765359,142,0.00720409923393029,768,0.0389630155750596,0,0,0,0,0,0,0,0
"IZMIR","Karabaglar",1073,360903,297189,289719,0.823459489114804,0.97486448017928,4759,0.0164262613083712,581,0.00200539143100729,1178,0.00406600878782544,1050,0.00362420138133847,0,0,156434,0.539950779893621,123389,0.425891984992355,2328,0.00803537220548186,0,0,0,0,0,0,0,0,0,0
"IZMIR","Bayrakli",700,236339,198602,193236,0.840326818679947,0.972981138155708,2807,0.0145262787472314,336,0.0017388064335838,931,0.00481794282638846,412,0.00213210788879919,1347,0.00697075079177793,106485,0.551061913929082,79424,0.411020720776667,985,0.00509739386035728,0,0,509,0.00263408474611356,0,0,0,0,0,0
"KARS","Arpaçay",6,1667,1476,1438,0.885422915416917,0.974254742547426,2,0.00139082058414465,1,0.000695410292072323,0,0,0,0,0,0,536,0.372739916550765,585,0.406815020862309,0,0,0,0,1,0.000695410292072323,294,0.204450625869263,19,0.0132127955493741,0,0
"KARS","Digor",6,1764,1504,1402,0.852607709750567,0.93218085106383,10,0.00713266761768902,6,0.00427960057061341,0,0,0,0,0,0,0,0,822,0.586305278174037,0,0,0,0,0,0,0,0,0,0,564,0.40228245363766
"KARS","Kagizman",44,12617,10004,9455,0.792898470317825,0.945121951219512,40,0.00423056583818086,21,0.00222104706504495,0,0,0,0,0,0,0,0,3104,0.328291909042835,0,0,0,0,0,0,3555,0.375991538868324,0,0,2735,0.289264939185616
"KARS","Merkez",167,52856,42796,41224,0.809671560466172,0.963267595102346,221,0.00536095478362119,37,0.000897535416262371,38,0.000921793130215409,121,0.00293518338831749,0,0,9128,0.221424412963322,0,0,0,0,7613,0.184673976324471,0,0,10954,0.265718998641568,920,0.0223170968367941,12192,0.295750048515428
"KARS","Sarikamis",34,10393,7952,7631,0.76513037621476,0.959632796780684,100,0.0131044424059756,12,0.00157253308871708,0,0,0,0,0,0,489,0.0640807233652208,2706,0.3546062115057,0,0,0,0,0,0,3224,0.422487223168654,0,0,1100,0.144148866465732
"KARS","Selim",12,3629,3096,2962,0.853127583356296,0.95671834625323,537,0.181296421336934,8,0.00270087778528022,0,0,0,0,0,0,1072,0.361917623227549,1236,0.417285617825793,0,0,0,0,0,0,46,0.0155300472653612,63,0.0212694125590817,0,0
"KARS","Susuz",7,1654,1471,1421,0.889359129383313,0.966009517335146,4,0.00281491907107671,0,0,0,0,0,0,0,0,768,0.540464461646728,622,0.437719915552428,0,0,0,0,0,0,27,0.0190007037297678,0,0,0,0
"KARS","Akyaka",5,1429,1259,1205,0.881035689293212,0.957108816521048,5,0.004149377593361,2,0.0016597510373444,0,0,0,0,0,0,0,0,690,0.572614107883817,0,0,0,0,0,0,508,0.421576763485477,0,0,0,0
"KASTAMONU","Abana",12,2720,2344,2274,0.861764705882353,0.970136518771331,5,0.00219876868953386,4,0.00175901495162709,0,0,0,0,0,0,1011,0.444591029023747,1156,0.508355321020229,0,0,0,0,7,0.00307827616534741,91,0.0400175901495163,0,0,0,0
"KASTAMONU","Araç",16,4542,4006,3819,0.881990312637605,0.953320019970045,16,0.00418957842367112,3,0.000785545954438335,0,0,0,0,0,0,2189,0.573186698088505,1339,0.350615344330977,0,0,0,0,0,0,272,0.071222833202409,0,0,0,0
"KASTAMONU","Azdavay",8,2449,2180,2095,0.890159248672928,0.961009174311927,6,0.00286396181384248,3,0.00143198090692124,0,0,0,0,0,0,633,0.302147971360382,825,0.393794749403341,0,0,0,0,0,0,628,0.299761336515513,0,0,0,0
"KASTAMONU","Bozkurt",17,4152,3724,3613,0.896917148362235,0.970193340494092,96,0.0265707168557985,6,0.00166066980348741,0,0,0,0,0,0,77,0.0213119291447551,1924,0.532521450318295,0,0,0,0,0,0,1510,0.417935233877664,0,0,0,0
"KASTAMONU","Cide",31,7953,6556,6298,0.824343015214384,0.960646735814521,19,0.00301683073991743,10,0.00158780565258812,0,0,0,0,0,0,3078,0.488726579866624,2778,0.441092410288981,0,0,0,0,0,0,413,0.0655763734518895,0,0,0,0
"KASTAMONU","Çatalzeytin",7,2000,1770,1717,0.885,0.970056497175141,6,0.0034944670937682,5,0.0029120559114735,0,0,0,0,0,0,319,0.185789167152009,663,0.386138613861386,0,0,0,0,0,0,724,0.421665695981363,0,0,0,0
"KASTAMONU","Daday",10,2335,2099,2017,0.898929336188437,0.960933777989519,16,0.00793257312840853,6,0.0029747149231532,0,0,0,0,0,0,1028,0.509667823500248,922,0.457114526524541,0,0,0,0,0,0,45,0.022310361923649,0,0,0,0
"KASTAMONU","Devrekani",15,4133,3793,3677,0.917735301233971,0.969417347745848,7,0.00190372586347566,4,0.00108784335055752,0,0,0,0,0,0,0,0,2285,0.621430514005983,0,0,0,0,0,0,1286,0.349741637204243,95,0.0258362795757411,0,0
"KASTAMONU","Inebolu",28,7142,6208,5958,0.86922430691683,0.959729381443299,20,0.00335683115139308,8,0.00134273246055723,0,0,17,0.00285330647868412,0,0,551,0.0924806982208795,3096,0.51963746223565,0,0,0,0,0,0,2119,0.355656260490097,147,0.0246727089627392,0,0
"KASTAMONU","Merkez",240,77518,64279,61802,0.829213860006708,0.961464864108029,411,0.0066502702177923,87,0.00140772143296333,74,0.00119737225332514,0,0,0,0,11226,0.181644606970648,19091,0.308905860651759,180,0.00291252710268276,112,0.00181223908611372,0,0,30621,0.495469402284716,0,0,0,0
"KASTAMONU","Küre",6,1915,1708,1634,0.891906005221932,0.956674473067916,4,0.00244798041615667,2,0.00122399020807834,0,0,0,0,0,0,224,0.137086903304774,576,0.352509179926561,0,0,0,0,0,0,464,0.283965728274174,364,0.222766217870257,0,0
"KASTAMONU","Tasköprü",43,12229,10323,9845,0.844140976367651,0.953695631114986,32,0.00325038090401219,12,0.00121889283900457,0,0,0,0,0,0,826,0.0839004570848146,4286,0.435347892331133,0,0,0,0,0,0,4412,0.448146267140681,277,0.0281361097003555,0,0
"KASTAMONU","Tosya",75,22042,18925,18166,0.858588149895654,0.959894319682959,128,0.0070461301332159,36,0.00198172409996697,0,0,0,0,0,0,0,0,7616,0.419244742926346,0,0,0,0,0,0,8498,0.467796983375537,1888,0.103930419464934,0,0
"KASTAMONU","Ihsangazi",12,2020,1863,1780,0.922277227722772,0.955448201825013,11,0.00617977528089888,3,0.00168539325842697,0,0,0,0,0,0,0,0,790,0.443820224719101,0,0,0,0,0,0,976,0.548314606741573,0,0,0,0
"KASTAMONU","Pinarbasi",9,1840,1645,1541,0.894021739130435,0.93677811550152,25,0.0162232316677482,9,0.00584036340038936,0,0,0,0,0,0,0,0,673,0.436729396495782,0,0,0,0,0,0,336,0.218040233614536,498,0.323166774821544,0,0
"KASTAMONU","Senpazar",8,1359,1118,1042,0.822663723325975,0.932021466905188,4,0.00383877159309021,6,0.00575815738963532,0,0,0,0,0,0,0,0,722,0.692898272552783,0,0,0,0,0,0,93,0.0892514395393474,217,0.208253358925144,0,0
"KASTAMONU","Agli",12,1944,1768,1698,0.909465020576132,0.960407239819005,5,0.00294464075382803,3,0.00176678445229682,0,0,0,0,0,0,0,0,555,0.326855123674912,0,0,0,0,0,0,982,0.578327444051826,153,0.0901060070671378,0,0
"KASTAMONU","Doganyurt",3,866,725,684,0.837182448036952,0.943448275862069,8,0.0116959064327485,8,0.0116959064327485,0,0,0,0,0,0,0,0,364,0.532163742690059,0,0,0,0,0,0,304,0.444444444444444,0,0,0,0
"KASTAMONU","Hanönü",7,1631,1432,1339,0.877988963825874,0.935055865921788,12,0.00896191187453323,28,0.0209111277072442,0,0,0,0,0,0,244,0.182225541448842,484,0.361463778939507,0,0,0,0,167,0.124719940253921,404,0.301717699775952,0,0,0,0
"KASTAMONU","Seydiler",12,1946,1777,1716,0.913155190133607,0.965672481710748,3,0.00174825174825175,1,0.000582750582750583,0,0,0,0,0,0,535,0.311771561771562,579,0.337412587412587,0,0,0,0,0,0,598,0.348484848484849,0,0,0,0
"KAYSERI","Bünyan",91,22040,19023,17938,0.863112522686025,0.942963780686537,876,0.0488348756829078,321,0.0178949715687368,0,0,0,0,540,0.0301036904894637,3667,0.204426357453451,10494,0.585015051845245,0,0,0,0,2040,0.113725052960196,0,0,0,0,0,0
"KAYSERI","Develi",176,46833,41288,39440,0.881600580787052,0.955241232319318,701,0.0177738336713996,311,0.00788539553752536,0,0,0,0,10051,0.254842799188641,0,0,19005,0.481871196754564,0,0,0,0,0,0,0,0,9372,0.23762677484787,0,0
"KAYSERI","Felahiye",24,5193,4152,3888,0.799537839399191,0.936416184971098,61,0.0156893004115226,82,0.0210905349794239,0,0,0,0,0,0,0,0,1703,0.438014403292181,0,0,0,0,930,0.239197530864198,0,0,1112,0.286008230452675,0,0
"KAYSERI","Incesu",66,18442,17129,16312,0.928803817373387,0.952303111681943,306,0.0187591956841589,33,0.00202305051495831,0,0,0,0,202,0.0123835213339872,0,0,7430,0.455492888670917,0,0,0,0,0,0,0,0,8213,0.503494359980382,128,0.00784698381559588
"KAYSERI","Pinarbasi",146,20679,18345,17495,0.887131872914551,0.953665849005178,118,0.00674478422406402,46,0.00262932266361818,0,0,0,0,646,0.0369248356673335,5529,0.316033152329237,0,0,0,0,0,0,0,0,7415,0.423835381537582,3741,0.213832523578165,0,0
"KAYSERI","Sarioglan",53,12876,11371,10835,0.883115874495185,0.952862545070794,688,0.0634979233964005,105,0.00969081679741578,0,0,0,0,3230,0.298107983387171,2586,0.238670973696354,0,0,0,0,0,0,0,0,4226,0.390032302722658,0,0,0,0
"KAYSERI","Sariz",50,8379,7299,6986,0.871106337271751,0.957117413344294,47,0.00672774119667907,31,0.00443744632121386,0,0,0,0,0,0,3264,0.467220154594904,0,0,0,0,0,0,0,0,3644,0.521614657887203,0,0,0,0
"KAYSERI","Tomarza",82,16972,15272,14511,0.899835022389818,0.9501702462022,372,0.0256357246227,85,0.00585762524981049,0,0,0,0,2149,0.148094548962856,5402,0.372269312935015,6503,0.448142788229619,0,0,0,0,0,0,0,0,0,0,0,0
"KAYSERI","Yahyali",98,26597,23956,22254,0.900703086814302,0.928953080647854,4424,0.198795722117372,91,0.00408915251190797,0,0,0,0,0,0,0,0,14961,0.672283634402804,0,0,0,0,0,0,0,0,2778,0.124831490967916,0,0
"KAYSERI","Yesilhisar",53,13278,12107,11538,0.91180900738063,0.953002395308499,82,0.00710695094470446,44,0.00381348587276824,0,0,0,0,0,0,0,0,6488,0.562315825966372,0,0,0,0,46,0.00398682613971226,0,0,4878,0.422776911076443,0,0
"KAYSERI","Akkisla",22,5629,5229,4906,0.92893942085628,0.938229106903806,80,0.0163065633917652,46,0.00937627395026498,0,0,0,0,1574,0.32083163473298,728,0.148389726865063,2070,0.421932327761924,408,0.0831634732980024,0,0,0,0,0,0,0,0,0,0
"KAYSERI","Talas",321,104805,86827,84241,0.828462382519918,0.970216637681827,2241,0.0266022483113923,380,0.00451086762977647,0,0,304,0.00360869410382118,0,0,0,0,46921,0.556985315938795,0,0,0,0,0,0,0,0,34122,0.40505217174535,273,0.00324070227086573
"KAYSERI","Kocasinan",834,267480,227543,219296,0.850691640496486,0.963756301006843,5015,0.022868634174814,861,0.00392620020429009,0,0,554,0.0025262658689625,9092,0.0414599445498322,0,0,133929,0.610722493798337,0,0,0,0,0,0,0,0,68129,0.310671421275354,1716,0.00782504012841092
"KAYSERI","Melikgazi",1124,374617,317849,304947,0.848463897794281,0.959408398327508,12028,0.0394429195893057,1333,0.00437125139778388,0,0,1038,0.00340387018071993,18039,0.0591545416088697,72469,0.237644574303076,196825,0.64544002728343,2306,0.00756196978491344,0,0,909,0.00298084585190213,0,0,0,0,0,0
"KAYSERI","Hacilar",31,9030,8265,7966,0.915282392026578,0.963823351482154,2539,0.318729600803415,39,0.0048958071805172,0,0,0,0,189,0.023725834797891,291,0.0365302535777053,4845,0.608209892041175,0,0,0,0,63,0.00790861159929701,0,0,0,0,0,0
"KAYSERI","Özvatan",20,4228,3697,3446,0.874408703878903,0.932107113876116,36,0.0104468949506674,12,0.00348229831688915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895,0.840104468949507,503,0.145966337782937,0,0
"KIRKLARELI","Babaeski",68,22237,18849,18302,0.847641318523182,0.970979892832511,36,0.00196699814227953,363,0.0198338979346519,0,0,0,0,163,0.00890613047754344,8663,0.473336247404655,5559,0.303737296470331,0,0,0,0,1565,0.0855097803518741,526,0.0287400284121954,1427,0.0779696208064692,0,0
"KIRKLARELI","Demirköy",9,2647,2353,2259,0.888930865130336,0.960050998725032,0,0,2,0.000885347498893316,0,0,0,0,0,0,560,0.247897299690128,867,0.383798140770252,0,0,0,0,0,0,830,0.367419212040726,0,0,0,0
"KIRKLARELI","Merkez",170,55870,47582,45825,0.851655629139073,0.963074271783448,403,0.00879432624113475,1243,0.0271249318057829,83,0.00181123840698309,138,0.00301145662847791,0,0,9674,0.211107474086197,0,0,0,0,180,0.00392798690671031,17176,0.374817239498091,16928,0.369405346426623,0,0,0,0
"KIRKLARELI","Kofçaz",2,526,502,476,0.954372623574145,0.948207171314741,4,0.00840336134453781,0,0,0,0,0,0,0,0,207,0.434873949579832,262,0.550420168067227,0,0,0,0,0,0,3,0.00630252100840336,0,0,0,0
"KIRKLARELI","Lüleburgaz",272,88584,74593,73267,0.842059514133478,0.982223533039293,684,0.00933571730792854,126,0.00171973739882894,0,0,0,0,0,0,48758,0.665483778508742,13170,0.179753504306168,0,0,0,0,0,0,6929,0.0945719082260772,3600,0.0491353542522555,0,0
"KIRKLARELI","Pehlivanköy",6,1428,1261,1217,0.883053221288515,0.965107057890563,1,0.000821692686935086,2,0.00164338537387017,0,0,0,0,0,0,570,0.468364831552999,637,0.52341824157765,0,0,0,0,0,0,7,0.0057518488085456,0,0,0,0
"KIRKLARELI","Pinarhisar",25,8018,7136,6957,0.889997505612372,0.974915919282511,19,0.00273106223947104,7,0.00100618082506828,0,0,0,0,0,0,1860,0.267356619232428,2368,0.340376599108811,0,0,604,0.0868190311916056,0,0,1522,0.218772459393417,577,0.0829380480091994,0,0
"KIRKLARELI","Vize",33,10481,9142,8909,0.872245014788665,0.974513235615839,15,0.00168369064990459,7,0.000785722303288809,0,0,0,0,0,0,3587,0.402626557413851,1373,0.154113817487934,2091,0.2347064765967,0,0,0,0,1551,0.174093613200135,285,0.0319901223481872,0,0
"KIRSEHIR","Çiçekdagi",20,4995,4596,4454,0.92012012012012,0.969103568320279,19,0.0042658284687921,5,0.00112258643915582,0,0,0,0,0,0,0,0,2717,0.61001347103727,0,0,0,0,0,0,1556,0.34934889986529,157,0.0352492141894926,0,0
"KIRSEHIR","Kaman",51,15545,13147,12609,0.845738179478932,0.959078116680611,34,0.00269648663652946,7,0.000555159013403125,10,0.000793084304861607,0,0,0,0,3811,0.302244428582758,5295,0.419938139424221,0,0,0,0,0,0,3073,0.243714806883972,379,0.0300578951542549,0,0
"KIRSEHIR","Merkez",269,88025,73565,71513,0.835728486225504,0.972106300550533,484,0.00676800022373554,30,0.000419504146099311,57,0.00079705787758869,80,0.0011186777229315,0,0,32028,0.447862626375624,27652,0.386670954931271,0,0,45,0.000629256219148966,0,0,11137,0.155733922503601,0,0,0,0
"KIRSEHIR","Mucur",37,9713,8764,8362,0.902295892103367,0.954130534002739,30,0.00358765845491509,5,0.000597943075819182,0,0,0,0,0,0,0,0,4075,0.487323606792633,0,0,28,0.00334848122458742,0,0,4022,0.48098541018895,202,0.024156900263095,0,0
"KIRSEHIR","Akpinar",8,2182,2051,1992,0.939963336388634,0.971233544612384,3,0.00150602409638554,0,0,0,0,0,0,0,0,931,0.467369477911647,820,0.411646586345382,0,0,0,0,0,0,238,0.119477911646586,0,0,0,0
"KIRSEHIR","Akçakent",4,673,637,616,0.946508172362556,0.967032967032967,0,0,20,0.0324675324675325,0,0,0,0,0,0,0,0,357,0.579545454545455,0,0,0,0,186,0.301948051948052,43,0.0698051948051948,10,0.0162337662337662,0,0
"KIRSEHIR","Boztepe",8,2275,2147,2086,0.943736263736264,0.971588262692129,2,0.000958772770853308,1,0.000479386385426654,0,0,0,0,0,0,779,0.373441994247363,685,0.328379674017258,0,0,0,0,0,0,619,0.296740172579099,0,0,0,0
"KOCAELI","Gebze",776,260528,217720,208594,0.835687526868513,0.958083777328679,16537,0.0792784068573401,2556,0.0122534684602625,448,0.00214771278176745,326,0.00156284456887542,1699,0.00814500896478326,61441,0.294548261215567,107990,0.517704248444346,457,0.0021908587974726,883,0.00423310354084969,16257,0.0779360863687354,0,0,0,0,0,0
"KOCAELI","Gölcük",362,118019,100313,97314,0.849973309382388,0.970103575807722,2527,0.0259674866925622,258,0.00265121154201862,0,0,188,0.00193189058100582,0,0,42169,0.433329222927842,50336,0.517253427050579,255,0.00262038350083236,439,0.00451117002692316,1142,0.0117352076782375,0,0,0,0,0,0
"KOCAELI","Kandira",179,38260,34036,32065,0.889597490852065,0.942090727465037,653,0.0203648838297209,114,0.00355527834087011,0,0,0,0,0,0,0,0,18573,0.579229689692812,290,0.00904412911273975,180,0.00561359738032122,0,0,0,0,12255,0.382192421643537,0,0
"KOCAELI","Karamürsel",142,42975,35441,33868,0.824688772542176,0.955616376513078,2009,0.0593185307665053,49,0.0014467934333294,0,0,0,0,0,0,15074,0.44508090232668,16501,0.487215070272824,156,0.00460611786937522,79,0.00233258533128617,0,0,0,0,0,0,0,0
"KOCAELI","Körfez",358,116499,98715,94769,0.84734632915304,0.960026338449071,5002,0.05278097268094,313,0.00330276778271376,0,0,227,0.00239529804049848,0,0,0,0,46595,0.491669216726989,646,0.0068165750403613,528,0.00557144213825196,0,0,0,0,35152,0.370922981143623,6306,0.0665407464466228
"KOCAELI","Derince",315,103502,88462,85363,0.854688798284091,0.964968008862563,3288,0.0385178590255731,177,0.00207349788550074,0,0,0,0,1111,0.0130150065016459,39272,0.460058807680142,40533,0.47483101577967,295,0.00345582980916791,287,0.0033621123906142,400,0.0046858709276853,0,0,0,0,0,0
"KOCAELI","Basiskele",217,68801,60849,59010,0.884420284588887,0.969777646304787,21165,0.35866802236909,296,0.0050160989662769,0,0,0,0,0,0,0,0,30996,0.525266903914591,236,0.00399932214878834,217,0.0036773428232503,1451,0.0245890527029317,0,0,4649,0.078783257075072,0,0
"KOCAELI","Çayirova",263,88513,73406,70859,0.829324506004768,0.965302563823121,4119,0.0581295248310024,166,0.00234268053458276,0,0,0,0,671,0.00946950987171707,16475,0.232503986790669,38658,0.545562313890967,151,0.00213099253446986,282,0.00397973440212252,0,0,0,0,10337,0.14588125714447,0,0
"KOCAELI","Darica",418,140541,117725,113758,0.837655915355661,0.966302824378849,4058,0.0356722164595017,276,0.00242620299231702,0,0,183,0.00160867807099281,1315,0.0115596265757134,48257,0.424207528261749,59384,0.522020429332443,285,0.00250531830728388,0,0,0,0,0,0,0,0,0,0
"KOCAELI","Dilovasi",99,31395,28089,26590,0.894696607740086,0.946633913631671,12596,0.473711921775103,137,0.00515231289958631,0,0,0,0,0,0,0,0,13570,0.510342233922527,90,0.00338473110191801,117,0.00440015043249342,80,0.00300864986837157,0,0,0,0,0,0
"KOCAELI","Izmit",808,257513,221754,214629,0.861137107641168,0.967869801672123,5856,0.0272842905665124,289,0.00134650955835418,0,0,328,0.00152821846069264,1245,0.00580070726695833,107143,0.499200946749973,98398,0.458456219802543,705,0.00328473784996436,665,0.00309836974500184,0,0,0,0,0,0,0,0
"KOCAELI","Kartepe",259,83830,73528,70537,0.87710843373494,0.959321618975084,3613,0.0512213448261196,190,0.00269362178714717,0,0,0,0,0,0,19997,0.283496604618853,40859,0.579256276847612,687,0.00973956930405319,5191,0.0735925826162156,0,0,0,0,0,0,0,0
"KONYA","Aksehir",232,69645,58315,55623,0.837317826118171,0.953836920174912,0,0,153,0.00275066069791273,0,0,0,0,0,0,4147,0.0745554896355824,27514,0.494651493087392,206,0.0037035039462093,130,0.00233716268450102,238,0.00427880553008647,0,0,23235,0.417722884418316,0,0
"KONYA","Beysehir",198,53858,46636,44133,0.865906643395596,0.946329016210653,931,0.021095325493395,1322,0.0299549090249926,0,0,0,0,0,0,0,0,20633,0.46751863684771,291,0.0065937053905241,0,0,20956,0.474837423243378,0,0,0,0,0,0
"KONYA","Bozkir",90,19535,17031,15784,0.871819810596365,0.92678057659562,209,0.0132412569690826,157,0.00994678155093766,0,0,0,0,3959,0.250823618854536,0,0,9958,0.630892042574759,0,0,0,0,0,0,0,0,1501,0.0950963000506842,0,0
"KONYA","Cihanbeyli",136,37552,30739,29621,0.818571580741372,0.963629265753603,7527,0.254110259613112,73,0.00246446777623983,0,0,0,0,0,0,0,0,12580,0.42469869349448,0,0,61,0.00205934978562506,0,0,0,0,0,0,9380,0.316667229330543
"KONYA","Çumra",161,46539,41632,39773,0.894561550527515,0.955346848578017,2225,0.0559424735373243,136,0.00341940512407915,0,0,0,0,0,0,712,0.0179015915319438,26922,0.676891358459256,159,0.0039976868730043,0,0,0,0,0,0,9619,0.241847484474392,0,0
"KONYA","Doganhisar",52,13438,12089,10892,0.899613037654413,0.900984365952519,520,0.0477414616232097,49,0.0044987146529563,0,0,79,0.00725302974660301,0,0,0,0,0,0,130,0.0119353654058024,0,0,0,0,5714,0.524605214836577,4400,0.403966213734851,0,0
"KONYA","Eregli",344,103913,89412,84854,0.86045056922618,0.949022502572362,508,0.00598675371815118,966,0.0113842600230985,0,0,0,0,0,0,22931,0.270240648643552,26823,0.316107667287341,0,0,0,0,30592,0.360525137294647,0,0,2495,0.0294034459188724,539,0.00635208711433757
"KONYA","Hadim",51,9300,8359,7764,0.898817204301075,0.928819236750807,84,0.0108191653786708,171,0.0220247295208655,0,0,0,0,0,0,0,0,3770,0.485574446161772,0,0,31,0.00399278722308089,3377,0.434956208140134,0,0,331,0.0426326635754766,0,0
"KONYA","Ilgin",151,41118,36331,34167,0.883578967848631,0.940436541796262,707,0.0206924810489654,642,0.0187900605847748,0,0,0,0,0,0,0,0,18496,0.541341060087219,310,0.00907308221383206,246,0.00719992975678286,2599,0.0760675505604823,0,0,11167,0.326835835747944,0,0
"KONYA","Kadinhani",102,22905,21196,20143,0.92538746998472,0.95032081524816,460,0.0228367174700889,711,0.0352976220026808,0,0,0,0,0,0,769,0.0381770342054312,11554,0.573598768803058,0,0,0,0,6649,0.330089857518741,0,0,0,0,0,0
"KONYA","Karapinar",120,34294,31049,29665,0.905377033883478,0.95542529550066,387,0.0130456767234114,79,0.00266307095904264,0,0,0,0,0,0,12503,0.421473116467217,16696,0.562818135850329,0,0,0,0,0,0,0,0,0,0,0,0
"KONYA","Kulu",127,36456,26512,25248,0.727232828615317,0.952323476161738,641,0.0253881495564005,70,0.00277249683143219,0,0,0,0,0,0,9742,0.385852344740177,14734,0.583570975918885,0,0,0,0,61,0.0024160329531052,0,0,0,0,0,0
"KONYA","Sarayönü",73,19499,17752,16938,0.910405661828812,0.95414601171699,973,0.0574447986775298,342,0.0201912858660999,0,0,0,0,181,0.0106860314086669,0,0,9403,0.555142283622624,44,0.00259770929271461,0,0,5389,0.318160349509978,0,0,606,0.0357775416223875,0,0
"KONYA","Seydisehir",179,48218,42759,40098,0.886785018043054,0.937767487546481,582,0.0145144396229238,745,0.0185794802733303,0,0,0,0,0,0,5860,0.146141952217068,16522,0.412040500773106,143,0.0035662626564916,0,0,14123,0.352212080403013,0,0,2123,0.0529452840540675,0,0
"KONYA","Yunak",72,17020,14595,13673,0.857520564042303,0.936827680712573,166,0.0121407152782857,144,0.0105317048197177,0,0,0,0,5137,0.375703942075623,0,0,6719,0.491406421414466,0,0,0,0,0,0,0,0,1507,0.110217216411907,0,0
"KONYA","Akören",19,4377,4092,3858,0.934886908841672,0.942815249266862,38,0.00984966303784344,43,0.0111456713322965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0.0966822187662001,2627,0.680922757905651,777,0.201399688958009,0,0
"KONYA","Altinekin",48,10191,9677,9373,0.949563340202139,0.968585305363232,60,0.0064013656246666,21,0.00224047796863331,0,0,0,0,0,0,0,0,5759,0.614424410540915,0,0,0,0,0,0,0,0,3533,0.376933745865785,0,0
"KONYA","Derebucak",21,5293,4169,3877,0.787644058190062,0.929959222835212,15,0.0038689708537529,14,0.00361103946350271,0,0,0,0,0,0,0,0,2357,0.607944286819706,0,0,0,0,0,0,0,0,1491,0.384575702863038,0,0
"KONYA","Hüyük",47,13114,11738,11034,0.895073966753088,0.940023854148918,99,0.00897226753670473,44,0.00398767446075766,0,0,0,0,1640,0.14863150262824,0,0,6020,0.545586369403661,35,0.00317201377560268,0,0,45,0.00407830342577488,0,0,3151,0.285571868769259,0,0
"KONYA","Karatay",647,211638,177533,169672,0.838852191005396,0.955720908225513,5589,0.0329400254608892,427,0.00251662030270168,0,0,0,0,10462,0.0616601442783724,4443,0.0261858173416946,130424,0.768683106228488,402,0.00236927719364421,220,0.00129661935970579,337,0.00198618511009477,0,0,14319,0.0843922391437597,3049,0.0179699655806497
"KONYA","Meram",703,230573,194073,187272,0.841698724482051,0.964956485446198,5124,0.027361271305908,489,0.00261117518902986,0,0,0,0,16196,0.0864838310051689,8410,0.0449079413900636,133749,0.714196462898885,523,0.00279272929215259,222,0.00118544149686018,0,0,0,0,21370,0.114112093639199,1189,0.00634905378273314
"KONYA","Selçuklu",1274,429791,347296,335314,0.808057869987971,0.965499170736202,12715,0.0379196812539888,872,0.00260054754647882,0,0,0,0,16852,0.0502573707032811,19642,0.0585779299402948,226382,0.675134351682304,826,0.00246336269884347,1052,0.00313735781983454,529,0.00157762574780653,0,0,50651,0.151055428643003,5793,0.0172763439641649
