"Il","Ilce","ToplamSandik","ToplamSecmen","KullanilanOy","GecerliOy","Turnout","GecerliOy.Orani","Oy.SP","Parti.Oran.SP","Oy.BTP","Parti.Oran.BTP","Oy.TKP","Parti.Oran.TKP","Oy.VP","Parti.Oran.VP","Oy.BBP","Parti.Oran.BBP","Oy.CHP","Parti.Oran.CHP","Oy.AKP","Parti.Oran.AKP","Oy.DP","Parti.Oran.DP","Oy.DSP","Parti.Oran.DSP","Oy.Bagimsiz","Parti.Oran.Bagimsiz","Oy.MHP","Parti.Oran.MHP","Oy.IYI","Parti.Oran.IYI","Oy.HDP","Parti.Oran.HDP"
"CORUM","Bogazkale",6,1302,1203,1163,0.923963133640553,0.966749792186201,1,0.000859845227858985,0,0,0,0,0,0,0,0,0,0,542,0.46603611349957,0,0,0,0,0,0,612,0.526225279449699,8,0.00687876182287188,0,0
"CORUM","Ugurludag",11,2946,2820,2744,0.957230142566191,0.973049645390071,3,0.0010932944606414,4,0.00145772594752187,0,0,0,0,0,0,0,0,1704,0.620991253644315,0,0,0,0,0,0,1012,0.368804664723032,21,0.0076530612244898,0,0
"CORUM","Dodurga",9,2111,1930,1833,0.914258645191852,0.949740932642487,33,0.0180032733224223,5,0.00272776868521549,0,0,0,0,0,0,0,0,1027,0.560283687943262,0,0,0,0,0,0,35,0.0190943807965085,733,0.399890889252591,0,0
"CORUM","Laçin",4,1018,948,911,0.931237721021611,0.960970464135021,6,0.00658616904500549,1,0.00109769484083425,0,0,0,0,0,0,0,0,472,0.518111964873765,0,0,0,0,0,0,427,0.468715697036224,5,0.00548847420417124,0,0
"CORUM","Oguzlar",12,2506,2331,2208,0.930167597765363,0.947232947232947,5,0.00226449275362319,5,0.00226449275362319,0,0,0,0,0,0,922,0.417572463768116,1152,0.521739130434783,0,0,0,0,0,0,124,0.0561594202898551,0,0,0,0
"DENIZLI","Acipayam",154,44061,38766,36124,0.879825696193913,0.931847495227777,254,0.00703133650758499,55,0.00152253349573691,0,0,151,0.00418004650647769,323,0.00894142398405492,15479,0.428496290554756,19593,0.542381796035876,269,0.00744657291551323,0,0,0,0,0,0,0,0,0,0
"DENIZLI","Buldan",85,21129,19354,18055,0.915992238156089,0.932882091557301,55,0.00304624757684852,42,0.00232622542232069,0,0,0,0,256,0.0141788978122404,4175,0.231237884242592,0,0,4038,0.22364995846026,100,0.0055386319579064,0,0,6676,0.369759069509831,2713,0.150263085018001,0,0
"DENIZLI","Çal",70,15691,14411,13335,0.918424574596903,0.925334813683991,82,0.00614923134608174,31,0.00232470941132358,0,0,66,0.00494938132733408,0,0,0,0,0,0,235,0.0176227971503562,3187,0.238995125609299,0,0,5735,0.430071241094863,3999,0.299887514060742,0,0
"DENIZLI","Çameli",57,15185,13784,12866,0.907737899242674,0.933401044689495,139,0.0108036685838644,59,0.00458572983056117,0,0,80,0.00621793875330328,0,0,0,0,9564,0.743354577957407,143,0.0111145655215296,0,0,0,0,0,0,2881,0.223923519353334,0,0
"DENIZLI","Çardak",28,6973,6421,6004,0.920837516133658,0.935056844728235,21,0.00349766822118588,15,0.0024983344437042,0,0,21,0.00349766822118588,0,0,0,0,3046,0.507328447701532,1712,0.285143237841439,0,0,0,0,0,0,1189,0.198034643570953,0,0
"DENIZLI","Çivril",174,46228,41135,38831,0.889828675261746,0.943989303512824,307,0.00790605444103938,209,0.00538229764878576,0,0,188,0.00484149262187428,0,0,17959,0.462491308490639,19293,0.496845304009683,171,0.00440369807627926,0,0,704,0.0181298447116994,0,0,0,0,0,0
"DENIZLI","Güney",35,8302,7917,7347,0.95362563237774,0.928003031451307,32,0.00435551925956173,24,0.00326663944467129,0,0,0,0,0,0,3598,0.489723696746972,3655,0.497481965428066,38,0.00517217912072955,0,0,0,0,0,0,0,0,0,0
"DENIZLI","Kale",63,15336,14160,13437,0.923317683881064,0.948940677966102,75,0.00558160303639205,18,0.00133958472873409,0,0,76,0.00565602441021061,0,0,0,0,6216,0.462603259656173,3525,0.262335342710426,0,0,0,0,0,0,3527,0.262484185458064,0,0
"DENIZLI","Sarayköy",84,23104,21202,20361,0.917676592797784,0.960333930761249,82,0.00402730710672364,33,0.00162074554294976,0,0,85,0.00417464761062816,0,0,9443,0.463778792790138,10555,0.518393006237415,121,0.00594273365748244,42,0.00206276705466333,0,0,0,0,0,0,0,0
"DENIZLI","Tavas",135,35616,31573,29941,0.886483602875112,0.948310265099927,104,0.00347349787916235,60,0.00200394108413213,0,0,110,0.00367389198757557,0,0,0,0,15755,0.526201529675028,251,0.00838315353528606,146,0.00487625663805484,0,0,0,0,13515,0.451387729200761,0,0
"DENIZLI","Babadag",22,5058,4723,4455,0.933768287860815,0.94325640482744,28,0.00628507295173962,71,0.0159371492704826,0,0,12,0.00269360269360269,37,0.00830527497194164,1720,0.386083052749719,1703,0.382267115600449,28,0.00628507295173962,0,0,856,0.192143658810325,0,0,0,0,0,0
"DENIZLI","Bekilli",24,5741,5256,4968,0.915519944260582,0.945205479452055,10,0.00201288244766506,15,0.00301932367149758,0,0,0,0,0,0,2424,0.48792270531401,2490,0.501207729468599,17,0.0034219001610306,12,0.00241545893719807,0,0,0,0,0,0,0,0
"DENIZLI","Honaz",80,22602,20093,19013,0.888992124590744,0.94624993778928,71,0.00373428706674381,29,0.00152527218219113,0,0,86,0.00452322095408405,0,0,9389,0.493820017882501,9381,0.493399253142587,57,0.00299794877189292,0,0,0,0,0,0,0,0,0,0
"DENIZLI","Serinhisar",37,11058,10265,9733,0.928287212877555,0.948173404773502,34,0.00349327031747663,8,0.000821945957053324,0,0,12,0.00123291893557999,265,0.0272269598273913,4840,0.497277304017261,4545,0.46696804685092,20,0.00205486489263331,9,0.000924689201684989,0,0,0,0,0,0,0,0
"DENIZLI","Pamukkale",728,241352,207137,199314,0.858236103284829,0.962232725201195,3033,0.0152171949787772,733,0.0036776142167635,303,0.00152021433516963,894,0.00448538487010446,0,0,90931,0.456219834030725,100083,0.502137331045486,1285,0.00644711359964679,898,0.00450545370621231,1154,0.0057898592171147,0,0,0,0,0,0
"DENIZLI","Baklan",20,4535,4250,4036,0.93715545755237,0.949647058823529,9,0.00222993062438057,9,0.00222993062438057,0,0,9,0.00222993062438057,14,0.00346878097125867,0,0,1990,0.493062438057483,22,0.00545094152626363,0,0,0,0,0,0,1983,0.491328047571853,0,0
"DENIZLI","Beyagaç",22,5506,5208,4942,0.945877224845623,0.948924731182796,18,0.00364225010117361,20,0.00404694455685957,0,0,40,0.00809388911371914,0,0,0,0,2637,0.533589639821934,34,0.00687980574666127,0,0,0,0,0,0,2193,0.443747470659652,0,0
"DENIZLI","Bozkurt",35,8775,8033,7616,0.915441595441595,0.948089132329142,18,0.00236344537815126,7,0.000919117647058824,0,0,10,0.00131302521008403,14,0.00183823529411765,3857,0.506433823529412,3648,0.478991596638655,37,0.00485819327731092,25,0.00328256302521008,0,0,0,0,0,0,0,0
"DENIZLI","Merkezefendi",661,218908,191175,185270,0.873312076306028,0.969112070092847,2028,0.0109461866465159,463,0.00249905543261186,224,0.00120904625681438,632,0.00341123765315485,0,0,97067,0.523921843795542,83569,0.451066011766611,781,0.00421546931505371,506,0.00273114913369677,0,0,0,0,0,0,0,0
"DIYARBAKIR","Bismil",277,69418,58002,55111,0.835546976288571,0.950156891141685,415,0.00753025711745387,62,0.00112500226814973,0,0,0,0,0,0,1004,0.0182177786648763,14193,0.257534793416922,0,0,71,0.00128830904901018,0,0,0,0,0,0,39366,0.714303859483588
"DIYARBAKIR","Çermik",137,31080,25217,23381,0.811357786357786,0.927191973668557,3763,0.160942645737992,58,0.00248064667892733,0,0,0,0,0,0,150,0.00641546554895,9368,0.400667208417091,0,0,4070,0.174072965228177,0,0,0,0,0,0,5972,0.255421068388863
"DIYARBAKIR","Çinar",161,39709,34354,32429,0.865143922032789,0.943965768178378,7637,0.235499090320392,66,0.00203521539362916,0,0,0,0,97,0.0029911498966974,236,0.0072774368620679,10239,0.315735915384378,0,0,63,0.00194270560300965,123,0.0037929014153998,0,0,0,0,13968,0.430725585124426
"DIYARBAKIR","Çüngüs",47,8114,7002,6449,0.862952920877496,0.921022564981434,3247,0.503488913009769,25,0.0038765700108544,0,0,0,0,0,0,66,0.0102341448286556,2891,0.448286556055202,0,0,0,0,0,0,0,0,0,0,220,0.0341138160955187
"DIYARBAKIR","Dicle",97,23661,20130,17657,0.850767085076709,0.877148534525584,199,0.0112703177210172,91,0.00515376337996262,0,0,0,0,0,0,180,0.0101942572350909,7465,0.422778501444186,0,0,0,0,742,0.0420229937135414,0,0,0,0,8980,0.508580166506202
"DIYARBAKIR","Ergani",293,80910,64715,59504,0.799839327648004,0.919477709959051,528,0.00887335305189567,267,0.00448709330465179,0,0,0,0,0,0,1521,0.025561306802904,23582,0.396309491798871,0,0,164,0.00275611723581608,208,0.00349556332347405,0,0,0,0,33234,0.558517074482388
"DIYARBAKIR","Hani",68,19352,15786,14062,0.815729640347251,0.890789306980869,3191,0.226923623951074,48,0.00341345470061158,0,0,0,0,0,0,123,0.00874697767031717,6044,0.429810837718674,0,0,0,0,0,0,0,0,0,0,4656,0.331105105959323
"DIYARBAKIR","Hazro",45,10101,8368,7329,0.828432828432828,0.875836520076482,26,0.00354755082548779,19,0.00259244098785646,0,0,0,0,0,0,96,0.0130986492018011,3332,0.454632282712512,0,0,0,0,0,0,0,0,0,0,3856,0.526129076272343
"DIYARBAKIR","Kulp",97,22904,19219,17742,0.839111072301781,0.923148967167907,45,0.00253635441325668,154,0.00867996843647841,0,0,0,0,0,0,225,0.0126817720662834,7109,0.40068763386315,0,0,0,0,1343,0.0756960883778604,0,0,0,0,8866,0.499718182842971
"DIYARBAKIR","Lice",88,18059,15318,14020,0.848219724237222,0.915263089176133,44,0.00313837375178317,30,0.0021398002853067,0,0,0,0,0,0,263,0.0187589158345221,2773,0.197788873038516,0,0,0,0,12,0.000855920114122682,0,0,0,0,10898,0.777318116975749
"DIYARBAKIR","Silvan",195,51407,42268,38905,0.822222654502305,0.920436263840257,241,0.00619457653257936,75,0.00192777277984835,0,0,0,0,0,0,518,0.0133144839994859,8622,0.221616758771366,0,0,0,0,0,0,0,0,0,0,29449,0.75694640791672
"DIYARBAKIR","Egil",55,14592,13209,11206,0.905222039473684,0.848360966008025,219,0.0195431019096912,56,0.0049973228627521,0,0,0,0,0,0,142,0.0126717829734071,4914,0.438515081206497,0,0,0,0,118,0.0105300731750848,0,0,0,0,5757,0.513742637872568
"DIYARBAKIR","Kocaköy",42,10492,9367,8581,0.892775447960351,0.916088395430768,35,0.00407877869712155,13,0.00151497494464515,0,0,0,0,0,0,106,0.0123528726255681,3130,0.36475935205687,0,0,0,0,5,0.000582682671017364,0,0,0,0,5292,0.616711339004778
"DIYARBAKIR","Baglar",718,234623,174502,165438,0.743754874841767,0.948057901915164,1664,0.0100581486720101,263,0.00158971941150159,0,0,0,0,0,0,3403,0.0205696393815206,42117,0.254578754578755,942,0.00569397599100569,380,0.0022969329900023,300,0.00181336815000181,0,0,0,0,116369,0.703399460825203
"DIYARBAKIR","Kayapinar",671,221345,165890,157789,0.749463507194651,0.951166435589849,2658,0.0168452807229908,328,0.00207872538643378,0,0,0,0,0,0,3313,0.0209963939184607,45139,0.286071906153154,0,0,455,0.00288359771593711,1206,0.00764311834158275,0,0,0,0,104690,0.663480977761441
"DIYARBAKIR","Sur",257,67430,52948,49122,0.785229126501557,0.9277404245675,373,0.00759333903342698,100,0.00203574773014128,0,0,0,0,0,0,651,0.0132527177232197,18011,0.366658523675746,0,0,140,0.00285004682219779,0,0,0,0,0,0,29847,0.607609625015268
"DIYARBAKIR","Yenisehir",395,126265,94624,89337,0.749407991129767,0.944126225904633,1234,0.0138128658898329,180,0.00201484267436784,0,0,0,0,0,0,2652,0.0296853487356862,29122,0.325979157571891,0,0,224,0.00250735977254665,248,0.00277600546246236,0,0,0,0,55677,0.623224419893213
"EDIRNE","Merkez",356,118952,97252,94471,0.817573475015132,0.97140418706042,2605,0.0275745996125795,7342,0.077716971345704,379,0.00401181314900869,220,0.00232875697303935,759,0.00803421155698574,42388,0.448687957150872,38555,0.408114659525145,655,0.00693334462427623,410,0.00433995617702787,0,0,0,0,0,0,1158,0.0122577298853616
"EDIRNE","Enez",12,3391,3037,2972,0.895606015924506,0.978597299967073,6,0.00201884253028264,4,0.00134589502018843,0,0,0,0,0,0,1743,0.586473755047106,1017,0.342193808882907,0,0,0,0,0,0,0,0,202,0.0679676985195155,0,0
"EDIRNE","Havsa",22,6672,5914,5730,0.886390887290168,0.968887385864051,177,0.0308900523560209,16,0.00279232111692845,0,0,0,0,0,0,2427,0.423560209424084,3110,0.542757417102967,0,0,0,0,0,0,0,0,0,0,0,0
"EDIRNE","Ipsala",21,6077,5400,5226,0.888596346881685,0.967777777777778,14,0.00267891312667432,6,0.00114810562571757,0,0,0,0,0,0,0,0,2465,0.4716800612323,0,0,0,0,0,0,196,0.0375047837734405,2545,0.486988136241868,0,0
"EDIRNE","Kesan",139,44885,38255,37421,0.852289183468865,0.978198928244674,268,0.00716175409529409,51,0.00136287111514925,0,0,0,0,0,0,18406,0.491862857753668,18429,0.492477485903637,0,0,59,0.00157665481948638,0,0,0,0,0,0,208,0.00555837631276556
"EDIRNE","Lalapasa",4,1134,1021,967,0.900352733686067,0.947110675808031,37,0.0382626680455016,2,0.00206825232678387,0,0,0,0,0,0,0,0,461,0.476732161323682,0,0,0,0,0,0,258,0.266804550155119,209,0.216132368148914,0,0
"EDIRNE","Meriç",9,2179,1897,1772,0.870582836163378,0.934106483921982,3,0.00169300225733634,4,0.00225733634311512,0,0,0,0,0,0,1089,0.614559819413093,624,0.352144469525959,0,0,0,0,0,0,0,0,52,0.0293453724604966,0,0
"EDIRNE","Uzunköprü",96,29920,25133,24363,0.840006684491979,0.969362988899057,209,0.00857858227640274,53,0.00217542995526003,0,0,0,0,0,0,13759,0.564749825555145,8891,0.364938636456922,155,0.00636210647293026,0,0,0,0,1296,0.0531954192833395,0,0,0,0
"EDIRNE","Süloglu",7,1998,1746,1679,0.873873873873874,0.961626575028637,9,0.0053603335318642,5,0.00297796307325789,0,0,0,0,0,0,930,0.553901131625968,0,0,0,0,0,0,62,0.0369267421083979,673,0.400833829660512,0,0,0,0
"ELAZIG","Agin",7,1464,1226,1169,0.837431693989071,0.953507340946166,9,0.0076988879384089,2,0.00171086398631309,0,0,0,0,0,0,242,0.207014542343884,337,0.288280581693755,0,0,0,0,0,0,432,0.369546621043627,147,0.125748502994012,0,0
"ELAZIG","Baskil",13,3592,3201,3086,0.891146993318486,0.964073726960325,13,0.00421257290991575,7,0.00226830848995463,0,0,0,0,0,0,0,0,1536,0.497731691510045,0,0,0,0,0,0,1499,0.485742060920285,31,0.0100453661697991,0,0
"ELAZIG","Merkez",739,241886,189095,180563,0.781752561123835,0.954879822311537,8630,0.047794952454268,207,0.00114641427091929,206,0.00114087603772644,326,0.00180546402086806,0,0,0,0,72908,0.403781505624076,0,0,167,0.000924884943205419,0,0,62216,0.344566716326158,30880,0.17102064099511,5023,0.0278185453276696
"ELAZIG","Karakoçan",33,9889,7945,7600,0.80341793912428,0.956576463184393,1288,0.169473684210526,13,0.00171052631578947,0,0,0,0,0,0,0,0,3662,0.481842105263158,0,0,0,0,0,0,103,0.0135526315789474,53,0.00697368421052632,2481,0.326447368421053
"ELAZIG","Keban",11,3126,2870,2769,0.918106206014075,0.964808362369338,5,0.00180570603105814,15,0.00541711809317443,0,0,0,0,0,0,0,0,741,0.267605633802817,651,0.23510292524377,0,0,905,0.326832791621524,452,0.163235825207656,0,0,0,0
"ELAZIG","Maden",14,3998,3604,3403,0.901450725362681,0.944228634850167,10,0.0029385836027035,6,0.0017631501616221,0,0,0,0,0,0,0,0,490,0.143990596532471,0,0,9,0.00264472524243315,0,0,1519,0.446370849250661,1369,0.402292095210109,0,0
"ELAZIG","Palu",24,6326,5617,5363,0.887922858046159,0.954780131742923,68,0.0126794704456461,7,0.00130523960469886,0,0,0,0,0,0,52,0.00969606563490584,2679,0.499533842998322,0,0,0,0,0,0,2557,0.476785381316427,0,0,0,0
"ELAZIG","Sivrice",13,3200,2957,2840,0.9240625,0.960432871153196,22,0.00774647887323944,5,0.00176056338028169,0,0,0,0,0,0,0,0,1368,0.48169014084507,0,0,0,0,48,0.0169014084507042,1397,0.491901408450704,0,0,0,0
"ELAZIG","Aricak",14,3150,2923,2786,0.927936507936508,0.953130345535409,8,0.00287150035893754,9,0.00323043790380474,0,0,0,0,1026,0.36826992103374,0,0,1040,0.373295046661881,0,0,0,0,0,0,703,0.252333094041637,0,0,0,0
"ELAZIG","Kovancilar",51,15381,12010,11389,0.78083349587153,0.948293089092423,1627,0.142857142857143,12,0.00105364825709017,0,0,0,0,0,0,161,0.0141364474492932,5142,0.45148827816314,0,0,0,0,0,0,3788,0.332601633154799,0,0,659,0.0578628501185354
"ELAZIG","Alacakaya",9,2111,1924,1833,0.911416390336333,0.952702702702703,677,0.369339879978178,10,0.00545553737043099,0,0,0,0,0,0,98,0.0534642662302237,907,0.494817239498091,0,0,0,0,0,0,141,0.0769230769230769,0,0,0,0
"ERZINCAN","Çayirli",8,2208,1875,1829,0.849184782608696,0.975466666666667,5,0.00273373428102788,0,0,0,0,0,0,0,0,0,0,911,0.49808638600328,0,0,0,0,0,0,789,0.4313832695462,124,0.0677966101694915,0,0
"ERZINCAN","Merkez",295,90566,77843,75626,0.85951681646534,0.971519597137829,739,0.00977177161293735,38,0.00050247269457594,52,0.000687594213630233,27,0.000357020072461852,276,0.00364953851849893,17457,0.230833311295057,24959,0.330031999576865,0,0,42,0.000555364557162881,0,0,32036,0.42361092745881,0,0,0,0
"ERZINCAN","Iliç",10,2857,2511,2436,0.878893944697235,0.970131421744325,269,0.110426929392447,0,0,0,0,0,0,69,0.0283251231527094,96,0.0394088669950739,1349,0.553776683087028,0,0,0,0,0,0,653,0.268062397372742,0,0,0,0
"ERZINCAN","Kemah",12,1397,1111,1064,0.795275590551181,0.957695769576958,4,0.0037593984962406,2,0.0018796992481203,0,0,0,0,0,0,39,0.0366541353383459,441,0.414473684210526,0,0,0,0,0,0,578,0.543233082706767,0,0,0,0
"ERZINCAN","Kemaliye",11,1386,1120,1089,0.808080808080808,0.972321428571429,4,0.00367309458218549,0,0,0,0,0,0,22,0.0202020202020202,23,0.0211202938475666,430,0.39485766758494,0,0,0,0,0,0,610,0.560146923783287,0,0,0,0
"ERZINCAN","Refahiye",10,2320,1871,1813,0.806465517241379,0.969000534473544,5,0.00275785990071704,0,0,0,0,0,0,0,0,16,0.00882515168229454,922,0.508549365692223,0,0,0,0,0,0,854,0.471042471042471,16,0.00882515168229454,0,0
"ERZINCAN","Tercan",14,3274,2826,2731,0.863164324984728,0.966383581033263,6,0.00219699743683632,4,0.00146466495789088,0,0,0,0,54,0.0197729769315269,61,0.022336140607836,1417,0.518857561332845,0,0,0,0,0,0,1189,0.435371658733065,0,0,0,0
"ERZINCAN","Üzümlü",22,5844,5087,4952,0.870465434633812,0.973461765284057,5,0.00100969305331179,0,0,0,0,0,0,0,0,33,0.00666397415185783,2466,0.497980613893376,0,0,0,0,0,0,2385,0.481623586429725,63,0.0127221324717286,0,0
"ERZINCAN","Otlukbeli",5,1042,946,908,0.907869481765835,0.959830866807611,2,0.00220264317180617,0,0,0,0,0,0,0,0,3,0.00330396475770925,408,0.449339207048458,0,0,0,0,0,0,495,0.545154185022026,0,0,0,0
"ERZURUM","Askale",102,16285,14170,13586,0.870125882714154,0.95878616796048,204,0.015015457088179,22,0.00161931399970558,0,0,19,0.00139849845429118,0,0,282,0.0207566612689533,8541,0.628661857794789,0,0,0,0,0,0,0,0,4518,0.332548211394082,0,0
"ERZURUM","Çat",59,11232,9561,9121,0.851228632478632,0.953979709235436,989,0.108431093081899,25,0.00274092752987611,46,0.00504330665497204,0,0,0,0,3405,0.373314329569126,4656,0.510470343164127,0,0,0,0,0,0,0,0,0,0,0,0
"ERZURUM","Hinis",116,16294,12912,11886,0.792438934577145,0.920539033457249,410,0.0344943631162712,162,0.0136294800605755,0,0,0,0,0,0,0,0,6435,0.541393235739525,0,0,0,0,0,0,0,0,0,0,4879,0.410482921083628
"ERZURUM","Horasan",129,24351,20049,19036,0.823333743994086,0.94947378921642,284,0.0149191006513974,25,0.00131330111367934,0,0,0,0,116,0.00609371716747216,140,0.00735448623660433,10671,0.560569447362891,0,0,0,0,0,0,0,0,7328,0.384954822441689,472,0.024795125026266
"ERZURUM","Ispir",122,12759,10178,9805,0.797711419390234,0.963352328551778,1053,0.10739418663947,75,0.00764915859255482,0,0,0,0,856,0.087302396736359,100,0.0101988781234064,0,0,0,0,0,0,1022,0.104232534421214,6532,0.666190719020908,167,0.0170321264660887,0,0
"ERZURUM","Karayazi",100,17101,13538,12598,0.791649611133852,0.930565814743684,67,0.00531830449277663,51,0.00404826162882997,0,0,0,0,0,0,185,0.0146848706143832,4012,0.318463248134625,0,0,0,0,89,0.00706461343070329,0,0,405,0.0321479599936498,7789,0.618272741705033
"ERZURUM","Narman",58,9514,8150,7822,0.85663233130124,0.959754601226994,63,0.00805420608540015,47,0.00600869342879059,0,0,0,0,2291,0.292891843518282,0,0,4947,0.632446944515469,0,0,0,0,126,0.0161084121708003,0,0,348,0.044489900281258,0,0
"ERZURUM","Oltu",124,22361,18810,18136,0.841196726443361,0.964167995746943,366,0.0201808557565064,177,0.00975959417732686,0,0,0,0,10108,0.557344508160565,134,0.00738861932068813,6935,0.382388619320688,0,0,0,0,0,0,0,0,416,0.0229378032642258,0,0
"ERZURUM","Olur",47,5641,4530,4249,0.803049104768658,0.937969094922737,54,0.0127088726759237,159,0.0374205695457755,0,0,0,0,0,0,113,0.0265944928218404,1645,0.387149917627677,0,0,0,0,2073,0.487879501059073,0,0,205,0.0482466462697105,0,0
"ERZURUM","Pasinler",95,18636,16522,15955,0.886563640266152,0.965682120808619,127,0.00795988718270135,106,0.00664368536508931,0,0,0,0,3495,0.21905358821686,237,0.0148542776559072,7911,0.495832027577562,0,0,0,0,0,0,0,0,4079,0.25565653400188,0,0
"ERZURUM","Senkaya",92,13769,11408,10846,0.828527852422108,0.950736325385694,32,0.00295039645952425,15,0.00138299834040199,0,0,0,0,0,0,4274,0.394062327125207,5414,0.499170200995759,667,0.0614973262032086,444,0.040936750875899,0,0,0,0,0,0,0,0
"ERZURUM","Tekman",93,15094,11523,10665,0.763415926858354,0.925540223900026,254,0.0238162212845757,0,0,0,0,0,0,0,0,276,0.0258790436005626,4959,0.464978902953587,0,0,0,0,0,0,0,0,0,0,5176,0.485325832161275
"ERZURUM","Tortum",85,15120,13153,12594,0.869907407407407,0.957500190070706,108,0.00857551214864221,173,0.0137367000158806,0,0,0,0,6269,0.497776719072574,56,0.00444656185485152,5218,0.414324281403843,251,0.0199301254565666,0,0,140,0.0111164046371288,0,0,379,0.0300936954105129,0,0
"ERZURUM","Karaçoban",56,13150,10713,9920,0.81467680608365,0.925977784000747,37,0.00372983870967742,31,0.003125,121,0.0121975806451613,0,0,0,0,160,0.0161290322580645,4154,0.41875,0,0,0,0,0,0,0,0,0,0,5417,0.546068548387097
"ERZURUM","Uzundere",30,7156,5875,5650,0.820989379541643,0.961702127659574,212,0.0375221238938053,31,0.00548672566371681,0,0,0,0,0,0,48,0.00849557522123894,0,0,0,0,0,0,132,0.0233628318584071,4546,0.804601769911504,681,0.120530973451327,0,0
"ERZURUM","Pazaryolu",46,3609,2890,2814,0.800775838182322,0.973702422145329,61,0.0216773276474769,18,0.00639658848614072,0,0,0,0,687,0.244136460554371,12,0.00426439232409382,1982,0.704335465529495,0,0,0,0,2,0.000710732054015636,0,0,52,0.0184790334044065,0,0
"ERZURUM","Aziziye",164,39508,33133,31859,0.838640275387263,0.961548908942746,508,0.0159452587965724,514,0.0161335886248784,0,0,0,0,0,0,294,0.00922816158699269,19413,0.609341159483976,0,0,0,0,6441,0.202172070686462,0,0,4689,0.147179760821118,0,0
"ERZURUM","Köprüköy",54,9684,8348,8053,0.862040479140851,0.964662194537614,53,0.00658139823668198,7,0.000869241276542903,0,0,0,0,143,0.0177573575065193,21,0.00260772382962871,4171,0.51794362349435,0,0,0,0,0,0,0,0,3591,0.445920774866509,67,0.00831988078976779
"ERZURUM","Palandöken",345,112337,87997,84442,0.783330514434247,0.959600895485073,1605,0.0190071291537387,139,0.00164610028185026,0,0,0,0,2938,0.034793112432202,1409,0.0166860093318491,51244,0.606854408943417,0,0,0,0,0,0,0,0,25159,0.297944151014898,1948,0.0230690888420454
"ERZURUM","Yakutiye",367,114955,91255,87678,0.793832369187943,0.960802147827516,2324,0.0265060790620224,207,0.00236091151714227,0,0,0,0,2540,0.0289696389059969,1894,0.0216017701133694,60966,0.695339765961815,0,0,0,0,0,0,0,0,19747,0.225221834439654,0,0
"ESKISEHIR","Çifteler",50,11611,10190,9744,0.877616053742141,0.956231599607458,135,0.0138546798029557,20,0.00205254515599343,0,0,60,0.0061576354679803,0,0,4750,0.48747947454844,0,0,0,0,21,0.0021551724137931,0,0,4758,0.488300492610837,0,0,0,0
"ESKISEHIR","Mahmudiye",29,6191,5546,5229,0.895816507833953,0.942841687702849,28,0.00535475234270415,29,0.00554599349780073,0,0,6,0.00114744693057946,103,0.0196978389749474,3181,0.608338114362211,1579,0.301969783897495,129,0.0246701090074584,15,0.00286861732644865,159,0.0304073436603557,0,0,0,0,0,0
"ESKISEHIR","Mihaliççik",59,7309,6516,6206,0.891503625666986,0.952424800491099,57,0.00918466000644538,7,0.00112794070254592,0,0,21,0.00338382210763777,0,0,0,0,0,0,0,0,2947,0.474863035771834,10,0.00161134386077989,2424,0.390589751853045,740,0.119239445697712,0,0
"ESKISEHIR","Saricakaya",16,4086,3780,3667,0.92511013215859,0.97010582010582,35,0.00954458685574039,4,0.00109080992637033,0,0,4,0.00109080992637033,9,0.00245432233433324,1217,0.331878920098173,2393,0.65257703845105,0,0,5,0.00136351240796291,0,0,0,0,0,0,0,0
"ESKISEHIR","Seyitgazi",67,11193,10513,10057,0.939247744125793,0.95662513079045,35,0.00348016307049816,6,0.00059659938351397,0,0,12,0.00119319876702794,23,0.00228696430347022,5281,0.52510689072288,4685,0.465844685293825,0,0,15,0.00149149845878493,0,0,0,0,0,0,0,0
"ESKISEHIR","Sivrihisar",97,16632,14771,13963,0.888107263107263,0.945298219484124,102,0.00730502041108644,86,0.00615913485640622,0,0,43,0.00307956742820311,3181,0.227816371839863,0,0,6766,0.484566353935401,2376,0.170164004870014,167,0.0119601804769749,0,0,0,0,1242,0.0889493661820526,0,0
"ESKISEHIR","Alpu",47,9217,8424,7989,0.913963328631876,0.948361823361823,29,0.00362999123795218,10,0.00125172111653524,0,0,11,0.00137689322818876,0,0,4667,0.584178245086995,3201,0.400675929402929,59,0.00738515458755789,12,0.00150206533984228,0,0,0,0,0,0,0,0
"ESKISEHIR","Beylikova",30,5529,5047,4812,0.912823295351782,0.953437685753913,27,0.00561097256857855,8,0.00166251039068994,0,0,14,0.0029093931837074,31,0.00644222776392352,1640,0.340814630091438,3092,0.642560266001662,0,0,0,0,0,0,0,0,0,0,0,0
"ESKISEHIR","Inönü",25,5542,5203,4968,0.938830747022736,0.954833749759754,35,0.0070450885668277,84,0.0169082125603865,0,0,8,0.00161030595813205,13,0.00261674718196457,1890,0.380434782608696,2081,0.418880837359098,159,0.0320048309178744,14,0.00281803542673108,684,0.13768115942029,0,0,0,0,0,0
"ESKISEHIR","Günyüzü",26,5154,4793,4562,0.929957314707024,0.951804715209681,38,0.00832967996492766,33,0.00723366944322665,0,0,27,0.00591845681718545,2179,0.477641385357299,0,0,2285,0.500876808417361,0,0,0,0,0,0,0,0,0,0,0,0
