Il,Ilce,ToplamSandik,ToplamSecmen,KullanilanOy,GecerliOy,Parti,Oy,Turnout,GecerliOy.Orani,Parti.Oran
ANTALYA,Konyaalti,359,118623,97538,95858,DP,215,0.822252008,0.982775944,0.002242901
ANTALYA,Konyaalti,359,118623,97538,95858,DSP,775,0.822252008,0.982775944,0.008084876
ANTALYA,Muratpasa,1066,357018,289789,283868,SP,2336,0.811692968,0.979567893,0.008229177
ANTALYA,Muratpasa,1066,357018,289789,283868,BTP,369,0.811692968,0.979567893,0.0012999
ANTALYA,Muratpasa,1066,357018,289789,283868,VP,563,0.811692968,0.979567893,0.001983316
ANTALYA,Muratpasa,1066,357018,289789,283868,CHP,184210,0.811692968,0.979567893,0.648928375
ANTALYA,Muratpasa,1066,357018,289789,283868,AKP,93909,0.811692968,0.979567893,0.330819254
ANTALYA,Muratpasa,1066,357018,289789,283868,DP,818,0.811692968,0.979567893,0.002881621
ANTALYA,Muratpasa,1066,357018,289789,283868,DSP,1230,0.811692968,0.979567893,0.004333
ANTALYA,Muratpasa,1066,357018,289789,283868,Bagimsiz,105,0.811692968,0.979567893,0.00036989
ANTALYA,Muratpasa,1066,357018,289789,283868,Bagimsiz,328,0.811692968,0.979567893,0.001155467
ANTALYA,Aksu,161,49941,44417,42118,SP,203,0.88938948,0.948240539,0.004819792
ANTALYA,Aksu,161,49941,44417,42118,BTP,66,0.88938948,0.948240539,0.001567026
ANTALYA,Aksu,161,49941,44417,42118,VP,80,0.88938948,0.948240539,0.001899425
ANTALYA,Aksu,161,49941,44417,42118,BBP,409,0.88938948,0.948240539,0.009710812
ANTALYA,Aksu,161,49941,44417,42118,AKP,15467,0.88938948,0.948240539,0.367230163
ANTALYA,Aksu,161,49941,44417,42118,DP,580,0.88938948,0.948240539,0.013770834
ANTALYA,Aksu,161,49941,44417,42118,IYI,12473,0.88938948,0.948240539,0.296144166
ANTALYA,Aksu,161,49941,44417,42118,HDP,1334,0.88938948,0.948240539,0.031672919
ANTALYA,Aksu,161,49941,44417,42118,DSP,11506,0.88938948,0.948240539,0.273184862
ANTALYA,Dösemealti,148,44867,39575,38344,SP,604,0.882051396,0.968894504,0.015752139
ANTALYA,Dösemealti,148,44867,39575,38344,BTP,26,0.882051396,0.968894504,0.000678072
ANTALYA,Dösemealti,148,44867,39575,38344,VP,44,0.882051396,0.968894504,0.001147507
ANTALYA,Dösemealti,148,44867,39575,38344,CHP,18701,0.882051396,0.968894504,0.487716462
ANTALYA,Dösemealti,148,44867,39575,38344,AKP,18596,0.882051396,0.968894504,0.484978093
ANTALYA,Dösemealti,148,44867,39575,38344,DP,95,0.882051396,0.968894504,0.002477571
ANTALYA,Dösemealti,148,44867,39575,38344,HDP,216,0.882051396,0.968894504,0.005633215
ANTALYA,Dösemealti,148,44867,39575,38344,DSP,62,0.882051396,0.968894504,0.001616941
ARTVIN,Ardanuç,16,4687,4088,3922,SP,33,0.872199701,0.959393346,0.008414074
ARTVIN,Ardanuç,16,4687,4088,3922,BTP,11,0.872199701,0.959393346,0.002804691
ARTVIN,Ardanuç,16,4687,4088,3922,CHP,1975,0.872199701,0.959393346,0.503569607
ARTVIN,Ardanuç,16,4687,4088,3922,AKP,1903,0.872199701,0.959393346,0.485211627
ARTVIN,Arhavi,38,11275,9313,9022,SP,121,0.825986696,0.968753356,0.01341166
ARTVIN,Arhavi,38,11275,9313,9022,BTP,34,0.825986696,0.968753356,0.003768566
ARTVIN,Arhavi,38,11275,9313,9022,CHP,4386,0.825986696,0.968753356,0.486144979
ARTVIN,Arhavi,38,11275,9313,9022,AKP,4335,0.825986696,0.968753356,0.48049213
ARTVIN,Arhavi,38,11275,9313,9022,Bagimsiz,146,0.825986696,0.968753356,0.016182665
ARTVIN,Merkez,60,16812,14526,14054,SP,120,0.864025696,0.96750654,0.008538494
ARTVIN,Merkez,60,16812,14526,14054,BTP,154,0.864025696,0.96750654,0.010957734
ARTVIN,Merkez,60,16812,14526,14054,CHP,7162,0.864025696,0.96750654,0.509605806
ARTVIN,Merkez,60,16812,14526,14054,AKP,6077,0.864025696,0.96750654,0.432403586
ARTVIN,Merkez,60,16812,14526,14054,DSP,29,0.864025696,0.96750654,0.002063469
ARTVIN,Merkez,60,16812,14526,14054,Bagimsiz,512,0.864025696,0.96750654,0.036430909
ARTVIN,Borçka,28,8786,7773,7460,SP,68,0.884702936,0.959732407,0.009115282
ARTVIN,Borçka,28,8786,7773,7460,BTP,14,0.884702936,0.959732407,0.001876676
ARTVIN,Borçka,28,8786,7773,7460,CHP,4130,0.884702936,0.959732407,0.553619303
ARTVIN,Borçka,28,8786,7773,7460,AKP,3248,0.884702936,0.959732407,0.43538874
ARTVIN,Hopa,53,15459,13281,12904,SP,95,0.859111197,0.971613583,0.007362058
ARTVIN,Hopa,53,15459,13281,12904,BTP,11,0.859111197,0.971613583,0.000852449
ARTVIN,Hopa,53,15459,13281,12904,VP,15,0.859111197,0.971613583,0.00116243
ARTVIN,Hopa,53,15459,13281,12904,CHP,5137,0.859111197,0.971613583,0.398093614
ARTVIN,Hopa,53,15459,13281,12904,AKP,4761,0.859111197,0.971613583,0.368955363
ARTVIN,Hopa,53,15459,13281,12904,IYI,2866,0.859111197,0.971613583,0.222101674
ARTVIN,Hopa,53,15459,13281,12904,Bagimsiz,19,0.859111197,0.971613583,0.001472412
ARTVIN,Savsat,15,4850,3871,3718,SP,26,0.79814433,0.960475329,0.006993007
ARTVIN,Savsat,15,4850,3871,3718,BTP,15,0.79814433,0.960475329,0.004034427
ARTVIN,Savsat,15,4850,3871,3718,CHP,1886,0.79814433,0.960475329,0.507261969
ARTVIN,Savsat,15,4850,3871,3718,AKP,1759,0.79814433,0.960475329,0.473103819
ARTVIN,Savsat,15,4850,3871,3718,Bagimsiz,32,0.79814433,0.960475329,0.008606778
ARTVIN,Yusufeli,20,5219,4388,4211,SP,23,0.840774095,0.959662716,0.005461886
ARTVIN,Yusufeli,20,5219,4388,4211,BTP,13,0.840774095,0.959662716,0.003087153
ARTVIN,Yusufeli,20,5219,4388,4211,CHP,1815,0.840774095,0.959662716,0.431014011
ARTVIN,Yusufeli,20,5219,4388,4211,AKP,1819,0.840774095,0.959662716,0.431963904
ARTVIN,Yusufeli,20,5219,4388,4211,MHP,541,0.840774095,0.959662716,0.128473047
ARTVIN,Murgul,11,3675,3401,3273,SP,19,0.925442177,0.962364011,0.005805072
ARTVIN,Murgul,11,3675,3401,3273,BTP,5,0.925442177,0.962364011,0.00152765
ARTVIN,Murgul,11,3675,3401,3273,CHP,1321,0.925442177,0.962364011,0.403605255
ARTVIN,Murgul,11,3675,3401,3273,AKP,1928,0.925442177,0.962364011,0.589062023
ARTVIN,Kemalpasa,18,5174,4660,4534,SP,9,0.900657132,0.972961373,0.001985002
ARTVIN,Kemalpasa,18,5174,4660,4534,BTP,10,0.900657132,0.972961373,0.002205558
ARTVIN,Kemalpasa,18,5174,4660,4534,CHP,2455,0.900657132,0.972961373,0.541464491
ARTVIN,Kemalpasa,18,5174,4660,4534,AKP,1787,0.900657132,0.972961373,0.394133216
ARTVIN,Kemalpasa,18,5174,4660,4534,MHP,273,0.900657132,0.972961373,0.060211734
AYDIN,Bozdogan,106,26543,24882,23639,SP,255,0.937422296,0.950044209,0.010787258
AYDIN,Bozdogan,106,26543,24882,23639,VP,152,0.937422296,0.950044209,0.006430052
AYDIN,Bozdogan,106,26543,24882,23639,CHP,11286,0.937422296,0.950044209,0.477431363
AYDIN,Bozdogan,106,26543,24882,23639,AKP,11946,0.937422296,0.950044209,0.505351326
AYDIN,Çine,160,40396,37571,35882,SP,132,0.930067333,0.955045115,0.003678725
AYDIN,Çine,160,40396,37571,35882,BTP,104,0.930067333,0.955045115,0.002898389
AYDIN,Çine,160,40396,37571,35882,VP,111,0.930067333,0.955045115,0.003093473
AYDIN,Çine,160,40396,37571,35882,CHP,17713,0.930067333,0.955045115,0.493645839
AYDIN,Çine,160,40396,37571,35882,AKP,17296,0.930067333,0.955045115,0.482024413
AYDIN,Çine,160,40396,37571,35882,DP,526,0.930067333,0.955045115,0.014659161
AYDIN,Germencik,113,32245,29347,28120,SP,168,0.910125601,0.958189934,0.005974395
AYDIN,Germencik,113,32245,29347,28120,BTP,59,0.910125601,0.958189934,0.002098151
AYDIN,Germencik,113,32245,29347,28120,VP,145,0.910125601,0.958189934,0.005156472
AYDIN,Germencik,113,32245,29347,28120,CHP,16155,0.910125601,0.958189934,0.574502134
AYDIN,Germencik,113,32245,29347,28120,MHP,11519,0.910125601,0.958189934,0.409637269
AYDIN,Germencik,113,32245,29347,28120,Bagimsiz,74,0.910125601,0.958189934,0.002631579
AYDIN,Karacasu,64,14946,13697,12633,SP,130,0.91643249,0.922318756,0.010290509
AYDIN,Karacasu,64,14946,13697,12633,BTP,77,0.91643249,0.922318756,0.006095148
AYDIN,Karacasu,64,14946,13697,12633,VP,173,0.91643249,0.922318756,0.013694293
AYDIN,Karacasu,64,14946,13697,12633,CHP,5679,0.91643249,0.922318756,0.449536927
AYDIN,Karacasu,64,14946,13697,12633,MHP,6574,0.91643249,0.922318756,0.520383124
AYDIN,Koçarli,83,19213,18270,17589,SP,30,0.950918649,0.96272578,0.001705611
AYDIN,Koçarli,83,19213,18270,17589,BTP,12,0.950918649,0.96272578,0.000682245
AYDIN,Koçarli,83,19213,18270,17589,VP,38,0.950918649,0.96272578,0.002160441
AYDIN,Koçarli,83,19213,18270,17589,CHP,8174,0.950918649,0.96272578,0.46472227
AYDIN,Koçarli,83,19213,18270,17589,AKP,9335,0.950918649,0.96272578,0.530729433
AYDIN,Kusadasi,262,85077,67176,65676,SP,412,0.789590606,0.977670597,0.00627322
AYDIN,Kusadasi,262,85077,67176,65676,BTP,75,0.789590606,0.977670597,0.00114197
AYDIN,Kusadasi,262,85077,67176,65676,VP,318,0.789590606,0.977670597,0.004841951
AYDIN,Kusadasi,262,85077,67176,65676,CHP,37793,0.789590606,0.977670597,0.575446129
AYDIN,Kusadasi,262,85077,67176,65676,AKP,26704,0.789590606,0.977670597,0.406602107
AYDIN,Kusadasi,262,85077,67176,65676,DSP,374,0.789590606,0.977670597,0.005694622
AYDIN,Kuyucak,80,21749,19897,18764,SP,87,0.91484666,0.943056742,0.004636538
AYDIN,Kuyucak,80,21749,19897,18764,BTP,46,0.91484666,0.943056742,0.002451503
AYDIN,Kuyucak,80,21749,19897,18764,VP,90,0.91484666,0.943056742,0.004796419
AYDIN,Kuyucak,80,21749,19897,18764,AKP,10394,0.91484666,0.943056742,0.553933063
AYDIN,Kuyucak,80,21749,19897,18764,IYI,8017,0.91484666,0.943056742,0.427254317
AYDIN,Kuyucak,80,21749,19897,18764,DSP,130,0.91484666,0.943056742,0.00692816
AYDIN,Nazilli,375,115131,99011,93353,SP,1424,0.859985582,0.942854834,0.015253929
AYDIN,Nazilli,375,115131,99011,93353,BTP,233,0.859985582,0.942854834,0.002495903
AYDIN,Nazilli,375,115131,99011,93353,TKP,345,0.859985582,0.942854834,0.00369565
AYDIN,Nazilli,375,115131,99011,93353,VP,615,0.859985582,0.942854834,0.006587898
AYDIN,Nazilli,375,115131,99011,93353,MHP,41979,0.859985582,0.942854834,0.449680246
AYDIN,Nazilli,375,115131,99011,93353,IYI,45050,0.859985582,0.942854834,0.482576886
AYDIN,Nazilli,375,115131,99011,93353,HDP,3187,0.859985582,0.942854834,0.034139235
AYDIN,Nazilli,375,115131,99011,93353,DSP,520,0.859985582,0.942854834,0.005570255
AYDIN,Söke,292,89599,76254,73085,SP,750,0.851058606,0.958441524,0.010262024
AYDIN,Söke,292,89599,76254,73085,VP,386,0.851058606,0.958441524,0.005281522
AYDIN,Söke,292,89599,76254,73085,CHP,34211,0.851058606,0.958441524,0.468098789
AYDIN,Söke,292,89599,76254,73085,DP,10251,0.851058606,0.958441524,0.14026134
AYDIN,Söke,292,89599,76254,73085,MHP,27487,0.851058606,0.958441524,0.376096326
AYDIN,Sultanhisar,56,15574,14169,13453,SP,58,0.90978554,0.949467147,0.004311306
AYDIN,Sultanhisar,56,15574,14169,13453,BTP,14,0.90978554,0.949467147,0.00104066
AYDIN,Sultanhisar,56,15574,14169,13453,VP,36,0.90978554,0.949467147,0.002675983
AYDIN,Sultanhisar,56,15574,14169,13453,CHP,7076,0.90978554,0.949467147,0.525979335
AYDIN,Sultanhisar,56,15574,14169,13453,AKP,6257,0.90978554,0.949467147,0.465100721
AYDIN,Sultanhisar,56,15574,14169,13453,Bagimsiz,12,0.90978554,0.949467147,0.000891994
AYDIN,Yenipazar,42,10115,9352,9035,SP,30,0.924567474,0.966103507,0.003320421
AYDIN,Yenipazar,42,10115,9352,9035,BTP,24,0.924567474,0.966103507,0.002656336
AYDIN,Yenipazar,42,10115,9352,9035,VP,24,0.924567474,0.966103507,0.002656336
AYDIN,Yenipazar,42,10115,9352,9035,CHP,4600,0.924567474,0.966103507,0.509131157
AYDIN,Yenipazar,42,10115,9352,9035,AKP,4357,0.924567474,0.966103507,0.48223575
AYDIN,Buharkent,34,9674,8980,8484,SP,87,0.928261319,0.944766147,0.010254597
AYDIN,Buharkent,34,9674,8980,8484,BTP,46,0.928261319,0.944766147,0.005421971
AYDIN,Buharkent,34,9674,8980,8484,VP,54,0.928261319,0.944766147,0.006364922
AYDIN,Buharkent,34,9674,8980,8484,AKP,4237,0.928261319,0.944766147,0.499410655
AYDIN,Buharkent,34,9674,8980,8484,IYI,4060,0.928261319,0.944766147,0.478547855
AYDIN,Incirliova,120,37150,32802,31028,SP,139,0.882960969,0.945917932,0.004479825
AYDIN,Incirliova,120,37150,32802,31028,BTP,316,0.882960969,0.945917932,0.01018435
AYDIN,Incirliova,120,37150,32802,31028,TKP,83,0.882960969,0.945917932,0.002675003
AYDIN,Incirliova,120,37150,32802,31028,VP,84,0.882960969,0.945917932,0.002707232
AYDIN,Incirliova,120,37150,32802,31028,MHP,11614,0.882960969,0.945917932,0.374307077
AYDIN,Incirliova,120,37150,32802,31028,IYI,11951,0.882960969,0.945917932,0.385168235
AYDIN,Incirliova,120,37150,32802,31028,HDP,396,0.882960969,0.945917932,0.012762666
AYDIN,Incirliova,120,37150,32802,31028,DSP,4982,0.882960969,0.945917932,0.160564651
AYDIN,Incirliova,120,37150,32802,31028,Bagimsiz,1463,0.882960969,0.945917932,0.04715096
AYDIN,Karpuzlu,39,9194,8701,8187,SP,40,0.946378073,0.94092633,0.004885795
AYDIN,Karpuzlu,39,9194,8701,8187,BTP,13,0.946378073,0.94092633,0.001587883
AYDIN,Karpuzlu,39,9194,8701,8187,VP,51,0.946378073,0.94092633,0.006229388
AYDIN,Karpuzlu,39,9194,8701,8187,CHP,3719,0.946378073,0.94092633,0.454256749
AYDIN,Karpuzlu,39,9194,8701,8187,MHP,4364,0.946378073,0.94092633,0.533040186
AYDIN,Kösk,73,20507,19023,18143,SP,72,0.927634466,0.953740209,0.003968473
AYDIN,Kösk,73,20507,19023,18143,BTP,29,0.927634466,0.953740209,0.001598413
AYDIN,Kösk,73,20507,19023,18143,VP,41,0.927634466,0.953740209,0.002259825
AYDIN,Kösk,73,20507,19023,18143,AKP,9635,0.927634466,0.953740209,0.531058811
AYDIN,Kösk,73,20507,19023,18143,IYI,8130,0.927634466,0.953740209,0.448106708
AYDIN,Kösk,73,20507,19023,18143,HDP,187,0.927634466,0.953740209,0.010307005
AYDIN,Kösk,73,20507,19023,18143,DSP,37,0.927634466,0.953740209,0.002039354
AYDIN,Kösk,73,20507,19023,18143,Bagimsiz,12,0.927634466,0.953740209,0.000661412
AYDIN,Didim,194,63272,49249,47993,SP,348,0.778369579,0.974496944,0.007251057
AYDIN,Didim,194,63272,49249,47993,BTP,84,0.778369579,0.974496944,0.001750255
AYDIN,Didim,194,63272,49249,47993,VP,147,0.778369579,0.974496944,0.003062947
AYDIN,Didim,194,63272,49249,47993,CHP,26866,0.778369579,0.974496944,0.559789969
AYDIN,Didim,194,63272,49249,47993,AKP,19816,0.778369579,0.974496944,0.412893547
AYDIN,Didim,194,63272,49249,47993,DSP,598,0.778369579,0.974496944,0.01246015
AYDIN,Didim,194,63272,49249,47993,Bagimsiz,85,0.778369579,0.974496944,0.001771092
AYDIN,Didim,194,63272,49249,47993,Bagimsiz,49,0.778369579,0.974496944,0.001020982
AYDIN,Efeler,661,210897,179991,171054,SP,2087,0.85345453,0.950347517,0.012200825
AYDIN,Efeler,661,210897,179991,171054,BTP,351,0.85345453,0.950347517,0.002051984
AYDIN,Efeler,661,210897,179991,171054,VP,752,0.85345453,0.950347517,0.004396273
AYDIN,Efeler,661,210897,179991,171054,CHP,79039,0.85345453,0.950347517,0.462070457
AYDIN,Efeler,661,210897,179991,171054,DP,25637,0.85345453,0.950347517,0.149876647
AYDIN,Efeler,661,210897,179991,171054,MHP,61622,0.85345453,0.950347517,0.36024881
AYDIN,Efeler,661,210897,179991,171054,DSP,1435,0.85345453,0.950347517,0.008389164
AYDIN,Efeler,661,210897,179991,171054,Bagimsiz,131,0.85345453,0.950347517,0.00076584
BALIKESIR,Ayvalik,181,56080,45844,44392,SP,146,0.817475036,0.968327371,0.003288881
BALIKESIR,Ayvalik,181,56080,45844,44392,BTP,38,0.817475036,0.968327371,0.00085601
BALIKESIR,Ayvalik,181,56080,45844,44392,TKP,102,0.817475036,0.968327371,0.002297711
BALIKESIR,Ayvalik,181,56080,45844,44392,VP,220,0.817475036,0.968327371,0.004955848
BALIKESIR,Ayvalik,181,56080,45844,44392,CHP,16926,0.817475036,0.968327371,0.381284916
BALIKESIR,Ayvalik,181,56080,45844,44392,DP,17657,0.817475036,0.968327371,0.397751847
BALIKESIR,Ayvalik,181,56080,45844,44392,MHP,8627,0.817475036,0.968327371,0.194336817
BALIKESIR,Ayvalik,181,56080,45844,44392,DSP,676,0.817475036,0.968327371,0.015227969
BALIKESIR,Balya,60,11525,10707,10036,SP,159,0.929023861,0.937330718,0.015842965
BALIKESIR,Balya,60,11525,10707,10036,BTP,164,0.929023861,0.937330718,0.016341172
BALIKESIR,Balya,60,11525,10707,10036,CHP,5093,0.929023861,0.937330718,0.507473097
BALIKESIR,Balya,60,11525,10707,10036,MHP,4620,0.929023861,0.937330718,0.460342766
BALIKESIR,Bandirma,372,115567,97343,94933,SP,1841,0.842307925,0.975242185,0.019392624
BALIKESIR,Bandirma,372,115567,97343,94933,BTP,366,0.842307925,0.975242185,0.003855351
BALIKESIR,Bandirma,372,115567,97343,94933,CHP,55481,0.842307925,0.975242185,0.584422698
BALIKESIR,Bandirma,372,115567,97343,94933,AKP,36396,0.842307925,0.975242185,0.383386178
BALIKESIR,Bandirma,372,115567,97343,94933,DSP,849,0.842307925,0.975242185,0.008943149
BALIKESIR,Bigadiç,151,37892,34734,33289,SP,353,0.91665787,0.958398111,0.010604103
BALIKESIR,Bigadiç,151,37892,34734,33289,BTP,117,0.91665787,0.958398111,0.003514675
BALIKESIR,Bigadiç,151,37892,34734,33289,AKP,16894,0.91665787,0.958398111,0.507494968
BALIKESIR,Bigadiç,151,37892,34734,33289,IYI,15925,0.91665787,0.958398111,0.478386254
BALIKESIR,Burhaniye,154,45724,38049,36747,SP,219,0.832145044,0.965780967,0.00595967
BALIKESIR,Burhaniye,154,45724,38049,36747,BTP,134,0.832145044,0.965780967,0.003646556
BALIKESIR,Burhaniye,154,45724,38049,36747,VP,163,0.832145044,0.965780967,0.004435736
BALIKESIR,Burhaniye,154,45724,38049,36747,CHP,19529,0.832145044,0.965780967,0.531444744
BALIKESIR,Burhaniye,154,45724,38049,36747,AKP,15527,0.832145044,0.965780967,0.422537894
BALIKESIR,Burhaniye,154,45724,38049,36747,DSP,749,0.832145044,0.965780967,0.020382616
BALIKESIR,Burhaniye,154,45724,38049,36747,Bagimsiz,426,0.832145044,0.965780967,0.011592783
BALIKESIR,Dursunbey,162,28896,26385,24539,SP,985,0.913102159,0.930036005,0.040140185
BALIKESIR,Dursunbey,162,28896,26385,24539,BTP,133,0.913102159,0.930036005,0.005419944
BALIKESIR,Dursunbey,162,28896,26385,24539,AKP,16683,0.913102159,0.930036005,0.679856555
BALIKESIR,Dursunbey,162,28896,26385,24539,IYI,6411,0.913102159,0.930036005,0.26125759
BALIKESIR,Dursunbey,162,28896,26385,24539,DSP,113,0.913102159,0.930036005,0.004604915
BALIKESIR,Dursunbey,162,28896,26385,24539,Bagimsiz,214,0.913102159,0.930036005,0.008720812
BALIKESIR,Edremit,369,118866,95285,91145,SP,1792,0.801616947,0.956551398,0.01966098
BALIKESIR,Edremit,369,118866,95285,91145,BTP,1504,0.801616947,0.956551398,0.016501179
BALIKESIR,Edremit,369,118866,95285,91145,CHP,41662,0.801616947,0.956551398,0.457095836
BALIKESIR,Edremit,369,118866,95285,91145,MHP,33017,0.801616947,0.956551398,0.362246969
BALIKESIR,Edremit,369,118866,95285,91145,DSP,621,0.801616947,0.956551398,0.006813319
BALIKESIR,Edremit,369,118866,95285,91145,Bagimsiz,1447,0.801616947,0.956551398,0.015875802
BALIKESIR,Edremit,369,118866,95285,91145,Bagimsiz,11102,0.801616947,0.956551398,0.121805914
BALIKESIR,Erdek,94,26848,22517,21725,SP,243,0.838684446,0.964826575,0.01118527
BALIKESIR,Erdek,94,26848,22517,21725,BTP,36,0.838684446,0.964826575,0.001657077
BALIKESIR,Erdek,94,26848,22517,21725,BBP,122,0.838684446,0.964826575,0.00561565
BALIKESIR,Erdek,94,26848,22517,21725,CHP,11306,0.838684446,0.964826575,0.520414269
BALIKESIR,Erdek,94,26848,22517,21725,AKP,9924,0.838684446,0.964826575,0.456800921
BALIKESIR,Erdek,94,26848,22517,21725,DSP,94,0.838684446,0.964826575,0.004326812
BALIKESIR,Gönen,232,59446,52817,51307,SP,304,0.88848703,0.97141072,0.005925117
BALIKESIR,Gönen,232,59446,52817,51307,BTP,78,0.88848703,0.97141072,0.00152026
BALIKESIR,Gönen,232,59446,52817,51307,BBP,476,0.88848703,0.97141072,0.009277487
BALIKESIR,Gönen,232,59446,52817,51307,CHP,28469,0.88848703,0.97141072,0.554875553
BALIKESIR,Gönen,232,59446,52817,51307,AKP,20385,0.88848703,0.97141072,0.397314207
BALIKESIR,Gönen,232,59446,52817,51307,DP,1501,0.88848703,0.97141072,0.029255267
BALIKESIR,Gönen,232,59446,52817,51307,DSP,94,0.88848703,0.97141072,0.001832109
BALIKESIR,Havran,73,20781,19120,18290,SP,99,0.920071219,0.956589958,0.005412794
BALIKESIR,Havran,73,20781,19120,18290,BTP,50,0.920071219,0.956589958,0.002733734
BALIKESIR,Havran,73,20781,19120,18290,CHP,973,0.920071219,0.956589958,0.053198469
BALIKESIR,Havran,73,20781,19120,18290,AKP,9442,0.920071219,0.956589958,0.516238382
BALIKESIR,Havran,73,20781,19120,18290,DP,7597,0.920071219,0.956589958,0.415363587
BALIKESIR,Havran,73,20781,19120,18290,DSP,129,0.920071219,0.956589958,0.007053034
BALIKESIR,Ivrindi,114,26523,24963,23964,SP,153,0.941183124,0.959980772,0.006384577
BALIKESIR,Ivrindi,114,26523,24963,23964,BTP,90,0.941183124,0.959980772,0.003755633
BALIKESIR,Ivrindi,114,26523,24963,23964,AKP,12999,0.941183124,0.959980772,0.542438658
BALIKESIR,Ivrindi,114,26523,24963,23964,IYI,10722,0.941183124,0.959980772,0.447421132
BALIKESIR,Kepsut,92,17678,16212,15419,SP,169,0.917072067,0.951085616,0.010960503
BALIKESIR,Kepsut,92,17678,16212,15419,BTP,49,0.917072067,0.951085616,0.003177897
BALIKESIR,Kepsut,92,17678,16212,15419,BBP,324,0.917072067,0.951085616,0.021013036
BALIKESIR,Kepsut,92,17678,16212,15419,AKP,9072,0.917072067,0.951085616,0.588365004
BALIKESIR,Kepsut,92,17678,16212,15419,IYI,5805,0.917072067,0.951085616,0.376483559
BALIKESIR,Manyas,75,16149,14512,13865,SP,92,0.898631494,0.955416207,0.006635413
BALIKESIR,Manyas,75,16149,14512,13865,BTP,51,0.898631494,0.955416207,0.003678327
BALIKESIR,Manyas,75,16149,14512,13865,CHP,7102,0.898631494,0.955416207,0.512225027
BALIKESIR,Manyas,75,16149,14512,13865,AKP,6620,0.898631494,0.955416207,0.477461233
BALIKESIR,Savastepe,78,14122,12989,12365,SP,62,0.919770571,0.95195935,0.005014153
BALIKESIR,Savastepe,78,14122,12989,12365,BTP,50,0.919770571,0.95195935,0.004043672
BALIKESIR,Savastepe,78,14122,12989,12365,BBP,772,0.919770571,0.95195935,0.06243429
BALIKESIR,Savastepe,78,14122,12989,12365,AKP,6514,0.919770571,0.95195935,0.526809543
BALIKESIR,Savastepe,78,14122,12989,12365,IYI,4967,0.919770571,0.95195935,0.401698342
BALIKESIR,Sindirgi,124,28952,27030,25339,SP,213,0.933614258,0.937439882,0.008406014
BALIKESIR,Sindirgi,124,28952,27030,25339,BTP,52,0.933614258,0.937439882,0.002052173
BALIKESIR,Sindirgi,124,28952,27030,25339,VP,157,0.933614258,0.937439882,0.006195982
BALIKESIR,Sindirgi,124,28952,27030,25339,BBP,376,0.933614258,0.937439882,0.014838786
BALIKESIR,Sindirgi,124,28952,27030,25339,CHP,11496,0.933614258,0.937439882,0.453687991
BALIKESIR,Sindirgi,124,28952,27030,25339,AKP,12746,0.933614258,0.937439882,0.503019062
BALIKESIR,Sindirgi,124,28952,27030,25339,DP,275,0.933614258,0.937439882,0.010852836
BALIKESIR,Sindirgi,124,28952,27030,25339,Bagimsiz,12,0.933614258,0.937439882,0.000473578
BALIKESIR,Sindirgi,124,28952,27030,25339,Bagimsiz,12,0.933614258,0.937439882,0.000473578
BALIKESIR,Susurluk,120,31422,27526,26556,SP,345,0.876010439,0.96476059,0.012991414
BALIKESIR,Susurluk,120,31422,27526,26556,BTP,81,0.876010439,0.96476059,0.003050158
BALIKESIR,Susurluk,120,31422,27526,26556,AKP,11610,0.876010439,0.96476059,0.437189336
BALIKESIR,Susurluk,120,31422,27526,26556,IYI,14520,0.876010439,0.96476059,0.546769092
BALIKESIR,Marmara,31,8001,6727,6545,SP,20,0.840769904,0.972944849,0.003055768
BALIKESIR,Marmara,31,8001,6727,6545,BTP,24,0.840769904,0.972944849,0.003666921
BALIKESIR,Marmara,31,8001,6727,6545,CHP,2795,0.840769904,0.972944849,0.427043545
BALIKESIR,Marmara,31,8001,6727,6545,AKP,3706,0.840769904,0.972944849,0.566233766
BALIKESIR,Gömeç,37,10685,9299,8941,SP,42,0.870285447,0.961501237,0.004697461
BALIKESIR,Gömeç,37,10685,9299,8941,BTP,63,0.870285447,0.961501237,0.007046192
BALIKESIR,Gömeç,37,10685,9299,8941,CHP,4838,0.870285447,0.961501237,0.541102785
BALIKESIR,Gömeç,37,10685,9299,8941,AKP,3766,0.870285447,0.961501237,0.421205682
BALIKESIR,Gömeç,37,10685,9299,8941,Bagimsiz,232,0.870285447,0.961501237,0.025947881
BALIKESIR,Karesi,430,135578,118531,114396,SP,2069,0.874264261,0.965114611,0.018086297
BALIKESIR,Karesi,430,135578,118531,114396,BTP,244,0.874264261,0.965114611,0.002132942
BALIKESIR,Karesi,430,135578,118531,114396,TKP,145,0.874264261,0.965114611,0.001267527
BALIKESIR,Karesi,430,135578,118531,114396,VP,373,0.874264261,0.965114611,0.003260604
BALIKESIR,Karesi,430,135578,118531,114396,BBP,5266,0.874264261,0.965114611,0.046033078
BALIKESIR,Karesi,430,135578,118531,114396,CHP,45463,0.874264261,0.965114611,0.397417742
BALIKESIR,Karesi,430,135578,118531,114396,AKP,59719,0.874264261,0.965114611,0.522037484
BALIKESIR,Karesi,430,135578,118531,114396,DP,756,0.874264261,0.965114611,0.006608623
BALIKESIR,Karesi,430,135578,118531,114396,DSP,361,0.874264261,0.965114611,0.003155705
BALIKESIR,Altieylül,433,132095,115238,110887,SP,1771,0.872387297,0.962243357,0.015971214
