Il,Ilce,ToplamSandik,ToplamSecmen,KullanilanOy,GecerliOy,Parti,Oy,Turnout,GecerliOy.Orani,Parti.Oran
ISTANBUL,Sile,115,29285,26210,25163,Bagimsiz,10,0.894997439,0.960053415,0.000397409
ISTANBUL,Sisli,605,203711,164755,159279,SP,1086,0.808768304,0.966762769,0.006818225
ISTANBUL,Sisli,605,203711,164755,159279,BTP,137,0.808768304,0.966762769,0.000860126
ISTANBUL,Sisli,605,203711,164755,159279,TKP,606,0.808768304,0.966762769,0.003804645
ISTANBUL,Sisli,605,203711,164755,159279,VP,266,0.808768304,0.966762769,0.001670026
ISTANBUL,Sisli,605,203711,164755,159279,BBP,669,0.808768304,0.966762769,0.004200177
ISTANBUL,Sisli,605,203711,164755,159279,CHP,77242,0.808768304,0.966762769,0.484947796
ISTANBUL,Sisli,605,203711,164755,159279,AKP,33254,0.808768304,0.966762769,0.208778307
ISTANBUL,Sisli,605,203711,164755,159279,DSP,46019,0.808768304,0.966762769,0.288920699
ISTANBUL,Üsküdar,1190,402474,340340,330198,SP,15075,0.845619841,0.970200388,0.045654426
ISTANBUL,Üsküdar,1190,402474,340340,330198,BTP,831,0.845619841,0.970200388,0.002516672
ISTANBUL,Üsküdar,1190,402474,340340,330198,VP,1023,0.845619841,0.970200388,0.003098141
ISTANBUL,Üsküdar,1190,402474,340340,330198,CHP,150188,0.845619841,0.970200388,0.454842246
ISTANBUL,Üsküdar,1190,402474,340340,330198,AKP,159320,0.845619841,0.970200388,0.48249838
ISTANBUL,Üsküdar,1190,402474,340340,330198,DSP,3259,0.845619841,0.970200388,0.009869836
ISTANBUL,Üsküdar,1190,402474,340340,330198,Bagimsiz,183,0.845619841,0.970200388,0.000554213
ISTANBUL,Üsküdar,1190,402474,340340,330198,Bagimsiz,196,0.845619841,0.970200388,0.000593583
ISTANBUL,Üsküdar,1190,402474,340340,330198,Bagimsiz,123,0.845619841,0.970200388,0.000372504
ISTANBUL,Zeytinburnu,555,188860,154871,150496,SP,3366,0.820030711,0.971750683,0.022366043
ISTANBUL,Zeytinburnu,555,188860,154871,150496,BTP,488,0.820030711,0.971750683,0.003242611
ISTANBUL,Zeytinburnu,555,188860,154871,150496,VP,280,0.820030711,0.971750683,0.001860515
ISTANBUL,Zeytinburnu,555,188860,154871,150496,CHP,69346,0.820030711,0.971750683,0.460783011
ISTANBUL,Zeytinburnu,555,188860,154871,150496,AKP,75885,0.820030711,0.971750683,0.504232671
ISTANBUL,Zeytinburnu,555,188860,154871,150496,DP,306,0.820030711,0.971750683,0.002033277
ISTANBUL,Zeytinburnu,555,188860,154871,150496,DSP,825,0.820030711,0.971750683,0.005481873
ISTANBUL,Büyükçekmece,519,174661,148068,144733,SP,924,0.84774506,0.977476565,0.006384169
ISTANBUL,Büyükçekmece,519,174661,148068,144733,BTP,230,0.84774506,0.977476565,0.001589133
ISTANBUL,Büyükçekmece,519,174661,148068,144733,TKP,340,0.84774506,0.977476565,0.002349153
ISTANBUL,Büyükçekmece,519,174661,148068,144733,VP,162,0.84774506,0.977476565,0.001119302
ISTANBUL,Büyükçekmece,519,174661,148068,144733,BBP,980,0.84774506,0.977476565,0.006771089
ISTANBUL,Büyükçekmece,519,174661,148068,144733,CHP,72853,0.84774506,0.977476565,0.503361362
ISTANBUL,Büyükçekmece,519,174661,148068,144733,AKP,68671,0.84774506,0.977476565,0.474466777
ISTANBUL,Büyükçekmece,519,174661,148068,144733,DSP,573,0.84774506,0.977476565,0.003959014
ISTANBUL,Kagithane,929,315945,260420,249572,SP,8746,0.824257387,0.958344213,0.035043995
ISTANBUL,Kagithane,929,315945,260420,249572,BTP,606,0.824257387,0.958344213,0.002428157
ISTANBUL,Kagithane,929,315945,260420,249572,TKP,1228,0.824257387,0.958344213,0.004920424
ISTANBUL,Kagithane,929,315945,260420,249572,VP,504,0.824257387,0.958344213,0.002019457
ISTANBUL,Kagithane,929,315945,260420,249572,BBP,5271,0.824257387,0.958344213,0.021120158
ISTANBUL,Kagithane,929,315945,260420,249572,AKP,135776,0.824257387,0.958344213,0.544035389
ISTANBUL,Kagithane,929,315945,260420,249572,DP,741,0.824257387,0.958344213,0.002969083
ISTANBUL,Kagithane,929,315945,260420,249572,IYI,77670,0.824257387,0.958344213,0.311212796
ISTANBUL,Kagithane,929,315945,260420,249572,HDP,13608,0.824257387,0.958344213,0.054525347
ISTANBUL,Kagithane,929,315945,260420,249572,DSP,5185,0.824257387,0.958344213,0.020775568
ISTANBUL,Kagithane,929,315945,260420,249572,Bagimsiz,237,0.824257387,0.958344213,0.000949626
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,SP,6797,0.837753392,0.970810746,0.015478649
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,BTP,985,0.837753392,0.970810746,0.002243118
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,VP,635,0.837753392,0.970810746,0.001446071
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,BBP,4619,0.837753392,0.970810746,0.010518741
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,CHP,223834,0.837753392,0.970810746,0.509731942
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,AKP,198564,0.837753392,0.970810746,0.452185161
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,DP,790,0.837753392,0.970810746,0.001799049
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,DSP,2512,0.837753392,0.970810746,0.005720519
ISTANBUL,Küçükçekmece,1581,539925,452324,439121,Bagimsiz,385,0.837753392,0.970810746,0.000876752
ISTANBUL,Pendik,1436,488959,410625,398210,SP,11282,0.839794339,0.969765601,0.028331785
ISTANBUL,Pendik,1436,488959,410625,398210,BTP,1120,0.839794339,0.969765601,0.002812586
ISTANBUL,Pendik,1436,488959,410625,398210,VP,962,0.839794339,0.969765601,0.002415811
ISTANBUL,Pendik,1436,488959,410625,398210,CHP,164327,0.839794339,0.969765601,0.412664172
ISTANBUL,Pendik,1436,488959,410625,398210,AKP,218042,0.839794339,0.969765601,0.54755531
ISTANBUL,Pendik,1436,488959,410625,398210,DSP,1772,0.839794339,0.969765601,0.004449913
ISTANBUL,Pendik,1436,488959,410625,398210,Bagimsiz,705,0.839794339,0.969765601,0.001770423
ISTANBUL,Ümraniye,1420,485055,407951,395585,SP,12145,0.841040707,0.969687536,0.030701366
ISTANBUL,Ümraniye,1420,485055,407951,395585,BTP,887,0.841040707,0.969687536,0.002242249
ISTANBUL,Ümraniye,1420,485055,407951,395585,VP,663,0.841040707,0.969687536,0.001675999
ISTANBUL,Ümraniye,1420,485055,407951,395585,BBP,5823,0.841040707,0.969687536,0.014719972
ISTANBUL,Ümraniye,1420,485055,407951,395585,CHP,148391,0.841040707,0.969687536,0.375117863
ISTANBUL,Ümraniye,1420,485055,407951,395585,AKP,215857,0.841040707,0.969687536,0.545665281
ISTANBUL,Ümraniye,1420,485055,407951,395585,DP,1054,0.841040707,0.969687536,0.002664408
ISTANBUL,Ümraniye,1420,485055,407951,395585,HDP,9181,0.841040707,0.969687536,0.023208666
ISTANBUL,Ümraniye,1420,485055,407951,395585,DSP,1584,0.841040707,0.969687536,0.004004196
ISTANBUL,Bayrampasa,579,197991,168680,163770,SP,4645,0.851957917,0.970891629,0.028362948
ISTANBUL,Bayrampasa,579,197991,168680,163770,BTP,448,0.851957917,0.970891629,0.002735544
ISTANBUL,Bayrampasa,579,197991,168680,163770,VP,254,0.851957917,0.970891629,0.001550956
ISTANBUL,Bayrampasa,579,197991,168680,163770,BBP,1948,0.851957917,0.970891629,0.01189473
ISTANBUL,Bayrampasa,579,197991,168680,163770,CHP,72998,0.851957917,0.970891629,0.445734872
ISTANBUL,Bayrampasa,579,197991,168680,163770,AKP,80719,0.851957917,0.970891629,0.492880259
ISTANBUL,Bayrampasa,579,197991,168680,163770,HDP,1303,0.851957917,0.970891629,0.00795628
ISTANBUL,Bayrampasa,579,197991,168680,163770,DSP,941,0.851957917,0.970891629,0.005745863
ISTANBUL,Bayrampasa,579,197991,168680,163770,Bagimsiz,514,0.851957917,0.970891629,0.003138548
ISTANBUL,Avcilar,874,300153,248625,242655,SP,1804,0.828327553,0.975987934,0.007434423
ISTANBUL,Avcilar,874,300153,248625,242655,BTP,289,0.828327553,0.975987934,0.001190991
ISTANBUL,Avcilar,874,300153,248625,242655,VP,308,0.828327553,0.975987934,0.001269292
ISTANBUL,Avcilar,874,300153,248625,242655,BBP,915,0.828327553,0.975987934,0.003770786
ISTANBUL,Avcilar,874,300153,248625,242655,CHP,126487,0.828327553,0.975987934,0.521262698
ISTANBUL,Avcilar,874,300153,248625,242655,AKP,110345,0.828327553,0.975987934,0.454740269
ISTANBUL,Avcilar,874,300153,248625,242655,DP,419,0.828327553,0.975987934,0.001726731
ISTANBUL,Avcilar,874,300153,248625,242655,DSP,1937,0.828327553,0.975987934,0.007982527
ISTANBUL,Avcilar,874,300153,248625,242655,Bagimsiz,151,0.828327553,0.975987934,0.000622283
ISTANBUL,Bagcilar,1453,498314,415331,396601,SP,15238,0.833472469,0.954903438,0.038421487
ISTANBUL,Bagcilar,1453,498314,415331,396601,BTP,1279,0.833472469,0.954903438,0.003224904
ISTANBUL,Bagcilar,1453,498314,415331,396601,TKP,1442,0.833472469,0.954903438,0.003635896
ISTANBUL,Bagcilar,1453,498314,415331,396601,VP,840,0.833472469,0.954903438,0.002117998
ISTANBUL,Bagcilar,1453,498314,415331,396601,BBP,9377,0.833472469,0.954903438,0.02364341
ISTANBUL,Bagcilar,1453,498314,415331,396601,AKP,229593,0.833472469,0.954903438,0.578901717
ISTANBUL,Bagcilar,1453,498314,415331,396601,DP,1346,0.833472469,0.954903438,0.003393839
ISTANBUL,Bagcilar,1453,498314,415331,396601,IYI,81273,0.833472469,0.954903438,0.20492384
ISTANBUL,Bagcilar,1453,498314,415331,396601,HDP,50792,0.833472469,0.954903438,0.12806826
ISTANBUL,Bagcilar,1453,498314,415331,396601,DSP,4973,0.833472469,0.954903438,0.012539051
ISTANBUL,Bagcilar,1453,498314,415331,396601,Bagimsiz,311,0.833472469,0.954903438,0.000784163
ISTANBUL,Bagcilar,1453,498314,415331,396601,Bagimsiz,137,0.833472469,0.954903438,0.000345435
ISTANBUL,Bahçelievler,1236,422645,349066,339549,SP,6067,0.825908268,0.972735815,0.017867819
ISTANBUL,Bahçelievler,1236,422645,349066,339549,BTP,899,0.825908268,0.972735815,0.00264763
ISTANBUL,Bahçelievler,1236,422645,349066,339549,VP,507,0.825908268,0.972735815,0.001493157
ISTANBUL,Bahçelievler,1236,422645,349066,339549,BBP,3901,0.825908268,0.972735815,0.011488769
ISTANBUL,Bahçelievler,1236,422645,349066,339549,CHP,153578,0.825908268,0.972735815,0.452299963
ISTANBUL,Bahçelievler,1236,422645,349066,339549,AKP,169414,0.825908268,0.972735815,0.498938298
ISTANBUL,Bahçelievler,1236,422645,349066,339549,DP,4035,0.825908268,0.972735815,0.01188341
ISTANBUL,Bahçelievler,1236,422645,349066,339549,DSP,1148,0.825908268,0.972735815,0.003380955
ISTANBUL,Güngören,608,207741,171597,166275,SP,4277,0.826014123,0.968985472,0.025722448
ISTANBUL,Güngören,608,207741,171597,166275,BTP,538,0.826014123,0.968985472,0.003235604
ISTANBUL,Güngören,608,207741,171597,166275,TKP,550,0.826014123,0.968985472,0.003307773
ISTANBUL,Güngören,608,207741,171597,166275,VP,199,0.826014123,0.968985472,0.001196813
ISTANBUL,Güngören,608,207741,171597,166275,BBP,2068,0.826014123,0.968985472,0.012437227
ISTANBUL,Güngören,608,207741,171597,166275,CHP,61627,0.826014123,0.968985472,0.370632988
ISTANBUL,Güngören,608,207741,171597,166275,AKP,89426,0.826014123,0.968985472,0.537819877
ISTANBUL,Güngören,608,207741,171597,166275,DP,327,0.826014123,0.968985472,0.001966622
ISTANBUL,Güngören,608,207741,171597,166275,HDP,6766,0.826014123,0.968985472,0.040691625
ISTANBUL,Güngören,608,207741,171597,166275,DSP,497,0.826014123,0.968985472,0.002989024
ISTANBUL,Maltepe,1089,371304,309716,298522,SP,4661,0.834130524,0.963857211,0.01561359
ISTANBUL,Maltepe,1089,371304,309716,298522,BTP,660,0.834130524,0.963857211,0.002210892
ISTANBUL,Maltepe,1089,371304,309716,298522,TKP,1708,0.834130524,0.963857211,0.005721521
ISTANBUL,Maltepe,1089,371304,309716,298522,VP,1163,0.834130524,0.963857211,0.00389586
ISTANBUL,Maltepe,1089,371304,309716,298522,CHP,157441,0.834130524,0.963857211,0.527401666
ISTANBUL,Maltepe,1089,371304,309716,298522,DP,1087,0.834130524,0.963857211,0.003641273
ISTANBUL,Maltepe,1089,371304,309716,298522,MHP,127970,0.834130524,0.963857211,0.428678623
ISTANBUL,Maltepe,1089,371304,309716,298522,DSP,2911,0.834130524,0.963857211,0.009751375
ISTANBUL,Maltepe,1089,371304,309716,298522,Bagimsiz,227,0.834130524,0.963857211,0.000760413
ISTANBUL,Maltepe,1089,371304,309716,298522,Bagimsiz,694,0.834130524,0.963857211,0.002324787
ISTANBUL,Sultanbeyli,619,212729,180502,171615,SP,10407,0.848506786,0.950765088,0.060641552
ISTANBUL,Sultanbeyli,619,212729,180502,171615,BTP,416,0.848506786,0.950765088,0.002424031
ISTANBUL,Sultanbeyli,619,212729,180502,171615,TKP,258,0.848506786,0.950765088,0.001503365
ISTANBUL,Sultanbeyli,619,212729,180502,171615,VP,172,0.848506786,0.950765088,0.001002243
ISTANBUL,Sultanbeyli,619,212729,180502,171615,BBP,12674,0.848506786,0.950765088,0.073851353
ISTANBUL,Sultanbeyli,619,212729,180502,171615,CHP,27421,0.848506786,0.950765088,0.15978207
ISTANBUL,Sultanbeyli,619,212729,180502,171615,AKP,101316,0.848506786,0.950765088,0.590367975
ISTANBUL,Sultanbeyli,619,212729,180502,171615,HDP,18165,0.848506786,0.950765088,0.105847391
ISTANBUL,Sultanbeyli,619,212729,180502,171615,DSP,334,0.848506786,0.950765088,0.001946217
ISTANBUL,Sultanbeyli,619,212729,180502,171615,Bagimsiz,170,0.848506786,0.950765088,0.000990589
ISTANBUL,Sultanbeyli,619,212729,180502,171615,Bagimsiz,282,0.848506786,0.950765088,0.001643213
ISTANBUL,Tuzla,523,177421,151121,146925,SP,2364,0.851765011,0.97223417,0.016089842
ISTANBUL,Tuzla,523,177421,151121,146925,BTP,235,0.851765011,0.97223417,0.001599456
ISTANBUL,Tuzla,523,177421,151121,146925,VP,240,0.851765011,0.97223417,0.001633486
ISTANBUL,Tuzla,523,177421,151121,146925,BBP,1521,0.851765011,0.97223417,0.010352221
ISTANBUL,Tuzla,523,177421,151121,146925,CHP,67912,0.851765011,0.97223417,0.462222222
ISTANBUL,Tuzla,523,177421,151121,146925,AKP,74227,0.851765011,0.97223417,0.505203335
ISTANBUL,Tuzla,523,177421,151121,146925,DSP,426,0.851765011,0.97223417,0.002899438
ISTANBUL,Esenler,900,307019,257467,245928,SP,10947,0.838602823,0.955182606,0.044513028
ISTANBUL,Esenler,900,307019,257467,245928,BTP,1616,0.838602823,0.955182606,0.006571029
ISTANBUL,Esenler,900,307019,257467,245928,TKP,787,0.838602823,0.955182606,0.003200124
ISTANBUL,Esenler,900,307019,257467,245928,VP,747,0.838602823,0.955182606,0.003037474
ISTANBUL,Esenler,900,307019,257467,245928,AKP,161029,0.838602823,0.955182606,0.654781074
ISTANBUL,Esenler,900,307019,257467,245928,DP,804,0.838602823,0.955182606,0.00326925
ISTANBUL,Esenler,900,307019,257467,245928,IYI,42598,0.838602823,0.955182606,0.173213298
ISTANBUL,Esenler,900,307019,257467,245928,HDP,21740,0.838602823,0.955182606,0.088399857
ISTANBUL,Esenler,900,307019,257467,245928,DSP,2329,0.838602823,0.955182606,0.009470251
ISTANBUL,Esenler,900,307019,257467,245928,Bagimsiz,3331,0.838602823,0.955182606,0.013544615
ISTANBUL,Arnavutköy,524,173036,146440,137620,SP,3864,0.84629788,0.939770554,0.028077314
ISTANBUL,Arnavutköy,524,173036,146440,137620,BTP,1209,0.84629788,0.939770554,0.00878506
ISTANBUL,Arnavutköy,524,173036,146440,137620,TKP,300,0.84629788,0.939770554,0.002179916
ISTANBUL,Arnavutköy,524,173036,146440,137620,VP,210,0.84629788,0.939770554,0.001525941
ISTANBUL,Arnavutköy,524,173036,146440,137620,BBP,1606,0.84629788,0.939770554,0.011669815
ISTANBUL,Arnavutköy,524,173036,146440,137620,AKP,79454,0.84629788,0.939770554,0.577343409
ISTANBUL,Arnavutköy,524,173036,146440,137620,DP,454,0.84629788,0.939770554,0.003298939
ISTANBUL,Arnavutköy,524,173036,146440,137620,IYI,26381,0.84629788,0.939770554,0.191694521
ISTANBUL,Arnavutköy,524,173036,146440,137620,HDP,18917,0.84629788,0.939770554,0.137458218
ISTANBUL,Arnavutköy,524,173036,146440,137620,DSP,917,0.84629788,0.939770554,0.006663276
ISTANBUL,Arnavutköy,524,173036,146440,137620,Bagimsiz,4308,0.84629788,0.939770554,0.03130359
ISTANBUL,Atasehir,885,303273,258967,251594,SP,4084,0.853907206,0.971529191,0.016232502
ISTANBUL,Atasehir,885,303273,258967,251594,BTP,426,0.853907206,0.971529191,0.001693204
ISTANBUL,Atasehir,885,303273,258967,251594,TKP,1534,0.853907206,0.971529191,0.006097125
ISTANBUL,Atasehir,885,303273,258967,251594,VP,723,0.853907206,0.971529191,0.002873677
ISTANBUL,Atasehir,885,303273,258967,251594,CHP,129283,0.853907206,0.971529191,0.513855656
ISTANBUL,Atasehir,885,303273,258967,251594,AKP,113501,0.853907206,0.971529191,0.45112761
ISTANBUL,Atasehir,885,303273,258967,251594,DP,379,0.853907206,0.971529191,0.001506395
ISTANBUL,Atasehir,885,303273,258967,251594,DSP,1323,0.853907206,0.971529191,0.005258472
ISTANBUL,Atasehir,885,303273,258967,251594,Bagimsiz,246,0.853907206,0.971529191,0.000977766
ISTANBUL,Atasehir,885,303273,258967,251594,Bagimsiz,95,0.853907206,0.971529191,0.000377592
ISTANBUL,Basaksehir,779,264503,222896,215622,SP,7078,0.842697436,0.967365946,0.032825964
ISTANBUL,Basaksehir,779,264503,222896,215622,BTP,518,0.842697436,0.967365946,0.002402352
ISTANBUL,Basaksehir,779,264503,222896,215622,VP,331,0.842697436,0.967365946,0.001535094
ISTANBUL,Basaksehir,779,264503,222896,215622,BBP,2276,0.842697436,0.967365946,0.010555509
ISTANBUL,Basaksehir,779,264503,222896,215622,CHP,79250,0.842697436,0.967365946,0.367541346
ISTANBUL,Basaksehir,779,264503,222896,215622,AKP,118049,0.842697436,0.967365946,0.54748124
ISTANBUL,Basaksehir,779,264503,222896,215622,HDP,7328,0.842697436,0.967365946,0.0339854
ISTANBUL,Basaksehir,779,264503,222896,215622,DSP,609,0.842697436,0.967365946,0.002824387
ISTANBUL,Basaksehir,779,264503,222896,215622,Bagimsiz,183,0.842697436,0.967365946,0.000848707
ISTANBUL,Beylikdüzü,669,228079,194108,190497,SP,1495,0.851055994,0.981396954,0.007847893
ISTANBUL,Beylikdüzü,669,228079,194108,190497,BTP,282,0.851055994,0.981396954,0.001480338
ISTANBUL,Beylikdüzü,669,228079,194108,190497,TKP,306,0.851055994,0.981396954,0.001606325
ISTANBUL,Beylikdüzü,669,228079,194108,190497,VP,374,0.851055994,0.981396954,0.001963286
ISTANBUL,Beylikdüzü,669,228079,194108,190497,BBP,1092,0.851055994,0.981396954,0.005732374
ISTANBUL,Beylikdüzü,669,228079,194108,190497,CHP,107307,0.851055994,0.981396954,0.563300209
ISTANBUL,Beylikdüzü,669,228079,194108,190497,AKP,79105,0.851055994,0.981396954,0.415255883
ISTANBUL,Beylikdüzü,669,228079,194108,190497,DP,185,0.851055994,0.981396954,0.000971144
ISTANBUL,Beylikdüzü,669,228079,194108,190497,DSP,351,0.851055994,0.981396954,0.001842549
ISTANBUL,Çekmeköy,509,172439,149820,144763,SP,1317,0.868828977,0.966246162,0.009097629
ISTANBUL,Çekmeköy,509,172439,149820,144763,BTP,180,0.868828977,0.966246162,0.001243412
ISTANBUL,Çekmeköy,509,172439,149820,144763,TKP,176,0.868828977,0.966246162,0.00121578
ISTANBUL,Çekmeköy,509,172439,149820,144763,VP,290,0.868828977,0.966246162,0.002003274
ISTANBUL,Çekmeköy,509,172439,149820,144763,CHP,46662,0.868828977,0.966246162,0.322333746
ISTANBUL,Çekmeköy,509,172439,149820,144763,AKP,62134,0.868828977,0.966246162,0.429211884
ISTANBUL,Çekmeköy,509,172439,149820,144763,DP,32046,0.868828977,0.966246162,0.22136872
ISTANBUL,Çekmeköy,509,172439,149820,144763,HDP,1030,0.868828977,0.966246162,0.007115078
ISTANBUL,Çekmeköy,509,172439,149820,144763,DSP,928,0.868828977,0.966246162,0.006410478
ISTANBUL,Esenyurt,1631,556619,456008,440614,SP,4380,0.819246199,0.96624182,0.009940674
ISTANBUL,Esenyurt,1631,556619,456008,440614,BTP,870,0.819246199,0.96624182,0.001974517
ISTANBUL,Esenyurt,1631,556619,456008,440614,VP,468,0.819246199,0.96624182,0.001062154
ISTANBUL,Esenyurt,1631,556619,456008,440614,BBP,2845,0.819246199,0.96624182,0.006456899
ISTANBUL,Esenyurt,1631,556619,456008,440614,CHP,227146,0.819246199,0.96624182,0.515521522
ISTANBUL,Esenyurt,1631,556619,456008,440614,AKP,202379,0.819246199,0.96624182,0.459311325
ISTANBUL,Esenyurt,1631,556619,456008,440614,DP,1036,0.819246199,0.96624182,0.002351264
ISTANBUL,Esenyurt,1631,556619,456008,440614,DSP,1337,0.819246199,0.96624182,0.003034402
ISTANBUL,Esenyurt,1631,556619,456008,440614,Bagimsiz,153,0.819246199,0.96624182,0.000347243
ISTANBUL,Sancaktepe,812,277747,237928,229766,SP,3976,0.856635715,0.965695505,0.017304562
ISTANBUL,Sancaktepe,812,277747,237928,229766,BTP,448,0.856635715,0.965695505,0.00194981
ISTANBUL,Sancaktepe,812,277747,237928,229766,TKP,498,0.856635715,0.965695505,0.002167423
ISTANBUL,Sancaktepe,812,277747,237928,229766,VP,360,0.856635715,0.965695505,0.001566811
ISTANBUL,Sancaktepe,812,277747,237928,229766,CHP,108448,0.856635715,0.965695505,0.471993245
ISTANBUL,Sancaktepe,812,277747,237928,229766,AKP,114602,0.856635715,0.965695505,0.498777017
ISTANBUL,Sancaktepe,812,277747,237928,229766,DP,487,0.856635715,0.965695505,0.002119548
ISTANBUL,Sancaktepe,812,277747,237928,229766,DSP,581,0.856635715,0.965695505,0.00252866
ISTANBUL,Sancaktepe,812,277747,237928,229766,Bagimsiz,366,0.856635715,0.965695505,0.001592925
ISTANBUL,Sultangazi,1016,348829,296906,286349,SP,8128,0.851150564,0.964443292,0.028384943
ISTANBUL,Sultangazi,1016,348829,296906,286349,BTP,580,0.851150564,0.964443292,0.0020255
ISTANBUL,Sultangazi,1016,348829,296906,286349,VP,307,0.851150564,0.964443292,0.001072118
ISTANBUL,Sultangazi,1016,348829,296906,286349,BBP,3854,0.851150564,0.964443292,0.013459101
ISTANBUL,Sultangazi,1016,348829,296906,286349,CHP,85500,0.851150564,0.964443292,0.29858669
ISTANBUL,Sultangazi,1016,348829,296906,286349,AKP,167580,0.851150564,0.964443292,0.585229912
ISTANBUL,Sultangazi,1016,348829,296906,286349,DP,873,0.851150564,0.964443292,0.003048727
ISTANBUL,Sultangazi,1016,348829,296906,286349,HDP,18458,0.851150564,0.964443292,0.064459803
ISTANBUL,Sultangazi,1016,348829,296906,286349,DSP,831,0.851150564,0.964443292,0.002902053
ISTANBUL,Sultangazi,1016,348829,296906,286349,Bagimsiz,238,0.851150564,0.964443292,0.000831154
IZMIR,Aliaga,208,65845,55865,54206,SP,414,0.848431923,0.97030341,0.007637531
IZMIR,Aliaga,208,65845,55865,54206,BTP,49,0.848431923,0.97030341,0.000903959
IZMIR,Aliaga,208,65845,55865,54206,TKP,157,0.848431923,0.97030341,0.002896358
IZMIR,Aliaga,208,65845,55865,54206,VP,129,0.848431923,0.97030341,0.00237981
IZMIR,Aliaga,208,65845,55865,54206,CHP,25268,0.848431923,0.97030341,0.466147659
IZMIR,Aliaga,208,65845,55865,54206,DP,197,0.848431923,0.97030341,0.003634284
IZMIR,Aliaga,208,65845,55865,54206,MHP,27785,0.848431923,0.97030341,0.512581633
IZMIR,Aliaga,208,65845,55865,54206,DSP,148,0.848431923,0.97030341,0.002730325
IZMIR,Aliaga,208,65845,55865,54206,Bagimsiz,59,0.848431923,0.97030341,0.00108844
IZMIR,Bayindir,125,31538,28506,27308,SP,89,0.903862008,0.95797376,0.003259118
IZMIR,Bayindir,125,31538,28506,27308,BTP,53,0.903862008,0.95797376,0.001940823
IZMIR,Bayindir,125,31538,28506,27308,VP,93,0.903862008,0.95797376,0.003405595
IZMIR,Bayindir,125,31538,28506,27308,CHP,11074,0.903862008,0.95797376,0.405522191
IZMIR,Bayindir,125,31538,28506,27308,AKP,15846,0.903862008,0.95797376,0.580269518
IZMIR,Bayindir,125,31538,28506,27308,Bagimsiz,153,0.903862008,0.95797376,0.005602754
IZMIR,Bergama,313,80474,71092,68467,SP,464,0.883415762,0.963076014,0.006776987
IZMIR,Bergama,313,80474,71092,68467,BTP,151,0.883415762,0.963076014,0.002205442
IZMIR,Bergama,313,80474,71092,68467,VP,96,0.883415762,0.963076014,0.001402135
IZMIR,Bergama,313,80474,71092,68467,BBP,700,0.883415762,0.963076014,0.010223903
IZMIR,Bergama,313,80474,71092,68467,CHP,32874,0.883415762,0.963076014,0.480143719
IZMIR,Bergama,313,80474,71092,68467,AKP,33406,0.883415762,0.963076014,0.487913886
IZMIR,Bergama,313,80474,71092,68467,DP,493,0.883415762,0.963076014,0.007200549
IZMIR,Bergama,313,80474,71092,68467,Bagimsiz,283,0.883415762,0.963076014,0.004133378
IZMIR,Bornova,984,325344,272793,265555,SP,3402,0.838475583,0.973467061,0.012810905
IZMIR,Bornova,984,325344,272793,265555,BTP,342,0.838475583,0.973467061,0.001287869
IZMIR,Bornova,984,325344,272793,265555,TKP,1386,0.838475583,0.973467061,0.005219258
IZMIR,Bornova,984,325344,272793,265555,VP,750,0.838475583,0.973467061,0.002824274
IZMIR,Bornova,984,325344,272793,265555,BBP,1745,0.838475583,0.973467061,0.006571143
IZMIR,Bornova,984,325344,272793,265555,CHP,152843,0.838475583,0.973467061,0.575560618
IZMIR,Bornova,984,325344,272793,265555,AKP,101656,0.838475583,0.973467061,0.382805822
IZMIR,Bornova,984,325344,272793,265555,DP,1091,0.838475583,0.973467061,0.004108377
IZMIR,Bornova,984,325344,272793,265555,DSP,2340,0.838475583,0.973467061,0.008811734
IZMIR,Çesme,109,33778,27613,26850,SP,106,0.817484753,0.972368087,0.003947858
IZMIR,Çesme,109,33778,27613,26850,BTP,95,0.817484753,0.972368087,0.003538175
IZMIR,Çesme,109,33778,27613,26850,TKP,141,0.817484753,0.972368087,0.005251397
IZMIR,Çesme,109,33778,27613,26850,VP,46,0.817484753,0.972368087,0.001713222
IZMIR,Çesme,109,33778,27613,26850,CHP,14425,0.817484753,0.972368087,0.537243948
IZMIR,Çesme,109,33778,27613,26850,DP,77,0.817484753,0.972368087,0.002867784
IZMIR,Çesme,109,33778,27613,26850,MHP,11271,0.817484753,0.972368087,0.419776536
IZMIR,Çesme,109,33778,27613,26850,DSP,41,0.817484753,0.972368087,0.001527002
IZMIR,Çesme,109,33778,27613,26850,Bagimsiz,617,0.817484753,0.972368087,0.022979516
IZMIR,Çesme,109,33778,27613,26850,Bagimsiz,31,0.817484753,0.972368087,0.001154562
IZMIR,Dikili,119,35766,29586,28570,SP,285,0.8272102,0.965659434,0.009975499
IZMIR,Dikili,119,35766,29586,28570,BTP,31,0.8272102,0.965659434,0.001085054
IZMIR,Dikili,119,35766,29586,28570,VP,137,0.8272102,0.965659434,0.00479524
