state,county,repgov18,demgov18,othergov18,repsen18,demsen18,othersen18,rephouse18,demhouse18,otherhouse18
Kansas,Rush,746,394,143,NA,NA,NA,1022,261,0
Kansas,Seward,1986,1334,399,NA,NA,NA,2467,1181,0
Kansas,Shawnee,23442,39443,5567,NA,NA,NA,27646,36713,3692
Kansas,Sheridan,782,216,119,NA,NA,NA,957,143,0
Kansas,Sherman,1356,502,216,NA,NA,NA,1696,348,0
Kansas,Smith,1061,414,119,NA,NA,NA,1269,304,0
Kansas,Stafford,938,455,211,NA,NA,NA,1295,307,0
Kansas,Stanton,365,142,73,NA,NA,NA,469,99,0
Kansas,Stevens,1011,269,190,NA,NA,NA,1282,165,0
Kansas,Sumner,4141,2767,947,NA,NA,NA,5436,2402,0
Kansas,Trego,737,345,164,NA,NA,NA,961,260,0
Kansas,Wabaunsee,1555,1221,320,NA,NA,NA,2204,842,0
Kansas,Wallace,503,106,48,NA,NA,NA,590,48,0
Kansas,Wichita,549,121,68,NA,NA,NA,620,108,0
Kansas,Wilson,1858,918,191,NA,NA,NA,2018,762,181
Kansas,Woodson,685,389,91,NA,NA,NA,793,289,82
Kansas,Wyandotte,10279,27052,3169,NA,NA,NA,11832,27424,1255
Massachusetts,MIDDLESEX,390005,235523,0,191458,421163,21559,142090,358039,10440
Massachusetts,BARNSTABLE,85332,29839,0,51602,62151,3612,45361,71723,0
Massachusetts,BERKSHIRE,27172,23819,0,12170,37030,1461,NA,NA,NA
Massachusetts,BRISTOL,125737,51436,0,79898,93665,6402,18896,34770,0
Massachusetts,DUKES,5543,4441,0,2331,7381,380,2113,7880,0
Massachusetts,ESSEX,219403,86038,0,121456,176860,11719,93993,202002,10385
Massachusetts,FRANKLIN,18220,14461,0,8769,22847,1259,5708,19227,0
Massachusetts,HAMPDEN,108698,43302,0,62333,86498,5825,68,74,0
Massachusetts,HAMPSHIRE,36356,31905,0,17744,48786,2496,7049,33933,0
Massachusetts,NANTUCKET,3029,2261,0,1648,3504,165,1516,3778,0
Massachusetts,NORFOLK,208133,91554,0,116650,178051,9596,651,821,0
Massachusetts,PLYMOUTH,163236,53747,0,109329,106521,6433,59817,67861,0
Massachusetts,SUFFOLK,124210,120387,0,46170,194008,6276,6245,13916,0
Massachusetts,WORCESTER,213729,71289,0,127591,148450,11767,94096,156107,2490
Maryland,Montgomery,158573,193887,3436,66484,272431,14806,72472,275003,6154
Maryland,Washington,36614,9611,679,27038,17828,1949,27978,17054,1693
Maryland,Carroll,60214,10831,760,41066,24429,5748,45778,23011,1743
Maryland,Howard,76910,56734,1428,37141,89905,7966,39789,90799,3679
Maryland,Talbot,13356,3637,135,7641,8436,906,8222,8715,239
Maryland,Allegany,18048,3205,265,13096,7407,834,14100,6648,583
Maryland,Anne Arundel,147985,63388,2165,87528,113096,12305,92251,112477,6659
Maryland,Baltimore,188110,113565,2890,101265,184029,19351,107358,187573,8126
Maryland,Baltimore City,53495,112175,2290,14743,145857,6798,15343,148018,3981
Maryland,Calvert,28099,8452,412,18940,16158,1612,18082,17603,1095
Maryland,Caroline,9166,1795,104,6275,4066,526,7150,3690,176
Maryland,Cecil,26171,6911,478,19235,12581,1572,20436,12289,774
Maryland,Charles,30294,30274,428,17011,42530,1622,16050,43954,1209
Maryland,Dorchester,8721,2844,100,5593,5548,463,6642,4996,113
Maryland,Frederick,68554,30060,1137,44798,50386,4187,47021,48865,2732
Maryland,Garrett,8947,1223,127,7414,2521,284,7784,2212,211
Maryland,Harford,82460,22560,1137,54980,43619,7254,59797,43375,2617
Maryland,Kent,6064,2059,95,3332,4298,467,3676,4389,115
Maryland,Prince George's,83392,208831,2635,22107,265836,6352,21812,267395,4747
Maryland,Queen Anne's,18718,3019,174,12340,7937,1406,13612,7796,366
Maryland,Somerset,4923,1984,92,3685,3164,201,4201,2815,103
Maryland,St. Mary's,29187,8253,528,20405,15547,1797,19175,17497,1263
Maryland,Wicomico,21426,9576,386,14895,15248,1379,16579,14552,503
Maryland,Worcester,16925,5049,211,12108,9110,972,13494,8507,294
Maine,FRANKLIN,5717,6532,765,4727,1279,6965,5447,6355,1084
Maine,ANDROSCOGGIN,21236,19140,3223,18357,4178,21407,19678,20616,3521
Maine,AROOSTOOK,11491,8067,1700,8509,1428,11448,11128,8430,1653
Maine,CUMBERLAND,48556,88807,6458,37249,18719,89656,40019,93500,11962
Maine,HANCOCK,10776,14753,1472,9352,2905,14904,10166,14751,2204
Maine,KENNEBEC,22770,23774,3010,19141,4351,26178,20002,24785,3868
Maine,KNOX,7680,11662,979,6259,2229,11975,6570,12655,1168
Maine,LINCOLN,8324,9679,1019,6814,1592,10766,7506,10412,1163
Maine,OXFORD,12181,10374,2718,10379,2116,12797,11522,11194,2427
Maine,PENOBSCOT,28196,26534,3330,24662,5443,28387,27642,26405,4272
Maine,PISCATAQUIS,3609,2566,412,3181,476,3017,3530,2515,566
Maine,SAGADAHOC,6059,8927,1001,4899,1308,9930,5750,9298,1048
Maine,SOMERSET,10032,7867,1104,8978,1374,8876,9898,7564,1637
Maine,WALDO,7099,9112,921,6125,1753,9383,6585,8867,1350
Maine,WASHINGTON,5288,4592,642,4650,876,5062,5180,4511,822
Maine,YORK,41785,48058,5513,32858,11550,51383,33389,49543,10712
Michigan,Calhoun,24713,23484,1849,25951,22740,1356,26632,20857,1438
Michigan,Jackson,32021,26703,2127,33490,25857,1434,33653,26529,0
Michigan,Monroe,32497,27500,1794,33766,26739,1169,34241,26681,0
Michigan,St. Clair,36840,28090,2505,38330,27539,1636,38562,23720,3777
Michigan,Crawford,3613,2367,279,3751,2306,196,3912,2268,0
Michigan,Van Buren,14829,13579,1139,15382,13189,873,15101,12571,1641
Michigan,Lake,2602,1904,194,2633,1936,139,2730,1767,123
Michigan,Delta,8555,6709,370,8664,6675,281,8825,6703,0
Michigan,Bay,21847,23158,1525,22752,22501,1079,18577,24522,2514
Michigan,Osceola,6098,2901,392,6186,2934,272,6663,2560,0
Michigan,Berrien,32160,27860,2014,33229,27344,1411,33033,26678,2268
Michigan,Wayne,149372,399776,13638,158748,392931,10510,114898,389578,35186
Michigan,Cass,11538,7255,664,11811,7079,555,11824,6756,874
Michigan,Clinton,17649,18495,1012,18946,17564,564,19876,15507,0
Michigan,Dickinson,6914,4119,298,6982,4162,219,7124,4191,0
Michigan,Emmet,9539,7786,554,9875,7618,396,10018,7754,0
Michigan,Livingston,55840,39184,2547,58016,37447,1510,56263,37769,2942
Michigan,Mason,7420,5823,467,7625,5708,344,7815,5535,223
Michigan,Ottawa,78727,48447,3577,81389,46755,2209,78451,46403,1663
Michigan,Kent,129549,140855,8608,131048,127350,5936,136276,119303,5134
Michigan,Alcona,3409,1982,144,3541,1915,132,3721,1727,0
Michigan,Alger,1997,1855,108,2056,1822,83,2102,1824,0
Michigan,Allegan,28648,19497,1708,29834,18890,1038,28763,18080,2397
Michigan,Alpena,7031,5595,446,7380,5412,290,7638,5233,0
Michigan,Antrim,7480,5025,395,7629,4953,284,7792,4975,0
Michigan,Arenac,3881,2631,245,3995,2582,158,3307,2858,400
Michigan,Baraga,1789,1356,92,1825,1344,81,1916,1309,0
Michigan,Barry,14589,9611,969,14820,8893,575,15721,8199,795
Michigan,Benzie,4963,4550,279,5080,4483,209,5127,4550,0
Michigan,Branch,9382,5325,507,9668,5144,389,9939,5097,0
Michigan,Charlevoix,7556,5720,401,7783,5596,283,7901,5624,0
Michigan,Cheboygan,6973,4656,445,7087,4661,294,7434,4491,0
Michigan,Chippewa,6828,5567,382,7241,5229,298,7692,4995,0
Michigan,Clare,6956,4424,449,7049,4513,290,7688,3965,0
Michigan,Eaton,22438,27001,1665,23771,26146,1033,23956,25789,0
Michigan,Genesee,63536,100073,4934,68647,95903,3727,55850,102508,6808
Michigan,Gladwin,6512,4155,337,6604,4160,241,7311,3499,0
Michigan,Gogebic,3003,3312,192,3078,3311,138,3309,3171,0
Michigan,Grand Traverse,24031,23220,1550,24903,22757,1068,24855,23648,0
Michigan,Gratiot,7692,6170,493,8182,5764,355,8829,5186,0
Michigan,Hillsdale,11088,5166,567,11310,5079,411,11470,5139,0
Michigan,Houghton,7372,6539,400,7503,6533,285,7759,6477,0
Michigan,Huron,8559,4828,384,8259,5093,274,8473,3652,1371
Michigan,Ingham,36000,82246,3409,39347,79919,2324,35084,80783,2743
Michigan,Ionia,13007,9929,894,13834,9259,637,14517,7805,833
Michigan,Iosco,6534,4771,383,6694,4751,253,5794,5004,640
Michigan,Iron,2970,2269,164,3000,2259,151,3106,2264,0
Michigan,Isabella,10097,11656,732,10535,11304,578,11444,10452,0
Michigan,Kalamazoo,44184,67018,3751,46247,65678,2718,47314,63204,3578
Michigan,Kalkaska,5243,2849,393,5402,2799,254,5465,2920,0
Michigan,Keweenaw,707,571,38,704,598,21,726,580,0
Michigan,Lapeer,23208,14798,1366,24204,14398,818,24697,12442,1467
Michigan,Leelanau,6632,7264,308,6775,7216,201,6816,7295,0
Michigan,Lenawee,21218,17617,1202,21973,17078,895,21900,17879,0
Michigan,Luce,1469,851,100,1524,811,67,1554,815,0
Michigan,Mackinac,3229,2345,142,3198,2325,90,3476,2185,0
Michigan,Macomb,169425,181853,10219,173673,180172,6553,168136,169900,12374
Michigan,Manistee,5928,5420,369,6183,5242,287,6334,5257,0
Michigan,Marquette,11963,17173,866,12348,16977,658,12753,16978,0
Michigan,Mecosta,8686,6408,560,8857,6317,420,9543,5734,0
Michigan,Menominee,5036,3533,240,4987,3657,183,5245,3472,0
Michigan,Midland,21215,16238,1052,21696,15959,689,23469,14428,0
Michigan,Missaukee,4641,1759,165,4630,1783,122,4943,1521,0
Michigan,Montcalm,13407,9002,946,13877,8757,681,14402,7810,48
Michigan,Montmorency,2976,1508,141,2978,1537,95,3094,1471,0
Michigan,Muskegon,29710,37246,2358,30891,36180,1981,30670,35898,1345
Michigan,Newaygo,12544,6759,757,12772,6568,525,12573,6534,546
Michigan,Oakland,244019,344358,13722,255604,336257,8780,235799,337137,15775
Michigan,Oceana,6151,4259,346,6263,4212,281,6218,4204,228
Michigan,Ogemaw,5471,3335,328,5592,3280,237,5977,2827,0
Michigan,Ontonagon,1741,1293,106,1752,1313,64,1786,1338,0
Michigan,Oscoda,2379,1226,127,2410,1221,86,2513,1155,0
Michigan,Otsego,6903,4064,389,7092,3969,273,7301,3952,0
Michigan,Presque Isle,3750,2704,222,3787,2760,138,3979,2659,0
Michigan,Roscommon,6859,4561,380,6864,4643,300,7556,3951,0
Michigan,Saginaw,36308,42714,1999,37811,41493,1533,37181,40114,1906
Michigan,Sanilac,10443,5383,576,10657,5418,368,10113,4084,2143
Michigan,Schoolcraft,2094,1533,116,2099,1547,91,2178,1530,0
Michigan,Shiawassee,14943,13834,1013,15865,13043,812,17222,11840,0
Michigan,St. Joseph,11962,7611,865,12489,7278,636,11908,7206,1178
Michigan,Tuscola,13287,8272,733,13497,8197,568,12916,7626,1351
Michigan,Washtenaw,44847,124894,3747,47377,123289,2541,44004,124053,2623
Michigan,Wexford,8419,4995,562,8745,4832,406,9270,4397,0
Minnesota,Clay,10301,12750,1162,8480,14952,967,7935,16319,0
Minnesota,Clay,10301,12750,1162,9702,13222,1279,7935,16319,0
Minnesota,Houston,4269,4416,270,4149,4425,373,4526,4410,0
Minnesota,Houston,4269,4416,270,4430,4042,425,4526,4410,0
Minnesota,Jackson,2594,1880,187,2341,2175,168,2827,1822,0
Minnesota,Jackson,2594,1880,187,2656,1753,248,2827,1822,0
Minnesota,Marshall,2512,1436,139,2349,1570,162,1907,2196,0
Minnesota,Marshall,2512,1436,139,2120,1864,126,1907,2196,0
Minnesota,Washington,57537,67749,4411,47784,78364,3896,58251,67654,2758
Minnesota,Washington,57537,67749,4411,58429,65900,5474,58251,67654,2758
Minnesota,Benton,9406,6020,622,9125,5999,877,10082,5800,0
Minnesota,Benton,9406,6020,622,8291,7131,665,10082,5800,0
Minnesota,Grant,1710,1287,118,1645,1339,144,1314,1820,0
Minnesota,Grant,1710,1287,118,1402,1637,101,1314,1820,0
Minnesota,Lincoln,1326,1049,55,1353,964,107,1182,1232,0
Minnesota,Lincoln,1326,1049,55,1213,1164,51,1182,1232,0
Minnesota,Polk,6736,4642,416,5785,5729,361,5177,6659,0
Minnesota,Polk,6736,4642,416,6366,4939,491,5177,6659,0
Minnesota,Pope,3014,2276,150,2907,2272,249,2426,3004,0
Minnesota,Pope,3014,2276,150,2443,2851,157,2426,3004,0
Minnesota,Scott,34206,29231,2601,29311,34630,2324,35775,29880,0
Minnesota,Scott,34206,29231,2601,34163,28728,3127,35775,29880,0
Minnesota,Lake,2432,3264,198,2196,3539,180,2627,3050,227
Minnesota,Lake,2432,3264,198,2432,3209,249,2627,3050,227
Minnesota,Douglas,10901,6643,494,9113,8504,464,9419,8577,0
Minnesota,Douglas,10901,6643,494,10754,6633,651,9419,8577,0
Minnesota,Martin,5190,3232,304,4664,3770,302,5612,3047,0
Minnesota,Martin,5190,3232,304,5251,3004,444,5612,3047,0
Minnesota,Cook,1009,2054,126,911,2178,123,1083,1956,160
Minnesota,Cook,1009,2054,126,1034,2024,142,1083,1956,160
Minnesota,Dodge,5037,3773,314,4527,4278,324,5268,3781,0
Minnesota,Dodge,5037,3773,314,5183,3471,438,5268,3781,0
Minnesota,Murray,2323,1676,123,2070,1925,136,2170,1930,0
Minnesota,Murray,2323,1676,123,2293,1595,205,2170,1930,0
Minnesota,Cass,8141,5315,515,7328,6241,448,8217,5154,579
Minnesota,Cass,8141,5315,515,8077,5277,625,8217,5154,579
Minnesota,Lyon,5468,4143,341,5472,4027,443,4821,5115,0
Minnesota,Lyon,5468,4143,341,4700,4972,309,4821,5115,0
Minnesota,Wright,34997,21837,2399,30573,26825,2037,38776,20112,0
Minnesota,Wright,34997,21837,2399,34825,21295,3036,38776,20112,0
Minnesota,Clearwater,2239,1125,103,2080,1302,105,1981,1507,0
Minnesota,Clearwater,2239,1125,103,2168,1159,143,1981,1507,0
Minnesota,Brown,6461,4932,414,5816,5613,395,7136,4574,0
Minnesota,Brown,6461,4932,414,6751,4414,592,7136,4574,0
Minnesota,Rice,12366,14916,1106,10616,16888,1007,12841,15422,0
Minnesota,Rice,12366,14916,1106,12335,14725,1352,12841,15422,0
Minnesota,Stevens,2310,1918,153,1970,2293,135,1876,2490,0
Minnesota,Stevens,2310,1918,153,2261,1928,195,1876,2490,0
Minnesota,Chippewa,3008,2261,236,2900,2289,312,2412,3115,0
Minnesota,Chippewa,3008,2261,236,2422,2925,184,2412,3115,0
Minnesota,Aitkin,4481,3360,302,3808,4118,261,4466,3401,298
Minnesota,Aitkin,4481,3360,302,4412,3316,413,4466,3401,298
Minnesota,Anoka,75957,76233,6954,65707,87754,6085,83303,74311,0
Minnesota,Anoka,75957,76233,6954,75720,74805,8427,83303,74311,0
Minnesota,Becker,8784,5400,540,8265,5721,701,7083,7664,0
Minnesota,Becker,8784,5400,540,7520,6699,547,7083,7664,0
Minnesota,Beltrami,8328,8848,775,7562,9711,732,8046,9612,226
Minnesota,Beltrami,8328,8848,775,8275,8702,990,8046,9612,226
Minnesota,Big Stone,1353,1105,108,1127,1368,98,1158,1420,0
Minnesota,Big Stone,1353,1105,108,1290,1130,154,1158,1420,0
Minnesota,Blue Earth,10806,16317,1004,9984,16777,1365,11920,15946,0
Minnesota,Blue Earth,10806,16317,1004,11461,14615,1880,11920,15946,0
Minnesota,Carlton,6643,9073,677,6416,9183,824,7112,8282,1030
Minnesota,Carlton,6643,9073,677,5704,10222,563,7112,8282,1030
Minnesota,Carver,26822,22334,1688,26872,22078,1864,28445,22149,0
Minnesota,Carver,26822,22334,1688,22540,27168,1336,28445,22149,0
Minnesota,Chisago,14556,10090,1121,14487,9836,1427,14864,9774,966
Minnesota,Chisago,14556,10090,1121,12663,12138,1027,14864,9774,966
Minnesota,Cottonwood,2843,2045,129,2488,2413,145,2791,2183,0
Minnesota,Cottonwood,2843,2045,129,2882,1887,221,2791,2183,0
Minnesota,Crow Wing,18176,11866,1262,18094,11648,1534,18100,12283,963
Minnesota,Crow Wing,18176,11866,1262,16131,14206,1093,18100,12283,963
Minnesota,Dakota,87273,111437,8036,73472,127017,6828,91642,113788,0
Minnesota,Dakota,87273,111437,8036,88162,109392,9147,91642,113788,0
Minnesota,Faribault,3495,2627,239,3103,3031,241,3891,2423,0
Minnesota,Faribault,3495,2627,239,3590,2425,340,3891,2423,0
Minnesota,Fillmore,4797,4607,298,4263,5127,336,5113,4517,0
Minnesota,Fillmore,4797,4607,298,4882,4331,438,5113,4517,0
Minnesota,Freeborn,6651,6846,469,6689,6393,814,6996,6791,0
Minnesota,Freeborn,6651,6846,469,5779,7675,546,6996,6791,0
Minnesota,Goodhue,11668,10471,941,9940,12379,853,12505,10452,0
Minnesota,Goodhue,11668,10471,941,11761,10168,1136,12505,10452,0
Minnesota,Hennepin,182125,422603,21627,182437,419442,25571,197377,424331,0
Minnesota,Hennepin,182125,422603,21627,149296,459711,20223,197377,424331,0
Minnesota,Hubbard,5885,3883,359,5312,4494,338,6008,3701,370
Minnesota,Hubbard,5885,3883,359,5870,3769,485,6008,3701,370
Minnesota,Isanti,10483,6084,782,9226,7440,748,10678,5887,710
Minnesota,Isanti,10483,6084,782,10364,6003,977,10678,5887,710
Minnesota,Itasca,10468,10129,952,9203,11583,861,10973,9715,889
Minnesota,Itasca,10468,10129,952,10200,10140,1193,10973,9715,889
Minnesota,Kanabec,3853,2547,298,3801,2550,333,3895,2466,303
Minnesota,Kanabec,3853,2547,298,3363,3138,218,3895,2466,303
Minnesota,Kandiyohi,10437,7490,673,8596,9376,689,8970,9610,0
Minnesota,Kandiyohi,10437,7490,673,10095,7539,944,8970,9610,0
Minnesota,Kittson,1149,1085,100,943,1325,97,842,1515,0
Minnesota,Kittson,1149,1085,100,1080,1128,128,842,1515,0
Minnesota,Koochiching,2512,2541,165,2238,2886,132,2653,2408,189
Minnesota,Koochiching,2512,2541,165,2450,2581,204,2653,2408,189
Minnesota,Lac Qui Parle,1776,1461,113,1404,1866,92,1379,1973,0
Minnesota,Lac Qui Parle,1776,1461,113,1716,1471,152,1379,1973,0
Minnesota,Lake of the Woods,1171,601,61,1173,608,68,1001,844,0
Minnesota,Lake of the Woods,1171,601,61,1072,729,50,1001,844,0
Minnesota,Le Sueur,6827,5533,437,5979,6444,452,7348,5364,0
Minnesota,Le Sueur,6827,5533,437,6980,5133,685,7348,5364,0
Minnesota,Mahnomen,823,992,91,759,984,153,642,1283,0
Minnesota,Mahnomen,823,992,91,708,1098,116,642,1283,0
Minnesota,McLeod,9065,5241,587,7684,6825,452,8290,6545,0
Minnesota,McLeod,9065,5241,587,8948,5235,725,8290,6545,0
Minnesota,Meeker,6325,3584,391,5363,4677,296,5625,4639,0
Minnesota,Meeker,6325,3584,391,6197,3606,480,5625,4639,0
Minnesota,Mille Lacs,6292,3927,493,6165,3899,625,6375,3766,517
Minnesota,Mille Lacs,6292,3927,493,5492,4771,465,6375,3766,517
Minnesota,Morrison,9711,4123,446,8678,5246,394,9653,4048,498
Minnesota,Morrison,9711,4123,446,9521,4181,567,9653,4048,498
Minnesota,Mower,6464,7691,516,5704,8397,590,6662,7850,0
Minnesota,Mower,6464,7691,516,6478,7316,836,6662,7850,0
Minnesota,Nicollet,6132,9156,440,6609,8198,854,6712,8846,0
Minnesota,Nicollet,6132,9156,440,5517,9632,575,6712,8846,0
Minnesota,Nobles,3734,3000,232,3523,3185,298,4024,2906,0
Minnesota,Nobles,3734,3000,232,3760,2774,387,4024,2906,0
Minnesota,Norman,1279,1280,122,1049,1588,80,856,1857,0
Minnesota,Norman,1279,1280,122,1171,1399,120,856,1857,0
Minnesota,Olmsted,30521,38618,1998,27295,41774,2167,30944,39725,0
Minnesota,Olmsted,30521,38618,1998,31319,37092,2645,30944,39725,0
Minnesota,Otter Tail,16620,9873,867,14687,12001,776,14190,13175,0
Minnesota,Otter Tail,16620,9873,867,15969,10400,980,14190,13175,0
Minnesota,Pennington,2949,2183,225,2816,2263,256,2391,2977,0
Minnesota,Pennington,2949,2183,225,2573,2582,213,2391,2977,0
Minnesota,Pine,6240,4793,520,5528,5648,414,6430,4558,548
Minnesota,Pine,6240,4793,520,6234,4714,616,6430,4558,548
Minnesota,Pipestone,2379,1228,102,2432,1121,148,2281,1420,0
Minnesota,Pipestone,2379,1228,102,2266,1321,136,2281,1420,0
Minnesota,Ramsey,63653,170391,9651,53085,182307,9893,61779,170275,11014
Minnesota,Ramsey,63653,170391,9651,63906,167479,12878,61779,170275,11014
Minnesota,Red Lake,857,724,64,711,900,59,640,1032,0
Minnesota,Red Lake,857,724,64,805,743,96,640,1032,0
Minnesota,Redwood,3856,2154,194,3848,2038,304,3237,2949,0
Minnesota,Redwood,3856,2154,194,3335,2688,199,3237,2949,0
Minnesota,Renville,3562,2470,237,3519,2439,315,2888,3393,0
Minnesota,Renville,3562,2470,237,2888,3194,214,2888,3393,0
Minnesota,Rock,2288,1390,87,2342,1259,148,2452,1296,0
Minnesota,Rock,2288,1390,87,2217,1452,99,2452,1296,0
Minnesota,Roseau,4335,1915,191,4126,2086,227,3473,2993,0
Minnesota,Roseau,4335,1915,191,3771,2517,186,3473,2993,0
Minnesota,Sherburne,23728,13854,1640,21444,16494,1405,25672,13274,0
Minnesota,Sherburne,23728,13854,1640,23619,13591,1991,25672,13274,0
Minnesota,Sibley,3936,2387,239,3337,3050,198,3659,2866,0
Minnesota,Sibley,3936,2387,239,3934,2308,297,3659,2866,0
Minnesota,St. Louis,35228,60387,3812,34478,60188,4675,38496,57110,4108
Minnesota,St. Louis,35228,60387,3812,30304,66070,3427,38496,57110,4108
Minnesota,Stearns,36829,26707,2371,31820,31970,2304,38353,27212,0
Minnesota,Stearns,36829,26707,2371,36194,26643,3039,38353,27212,0
Minnesota,Steele,8732,6992,597,7488,8193,662,9074,7128,0
Minnesota,Steele,8732,6992,597,8831,6510,936,9074,7128,0
Minnesota,Swift,2151,1752,137,2086,1787,161,1729,2309,0
Minnesota,Swift,2151,1752,137,1793,2146,111,1729,2309,0
Minnesota,Todd,6244,3058,298,5516,3863,256,5467,4128,0
Minnesota,Todd,6244,3058,298,6149,3095,347,5467,4128,0
Minnesota,Traverse,806,648,55,665,823,40,627,891,0
Minnesota,Traverse,806,648,55,778,676,60,627,891,0
Minnesota,Wabasha,5324,4311,351,4695,4961,350,5730,4186,0
Minnesota,Wabasha,5324,4311,351,5392,4128,440,5730,4186,0
Minnesota,Wadena,3672,1735,144,3383,2050,125,3724,1623,187
Minnesota,Wadena,3672,1735,144,3651,1696,202,3724,1623,187
Minnesota,Waseca,4406,3500,245,3872,4035,245,4749,3340,0
Minnesota,Waseca,4406,3500,245,4537,3222,351,4749,3340,0
Minnesota,Watonwan,2018,2005,105,2105,1827,181,2254,1826,0
Minnesota,Watonwan,2018,2005,105,1819,2202,110,2254,1826,0
Minnesota,Wilkin,1528,925,103,1376,1050,133,1123,1457,0
Minnesota,Wilkin,1528,925,103,1243,1251,92,1123,1457,0
Minnesota,Winona,8678,11893,780,8998,11078,1194,9078,12133,0
Minnesota,Winona,8678,11893,780,8236,12090,1053,9078,12133,0
Minnesota,Yellow Medicine,2544,1641,127,2481,1635,186,2090,2216,0
Minnesota,Yellow Medicine,2544,1641,127,2071,2111,130,2090,2216,0
Nebraska,Butler,2622,867,0,2459,869,137,2825,632,0
Nebraska,Clay,2091,559,0,1948,587,107,2163,487,0
Nebraska,Franklin,1106,254,0,1042,255,50,1111,240,0
Nebraska,Jefferson,2034,941,0,1903,923,138,2229,728,0
Nebraska,Madison,7855,2541,0,7898,2221,319,8070,2332,0
Nebraska,Washington,6445,2741,0,6451,2427,289,6710,2432,0
Nebraska,Boone,1872,440,0,1757,457,74,1903,387,0
Nebraska,Grant,260,42,0,282,14,5,293,12,0
Nebraska,Howard,1793,633,0,1696,610,109,1836,565,0
Nebraska,Johnson,1124,670,0,1100,580,90,1258,473,0
Nebraska,Lincoln,9277,3146,0,8932,2863,600,9530,2884,0
Nebraska,Logan,307,28,0,306,23,8,308,27,0
Nebraska,Polk,1644,437,0,1568,447,71,1705,370,0
Nebraska,Saline,2579,1921,0,2420,1832,243,2876,1568,0
Nebraska,Adams,7009,3125,0,6434,3308,396,7114,3005,0
Nebraska,Cheyenne,2509,708,0,2540,574,111,2634,586,0
Nebraska,Custer,3799,770,0,3736,679,157,3890,656,0
Nebraska,Douglas,91230,100645,0,89974,95829,6249,93872,97967,0
Nebraska,Garfield,665,131,0,666,113,18,685,103,0
Nebraska,Hamilton,3206,901,0,3068,893,133,3253,808,0
Nebraska,Dawson,4527,1687,0,4328,1638,227,4719,1489,0
Nebraska,Dodge,7407,4585,0,7766,3792,401,8432,3511,0
Nebraska,Hall,10953,5589,0,10372,5555,658,11173,5321,0
Nebraska,Pierce,2377,398,0,2339,341,84,2367,381,0
Nebraska,Thomas,300,44,0,291,36,11,311,34,0
Nebraska,Wayne,2296,922,0,2388,724,105,2287,895,0
Nebraska,Webster,1077,290,0,995,317,49,1095,266,0
Nebraska,Wheeler,318,80,0,342,60,11,349,59,0
Nebraska,Cass,6910,3708,0,6784,3392,423,7210,3346,0
Nebraska,Cedar,2775,755,0,2866,537,111,2863,598,0
Nebraska,Sioux,440,96,0,446,69,21,460,77,0
Nebraska,Blaine,215,49,0,223,34,6,224,37,0
Nebraska,Valley,1431,354,0,1376,357,49,1463,312,0
Nebraska,Brown,1146,213,0,1149,188,42,1194,159,0
Nebraska,Knox,2778,816,0,2809,668,106,2812,691,0
Nebraska,Chase,1341,205,0,1329,182,38,1377,170,0
Nebraska,Greeley,752,251,0,732,238,25,785,207,0
Nebraska,McPherson,211,45,0,228,22,12,233,25,0
Nebraska,Nemaha,1810,786,0,1777,721,92,1904,666,0
Nebraska,Pawnee,800,349,0,770,331,47,870,252,0
Nebraska,Seward,4767,2223,0,4563,2155,275,5179,1801,0
Nebraska,Sheridan,1509,495,0,1664,275,90,1699,313,0
Nebraska,Sherman,946,346,0,872,369,46,941,345,0
Nebraska,Stanton,1828,435,0,1816,363,81,1853,388,0
Nebraska,Dakota,2686,1806,0,2662,1661,161,2622,1803,0
Nebraska,Fillmore,1771,746,0,1701,683,117,1944,555,0
Nebraska,Rock,566,93,0,563,79,16,583,64,0
Nebraska,Antelope,2083,438,0,2042,394,67,2130,352,0
Nebraska,Arthur,196,31,0,202,24,6,208,22,0
Nebraska,Banner,254,62,0,263,39,12,258,53,0
Nebraska,Box Butte,2482,1081,0,2590,824,155,2643,926,0
Nebraska,Boyd,803,152,0,791,128,34,818,105,0
Nebraska,Buffalo,11084,5089,0,10857,4706,640,11746,4444,0
Nebraska,Burt,1964,974,0,1986,834,103,2121,787,0
Nebraska,Cherry,1979,425,0,1913,314,144,2056,304,0
Nebraska,Colfax,1758,738,0,1724,693,74,1837,638,0
Nebraska,Cuming,2669,693,0,2657,603,85,2782,550,0
Nebraska,Dawes,2169,1179,0,2325,907,141,2415,953,0
Nebraska,Deuel,585,127,0,578,109,30,600,111,0
Nebraska,Dixon,1666,581,0,1655,488,81,1644,564,0
Nebraska,Dundy,654,119,0,649,99,23,693,81,0
Nebraska,Frontier,851,191,0,825,173,36,875,164,0
Nebraska,Furnas,1763,370,0,1715,333,86,1815,312,0
Nebraska,Gage,5220,3080,0,4864,3015,408,5648,2560,0
Nebraska,Garden,818,186,0,816,139,44,845,152,0
Nebraska,Gosper,685,150,0,667,147,23,705,131,0
Nebraska,Harlan,1385,301,0,1290,316,63,1419,260,0
Nebraska,Hayes,352,42,0,349,32,10,360,31,0
Nebraska,Hitchcock,884,190,0,888,154,34,923,149,0
Nebraska,Holt,3286,815,0,3173,718,189,3473,591,0
Nebraska,Hooker,259,58,0,258,49,3,263,49,0
