state,county,repgov18,demgov18,othergov18,repsen18,demsen18,othersen18,rephouse18,demhouse18,otherhouse18
Pennsylvania,York,89145,74182,3030,94535,68366,3677,101095,65104,0
Pennsylvania,Erie,37865,58313,1486,38729,56492,1597,38826,57974,915
Pennsylvania,Sullivan,1430,798,42,1481,783,35,1622,659,0
Pennsylvania,Tioga,10036,3807,310,9812,3958,308,10494,3561,0
Pennsylvania,Wyoming,6106,3918,188,6326,3689,171,6702,3408,0
Pennsylvania,Beaver,30571,36141,1117,31895,34403,1281,35085,32782,0
Pennsylvania,Allegheny,162326,349710,7393,169432,340836,9076,98414,139661,0
Pennsylvania,Armstrong,14942,8565,415,14999,8304,458,16291,7266,0
Pennsylvania,Bedford,12671,4007,171,12462,4165,180,13596,3185,0
Pennsylvania,Berks,63719,73717,2458,66053,71277,2577,69032,70143,0
Pennsylvania,Blair,27138,14003,698,26782,13966,724,29695,11973,0
Pennsylvania,Bucks,117786,171903,4135,123990,164890,4799,152291,140968,0
Pennsylvania,Cambria,26697,20908,702,26491,20878,633,29899,17950,0
Pennsylvania,Cameron,1066,574,25,1017,611,30,1176,487,0
Pennsylvania,Carbon,12199,9385,397,13211,8488,309,13141,8648,0
Pennsylvania,Centre,24316,34818,1359,24270,34550,1549,27891,32402,0
Pennsylvania,Chester,87619,144493,3655,92097,139170,4179,96754,138829,0
Pennsylvania,Clarion,8588,5187,309,8833,4919,269,9952,3844,0
Pennsylvania,Clearfield,17240,9233,416,16850,9537,411,19475,7363,0
Pennsylvania,Dauphin,42371,63930,2061,47086,59358,2019,49689,58438,0
Pennsylvania,Forest,1159,745,33,1201,692,38,1364,563,0
Pennsylvania,Huntingdon,10466,5007,276,10371,5096,291,11440,4224,0
Pennsylvania,Indiana,16165,12705,502,16300,12593,526,18038,11203,0
Pennsylvania,Juniata,5772,2543,163,5844,2406,203,6614,1808,0
Pennsylvania,Lackawanna,28554,54101,1052,31853,51289,884,30293,53308,0
Pennsylvania,Lebanon,28042,20111,850,29781,18293,938,31358,17452,0
Pennsylvania,Lehigh,47083,74254,2221,50486,70623,2160,52216,67058,4098
Pennsylvania,Luzerne,50642,55654,1385,57965,49076,1051,53847,53430,0
Pennsylvania,Lycoming,25527,14675,723,26439,13829,696,28810,12003,0
Pennsylvania,McKean,8246,3772,177,8014,3850,190,8784,3374,0
Pennsylvania,Mifflin,9758,4404,223,9937,4188,270,10987,3346,0
Pennsylvania,Montour,3642,3227,145,3944,2965,124,3915,3075,0
Pennsylvania,Northampton,47533,65491,1841,50288,62030,1950,51817,59150,3448
Pennsylvania,Northumberland,15661,11660,544,17402,10093,414,18340,8901,0
Pennsylvania,Philadelphia,62753,465375,5299,64803,462265,6110,68155,459267,0
Pennsylvania,Potter,4723,1450,108,4551,1542,99,4841,1414,0
Pennsylvania,Schuylkill,26635,21172,899,30444,17682,699,29939,18501,0
Pennsylvania,Snyder,8279,4831,216,8820,4320,245,9690,3581,0
Pennsylvania,Susquehanna,10022,5210,306,10012,5455,277,10871,4755,0
Pennsylvania,Venango,10412,7076,324,10747,6604,343,12036,5626,0
Pennsylvania,Westmoreland,76036,67843,2209,78966,63639,2395,85486,59704,0
Rhode Island,BRISTOL,6722,12208,2000,7706,13307,0,7514,13364,0
Rhode Island,WASHINGTON,20489,29125,5772,23003,32723,0,19482,35468,0
Rhode Island,KENT,29717,29443,7504,30538,36385,0,25670,40699,0
Rhode Island,NEWPORT,10211,19701,3093,12074,21097,0,12107,20840,0
Rhode Island,PROVIDENCE,71719,105569,18396,69972,125167,0,64058,129323,0
South Carolina,Calhoun,2949,2987,0,NA,NA,NA,2077,2995,85
South Carolina,Cherokee,11730,4964,0,NA,NA,NA,11736,4804,178
South Carolina,Lee,2171,4182,0,NA,NA,NA,2159,4171,30
South Carolina,Marion,3963,6446,0,NA,NA,NA,4194,6275,0
South Carolina,Pickens,27829,10310,0,NA,NA,NA,28500,9255,542
South Carolina,Sumter,14569,19822,0,NA,NA,NA,14454,19593,338
South Carolina,Union,5207,3728,0,NA,NA,NA,5255,3612,71
South Carolina,Jasper,4335,4994,0,NA,NA,NA,4211,4968,122
South Carolina,Laurens,12865,7384,0,NA,NA,NA,13245,6871,209
South Carolina,Oconee,19334,7852,0,NA,NA,NA,19696,7232,339
South Carolina,Richland,37994,89225,0,NA,NA,NA,39951,85334,1844
South Carolina,Anderson,43280,19327,0,NA,NA,NA,44017,17960,711
South Carolina,Greenwood,13950,9108,0,NA,NA,NA,14275,8616,268
South Carolina,Dorchester,27519,23233,0,NA,NA,NA,26313,24474,98
South Carolina,Lancaster,19481,13203,0,NA,NA,NA,19836,12615,416
South Carolina,York,54660,38703,0,NA,NA,NA,53987,37463,1649
South Carolina,Fairfield,3405,5853,0,NA,NA,NA,3452,5720,82
South Carolina,Chester,5664,5195,0,NA,NA,NA,5654,5141,96
South Carolina,Abbeville,5426,3095,0,NA,NA,NA,5522,2924,81
South Carolina,Aiken,36781,22742,0,NA,NA,NA,37318,21749,571
South Carolina,Allendale,526,2217,0,NA,NA,NA,475,2223,21
South Carolina,Bamberg,1544,2797,0,NA,NA,NA,1477,2816,41
South Carolina,Barnwell,3734,3548,0,NA,NA,NA,3900,3399,47
South Carolina,Beaufort,38258,31849,0,NA,NA,NA,37418,32962,47
South Carolina,Berkeley,34669,30158,0,NA,NA,NA,33545,31370,119
South Carolina,Charleston,62508,84416,0,NA,NA,NA,57585,88901,801
South Carolina,Chesterfield,6639,5098,0,NA,NA,NA,6806,4960,0
South Carolina,Clarendon,5765,6541,0,NA,NA,NA,5591,6617,117
South Carolina,Colleton,6882,6307,0,NA,NA,NA,6642,6384,175
South Carolina,Darlington,11864,11428,0,NA,NA,NA,12294,10968,0
South Carolina,Dillon,4052,4141,0,NA,NA,NA,4206,4008,0
South Carolina,Edgefield,5636,3747,0,NA,NA,NA,5702,3611,108
South Carolina,Florence,22924,22506,0,NA,NA,NA,23721,21702,46
South Carolina,Georgetown,14063,11719,0,NA,NA,NA,14737,11018,0
South Carolina,Greenville,101866,73681,0,NA,NA,NA,103730,65144,6933
South Carolina,Hampton,2557,4041,0,NA,NA,NA,2367,4226,46
South Carolina,Horry,70439,37620,0,NA,NA,NA,73393,34750,0
South Carolina,Kershaw,13871,9564,0,NA,NA,NA,14222,8833,361
South Carolina,Lexington,62439,36777,0,NA,NA,NA,64569,32999,1548
South Carolina,Marlboro,3166,4592,0,NA,NA,NA,3340,4361,0
South Carolina,McCormick,2327,2103,0,NA,NA,NA,2328,2057,33
South Carolina,Newberry,7596,5349,0,NA,NA,NA,7905,4886,150
South Carolina,Orangeburg,9212,21367,0,NA,NA,NA,8981,21359,264
South Carolina,Saluda,4516,2356,0,NA,NA,NA,4633,2163,78
South Carolina,Spartanburg,58343,36153,0,NA,NA,NA,58762,33207,2602
South Carolina,Williamsburg,3537,7340,0,NA,NA,NA,3327,7526,82
South Dakota,Clay,1552,3038,53,NA,NA,NA,1905,2567,134
South Dakota,Jackson,513,454,20,NA,NA,NA,575,370,27
South Dakota,Lawrence,5984,4675,239,NA,NA,NA,6868,3489,487
South Dakota,Marshall,852,1093,31,NA,NA,NA,1023,860,61
South Dakota,Clark,878,768,17,NA,NA,NA,1149,452,47
South Dakota,Grant,1779,1388,52,NA,NA,NA,2120,945,123
South Dakota,Lincoln,12894,11109,203,NA,NA,NA,15049,8266,690
South Dakota,Union,4068,2544,73,NA,NA,NA,4282,2152,185
South Dakota,Butte,2504,1234,69,NA,NA,NA,2798,836,149
South Dakota,Lake,2483,2669,55,NA,NA,NA,3110,1925,135
South Dakota,Custer,2787,1546,73,NA,NA,NA,2941,1273,161
South Dakota,Douglas,1120,363,13,NA,NA,NA,1162,265,67
South Dakota,Jones,361,173,12,NA,NA,NA,420,94,28
South Dakota,Turner,2272,1556,39,NA,NA,NA,2467,1262,117
South Dakota,Brown,6815,7333,206,NA,NA,NA,8341,5478,411
South Dakota,McPherson,729,309,16,NA,NA,NA,798,216,33
South Dakota,Meade,6413,3558,255,NA,NA,NA,7160,2507,473
South Dakota,Pennington,22944,17986,738,NA,NA,NA,25432,14091,1821
South Dakota,Todd,390,1827,20,NA,NA,NA,506,1595,90
South Dakota,Buffalo,138,403,7,NA,NA,NA,172,330,28
South Dakota,Deuel,1053,893,43,NA,NA,NA,1272,624,73
South Dakota,Perkins,953,368,23,NA,NA,NA,1064,224,45
South Dakota,Harding,505,174,7,NA,NA,NA,568,94,20
South Dakota,Dewey,393,1429,18,NA,NA,NA,623,1083,86
South Dakota,Hughes,3749,4144,114,NA,NA,NA,5366,2332,260
South Dakota,Potter,821,373,15,NA,NA,NA,923,248,25
South Dakota,Aurora,644,607,29,NA,NA,NA,728,443,89
South Dakota,Beadle,3182,2832,94,NA,NA,NA,3825,1983,225
South Dakota,Bennett,553,523,26,NA,NA,NA,604,438,35
South Dakota,Bon Homme,1303,1408,36,NA,NA,NA,1674,940,97
South Dakota,Brookings,5225,6372,183,NA,NA,NA,6418,4717,518
South Dakota,Brule,1103,991,36,NA,NA,NA,1231,814,78
South Dakota,Campbell,550,173,6,NA,NA,NA,601,108,16
South Dakota,Charles Mix,1661,1849,38,NA,NA,NA,2085,1315,126
South Dakota,Codington,5865,4697,131,NA,NA,NA,7129,3144,285
South Dakota,Corson,426,667,17,NA,NA,NA,484,557,44
South Dakota,Davison,3779,3398,97,NA,NA,NA,4807,2160,283
South Dakota,Day,1207,1531,39,NA,NA,NA,1541,1072,104
South Dakota,Edmunds,1018,671,19,NA,NA,NA,1147,488,50
South Dakota,Fall River,2058,1064,68,NA,NA,NA,2148,881,152
South Dakota,Faulk,674,388,13,NA,NA,NA,780,255,30
South Dakota,Gregory,1107,1029,17,NA,NA,NA,1484,586,52
South Dakota,Haakon,734,196,15,NA,NA,NA,796,117,27
South Dakota,Hamlin,1763,923,29,NA,NA,NA,1938,695,74
South Dakota,Hand,950,683,29,NA,NA,NA,1171,429,49
South Dakota,Hanson,945,647,18,NA,NA,NA,1022,536,38
South Dakota,Hutchinson,2082,1180,28,NA,NA,NA,2281,883,106
South Dakota,Hyde,407,248,5,NA,NA,NA,462,164,27
South Dakota,Jerauld,478,433,12,NA,NA,NA,567,312,28
South Dakota,Kingsbury,1302,1110,41,NA,NA,NA,1506,854,70
South Dakota,Lyman,691,681,27,NA,NA,NA,830,499,53
South Dakota,McCook,1375,1083,39,NA,NA,NA,1373,1047,64
South Dakota,Mellette,299,394,17,NA,NA,NA,358,302,38
South Dakota,Miner,523,570,12,NA,NA,NA,642,413,44
South Dakota,Minnehaha,32352,37441,876,NA,NA,NA,38013,29358,2591
South Dakota,Moody,1340,1469,44,NA,NA,NA,1622,1090,113
South Dakota,Oglala Lakota,214,2773,45,NA,NA,NA,336,2468,152
South Dakota,Roberts,1643,2061,39,NA,NA,NA,1914,1663,105
South Dakota,Sanborn,593,419,16,NA,NA,NA,678,292,47
South Dakota,Spink,1376,1394,37,NA,NA,NA,1736,958,86
South Dakota,Stanley,762,704,21,NA,NA,NA,1042,377,60
South Dakota,Sully,500,296,16,NA,NA,NA,613,182,14
South Dakota,Tripp,1430,1023,36,NA,NA,NA,1814,556,72
South Dakota,Walworth,1468,752,39,NA,NA,NA,1648,528,68
South Dakota,Yankton,4121,4757,134,NA,NA,NA,5191,3383,308
South Dakota,Ziebach,241,572,9,NA,NA,NA,340,417,40
Tennessee,Blount,32149,12855,436,29195,15472,789,32574,12136,450
Tennessee,Clay,1773,778,20,1643,871,45,1549,702,46
Tennessee,Coffee,6645,2943,170,11113,5571,339,11450,4655,403
Tennessee,DeKalb,4170,1735,44,3900,1982,64,3691,1362,122
Tennessee,Fayette,11868,4942,247,11356,5637,214,11409,4174,281
Tennessee,Franklin,9427,4410,88,8976,4773,169,8965,4127,232
Tennessee,Greene,16183,4167,205,14832,5395,248,16065,3685,322
Tennessee,Henry,7694,3031,112,7186,3497,161,6807,2326,736
Tennessee,Houston,1041,580,18,1613,1078,46,1791,845,32
Tennessee,Jackson,2643,1242,38,2510,1361,48,2345,1165,67
Tennessee,Jefferson,9036,2605,98,11429,4345,332,11789,3103,173
Tennessee,Lauderdale,4025,2541,98,3742,2808,116,3792,2021,147
Tennessee,Lawrence,9832,3048,72,9363,3439,164,8811,2787,117
Tennessee,Macon,5078,1246,49,4768,1483,97,4669,968,120
Tennessee,Madison,18717,13752,372,17123,15308,464,18484,13112,727
Tennessee,Marion,6304,2801,97,5819,3157,168,6135,2708,220
Tennessee,Marshall,7065,2888,66,6534,3377,118,6305,2668,306
Tennessee,Monroe,11124,3197,143,10251,3831,347,10955,3029,259
Tennessee,Montgomery,27915,22656,1140,25928,24799,1147,28525,19260,683
Tennessee,Morgan,4328,1243,59,4080,1436,121,4252,1099,104
Tennessee,Perry,1771,654,22,1644,724,64,1558,505,26
Tennessee,Shelby,105369,173699,7964,95351,188923,3717,101599,176268,3030
Tennessee,Washington,31039,13559,384,28488,16221,439,30039,12796,862
Tennessee,Benton,2418,1108,142,3489,1722,87,3561,1483,65
Tennessee,Bradley,16850,493,163,24431,9030,491,23700,7270,1014
Tennessee,Carroll,6449,2241,88,6043,2599,127,6389,1919,245
Tennessee,Johnson,4806,1012,70,4517,1300,77,4661,868,91
Tennessee,Lincoln,8107,2104,273,7945,2436,156,8132,2154,168
Tennessee,Polk,4359,1422,52,4127,1585,107,4253,1399,110
Tennessee,Scott,2316,544,21,4232,1176,93,4217,795,98
Tennessee,Sevier,16216,4682,348,21529,7765,774,23472,5672,540
Tennessee,Union,4026,1133,63,3737,1382,107,3770,989,106
Tennessee,Van Buren,1554,624,34,1451,711,44,1413,539,67
Tennessee,White,6372,2004,64,5977,2291,151,5957,1922,221
Tennessee,Lake,357,123,85,351,199,11,362,152,14
Tennessee,Hamilton,74386,57720,1196,67108,65032,1435,72997,57603,2209
Tennessee,Putnam,16386,7700,249,15209,8738,352,14977,7163,391
Tennessee,Decatur,2844,937,83,2718,1080,80,2803,898,42
Tennessee,Hancock,1446,331,22,1326,422,31,1453,246,45
Tennessee,Stewart,3097,1327,49,2934,1490,64,3066,1015,34
Tennessee,Warren,7732,3643,92,7014,4199,201,6658,3451,382
Tennessee,Wayne,3874,817,37,3785,905,43,3290,678,38
Tennessee,Grundy,2695,1007,50,2583,1101,69,2484,963,106
Tennessee,Hardin,6403,1601,187,6174,1915,148,6357,1608,62
Tennessee,Lewis,2969,1048,28,2836,1177,41,2844,983,73
Tennessee,Cumberland,18212,5395,216,16961,6319,520,16536,5051,424
Tennessee,Henderson,6922,1642,76,6514,2024,113,6646,1652,85
Tennessee,Knox,95955,68392,1998,84358,79237,2472,100721,63356,1612
Tennessee,Williamson,68147,34618,2814,61999,42578,718,66969,34833,793
Tennessee,Anderson,16237,9450,312,14695,10802,470,16392,8691,509
Tennessee,Smith,4738,1753,54,4310,2108,87,4576,1329,126
Tennessee,Sumner,44127,20900,512,41077,23747,703,40173,17366,1366
Tennessee,Wilson,35432,16955,591,32756,19412,995,34703,15943,1002
Tennessee,Sullivan,41512,12353,449,38718,15163,557,41417,11554,938
Tennessee,Meigs,2917,846,40,2691,1040,61,2473,836,98
Tennessee,Carter,14921,3524,170,13944,4546,200,14257,3239,384
Tennessee,Bedford,9483,3438,113,8937,3919,161,8708,3037,314
Tennessee,Chester,3552,1034,84,3681,1289,133,3849,1106,49
Tennessee,Campbell,7696,2149,144,7207,2711,227,7637,1949,196
Tennessee,Bledsoe,3100,923,47,2906,1096,72,2893,975,99
Tennessee,Cannon,3473,1157,27,3198,1380,67,3043,1001,85
Tennessee,Cheatham,9949,4410,76,9120,5142,167,9066,4901,88
Tennessee,Claiborne,6513,1870,104,6082,2244,168,6686,1607,82
Tennessee,Cocke,8162,2079,91,7520,2618,232,7874,1512,235
Tennessee,Crockett,3273,1173,37,2983,1418,89,2940,864,152
Tennessee,Davidson,78172,152202,13791,69250,171866,2156,67599,167585,0
Tennessee,Dickson,11408,5198,91,10460,5988,243,10190,6029,0
Tennessee,Dyer,8514,2430,161,8012,2897,203,8007,1980,264
Tennessee,Fentress,5042,1252,91,4744,1437,152,4567,1070,135
Tennessee,Gibson,11400,4471,215,10406,5350,414,10782,3609,389
Tennessee,Giles,6729,2749,121,6403,3081,124,6044,2394,131
Tennessee,Grainger,5471,1284,77,5035,1537,112,5528,1603,74
Tennessee,Hamblen,13129,4060,133,12128,4970,301,12698,3226,289
Tennessee,Hardeman,4060,3336,116,3869,3560,106,3828,3236,86
Tennessee,Hawkins,14059,3196,173,13048,4216,191,13484,2780,434
Tennessee,Haywood,2521,3264,70,2363,3444,73,2508,3025,93
Tennessee,Hickman,4894,2025,70,4563,2286,133,4760,1872,102
Tennessee,Humphreys,3813,2037,46,3549,2264,79,3824,1824,59
Tennessee,Loudon,16233,5179,221,14822,6369,400,16223,4930,222
Tennessee,Maury,21293,11148,284,19565,12559,430,19882,10671,812
Tennessee,McMinn,12252,3381,174,11418,4121,263,11951,3237,339
Tennessee,McNairy,6200,1825,148,6006,2036,145,6134,1836,81
Tennessee,Moore,1944,524,38,1856,611,37,1890,518,52
Tennessee,Obion,7424,2053,100,7117,2326,115,7315,1896,213
Tennessee,Overton,4950,2213,60,4639,2452,103,3854,2693,89
Tennessee,Pickett,0,0,0,1599,645,25,1556,592,43
Tennessee,Rhea,7377,1924,86,6861,2369,175,6714,2060,280
Tennessee,Roane,13865,5206,209,12725,6241,370,13767,4729,445
Tennessee,Robertson,16814,7177,165,15499,8311,297,14674,5739,771
Tennessee,Rutherford,56907,41027,902,52205,45604,1176,49868,39051,3012
Tennessee,Sequatchie,0,0,0,3560,1367,86,3434,1168,144
Tennessee,Tipton,14067,4906,336,13383,5623,378,13526,4084,370
Tennessee,Trousdale,1737,81,31,1584,1002,40,1550,677,47
Tennessee,Unicoi,5003,1228,58,4655,1553,67,4778,1100,108
Tennessee,Weakley,7201,2556,132,6701,3046,150,7171,2371,259
Texas,Calhoun,4409,1627,82,4198,1874,47,4159,1767,93
Texas,Chambers,12492,2457,203,12134,2921,109,12321,2783,0
Texas,Cherokee,11933,2932,153,11621,3200,103,11596,3179,0
Texas,Clay,3805,449,30,3708,547,31,3768,458,51
Texas,Dallas,282520,422653,14966,240128,478289,5338,211700,457307,24708
Texas,Fayette,8566,1772,107,8218,2192,53,8173,2024,133
Texas,Franklin,3350,537,58,3290,639,35,3311,567,42
Texas,Hale,5521,1721,114,5349,1964,62,5642,1720,0
Texas,Houston,3538,981,37,3478,1062,24,3495,1006,48
Texas,Jackson,4013,714,27,3908,831,17,3929,762,50
Texas,Jefferson,38958,34451,750,36694,37059,380,36933,36104,686
Texas,Lamar,13079,3216,200,12688,3715,126,12846,3370,179
Texas,Lee,4638,1125,56,4475,1318,37,4455,1206,91
Texas,Limestone,5309,1527,52,5193,1666,33,5234,1573,60
Texas,Madison,3080,721,28,3032,778,18,3045,730,32
Texas,Marion,2547,934,33,2443,1012,31,2479,987,29
Texas,Montgomery,144490,42930,2599,137231,51124,1431,140786,44631,3357
Texas,Shelby,6129,1366,44,6005,1521,32,5995,1467,56
Texas,Walker,12179,5311,266,11517,6163,132,11845,5506,361
Texas,Washington,10526,2725,208,10130,3254,95,10257,2904,206
Texas,Howard,5730,1546,92,5645,1690,59,5711,1605,0
Texas,Johnson,41453,10090,774,39541,12395,453,39588,11400,733
Texas,Newton,3771,870,29,3660,993,23,3654,996,0
Texas,Polk,13068,3359,218,12735,3827,106,12890,3744,0
Texas,Orange,21716,4342,214,21156,5045,117,21365,4801,0
Texas,Trinity,4293,835,41,4146,998,31,4207,898,43
Texas,Delta,1605,301,29,1561,354,16,1576,310,28
Texas,El Paso,61963,132353,3654,50288,149457,1181,51853,136601,8517
Texas,Duval,1477,2456,22,1328,2765,18,807,3022,50
Texas,Hamilton,2705,365,26,2606,456,26,2570,459,26
Texas,Leon,5778,751,51,5709,854,23,5719,764,59
Texas,Liberty,16497,3798,202,16013,4402,113,16080,4282,0
Texas,Martin,1303,229,14,1297,243,14,1309,201,20
Texas,Taylor,31087,8843,671,29751,10445,356,31151,9163,0
Texas,Brooks,658,1198,12,543,1376,4,338,1508,14
Texas,Dawson,2288,802,30,2240,874,9,2325,741,30
Texas,Fannin,8844,1766,131,8558,2105,74,8613,1911,155
Texas,Floyd,1364,399,17,1310,463,9,1358,402,6
Texas,Hall,815,142,7,807,161,3,809,140,12
Texas,Harris,556405,622932,17959,495951,692861,8577,485600,668996,26850
Texas,Jasper,9701,1986,85,9475,2275,47,9542,2207,0
Texas,Jeff Davis,719,407,39,683,465,28,706,447,20
Texas,Jones,4159,755,57,4107,830,37,4197,756,0
Texas,Mitchell,1594,298,14,1584,323,5,1613,263,19
Texas,Stephens,2649,291,24,2627,324,13,2643,289,14
Texas,Terrell,316,136,11,323,138,5,275,170,14
Texas,Wheeler,1682,126,13,1679,125,6,1674,115,27
Texas,Cass,8305,1880,76,8130,2013,45,8199,1950,77
Texas,Hardin,17510,2325,155,17373,2634,71,17463,2608,0
Texas,Harrison,16706,5530,256,16190,6205,121,16236,5924,299
Texas,Mills,1789,206,18,1763,229,11,1760,226,16
Texas,Brown,10635,1457,142,10386,1669,71,10550,1447,171
Texas,Edwards,634,100,7,603,145,8,600,144,11
Texas,Henderson,21748,4614,305,20865,5406,204,21459,4883,0
Texas,Kendall,16058,3370,286,15274,4327,164,15173,4175,286
Texas,Knox,866,217,11,855,229,9,870,204,8
Texas,Mason,1605,333,21,1560,402,5,1579,364,13
Texas,Menard,644,128,4,629,144,6,651,122,6
Texas,Williamson,110879,88697,5253,98658,104262,2492,98418,101628,3860
Texas,Anderson,11710,2849,149,11315,3287,92,11399,3142,0
Texas,Comanche,3906,657,50,3799,781,30,3867,671,51
Texas,Ellis,43598,15844,973,40979,19061,458,40838,17979,837
Texas,Gray,5323,550,67,5240,613,40,5294,527,88
Texas,Haskell,1385,267,14,1360,302,10,1400,253,0
Texas,Morris,3127,1213,50,3063,1320,18,3068,1272,32
Texas,Sherman,700,73,42,691,86,43,706,68,41
Texas,Smith,55475,20487,896,53542,23036,453,53760,21468,1282
Texas,Wichita,24787,8594,489,23617,9948,298,24746,8345,665
Texas,Wilson,13700,3796,199,13021,4563,127,1314,7093,3313
Texas,Kent,299,34,4,288,44,5,301,31,0
Texas,Midland,32292,7544,669,31167,9085,349,32117,7426,877
Texas,Guadalupe,36230,17202,853,33881,20006,553,33451,18958,1144
Texas,Hidalgo,55340,93771,1667,46437,104234,833,33931,109986,3828
Texas,Medina,12046,3957,166,11434,4613,114,11670,4201,254
Texas,Wood,14360,2313,149,13944,2620,118,14027,2536,64
Texas,Armstrong,822,59,14,819,74,6,808,57,22
Texas,Cameron,34334,41885,1109,28508,48656,567,26572,50105,0
Texas,Potter,17238,6652,386,16630,7494,211,17387,6446,417
Texas,Hutchinson,5871,685,79,5851,750,35,5905,625,98
Texas,Roberts,448,16,5,441,19,0,442,16,4
Texas,Crockett,920,333,14,927,340,8,903,333,22
Texas,Hardeman,997,154,6,973,185,4,1000,145,10
Texas,Moore,3264,747,40,3244,786,25,3296,696,42
Texas,Robertson,4445,1753,52,4292,1942,31,4345,1838,57
Texas,Andrews,3400,687,38,3338,776,17,3419,656,48
Texas,Angelina,19689,6401,243,19153,7123,153,19219,6698,320
Texas,Aransas,7044,1782,106,6648,2229,55,6646,2005,219
Texas,Archer,3259,323,28,3208,376,18,3249,310,44
Texas,Atascosa,8345,3649,157,7737,4325,119,0,7130,2378
Texas,Austin,8988,1894,123,8702,2237,84,8742,2044,174
Texas,Bailey,1239,348,17,1202,405,7,1234,354,0
Texas,Bandera,7866,1600,120,7643,1865,76,7519,1896,155
Texas,Bastrop,16332,10392,640,15049,12066,312,15001,11187,894
Texas,Baylor,1090,129,15,1070,156,9,1083,131,16
Texas,Bee,4827,2259,90,4341,2809,64,4183,2860,0
Texas,Bell,50992,33612,1434,47279,38191,720,46706,37834,1234
Texas,Bexar,249781,283755,9791,216428,324688,4991,128169,322502,47315
Texas,Blanco,4327,1349,115,4180,1567,57,4156,1511,96
Texas,Borden,321,17,1,320,22,1,325,13,0
Texas,Bosque,5929,1095,106,5699,1365,63,5646,1285,101
Texas,Bowie,20625,7336,281,20131,7960,182,20417,7512,277
Texas,Brazoria,70139,39395,1633,65470,45068,832,66417,42025,2193
Texas,Brazos,39141,23189,1369,35724,27642,632,37808,24168,1542
Texas,Brewster,2022,1930,96,1868,2144,60,1928,2039,92
Texas,Briscoe,556,58,9,563,69,2,558,57,7
Texas,Burleson,5252,1275,68,5077,1425,45,5145,1349,70
Texas,Burnet,14423,3692,340,13791,4417,187,13916,4115,257
Texas,Caldwell,6706,4496,223,6131,5212,106,5784,5253,295
Texas,Callahan,4465,484,54,4363,608,40,4406,517,59
Texas,Camp,2816,1027,41,2749,1117,24,2778,1071,27
Texas,Carson,2202,207,36,2185,244,22,2209,196,34
Texas,Castro,1226,371,18,1219,394,10,1215,381,0
Texas,Childress,1545,204,13,1525,234,8,1539,200,15
Texas,Cochran,550,122,7,541,140,5,553,125,0
Texas,Coke,1185,116,15,1146,137,10,1181,109,19
Texas,Coleman,2773,328,28,2758,351,16,2762,326,30
Texas,Collin,207213,138450,6431,186625,164852,2918,193544,150175,5382
Texas,Collingsworth,827,101,11,810,113,5,832,90,10
Texas,Colorado,3663,896,30,3565,1020,12,3526,974,60
Texas,Comal,46471,14076,1012,43918,16748,586,43756,16248,1100
Texas,Concho,822,145,13,800,163,14,829,132,10
Texas,Cooke,6353,1219,84,6168,1457,44,6190,1268,77
Texas,Coryell,11272,4379,256,10617,5052,169,10698,4843,266
Texas,Cottle,478,88,3,458,97,2,460,87,8
Texas,Crane,842,197,8,836,213,6,787,234,24
Texas,Crosby,1005,391,20,978,436,7,1025,381,0
Texas,Culberson,321,422,11,294,521,21,282,922,27
Texas,Dallam,984,129,8,969,139,6,968,121,22
Texas,De Witt,5115,942,62,4974,1128,29,4971,1096,0
Texas,Deaf Smith,2785,955,28,2677,1065,28,2789,919,45
Texas,Denton,174204,113494,6184,158509,134295,2401,164858,122044,4738
Texas,Dickens,656,96,6,635,113,6,654,94,2
Texas,Dimmit,1041,1787,22,839,2041,12,787,2020,56
Texas,Donley,1129,134,20,1109,411,8,1133,113,27
Texas,Eastland,5430,704,57,5373,796,28,5383,747,59
Texas,Ector,21898,8191,408,20958,9209,247,22001,7884,458
Texas,Erath,10337,2071,167,10039,2482,83,10109,2199,155
Texas,Falls,3328,1282,39,3201,1440,19,3235,1377,30
Texas,Fisher,1161,310,17,1139,340,15,1168,306,0
Texas,Foard,331,101,4,321,113,1,324,101,6
Texas,Fort Bend,125599,124879,3610,111190,141846,1614,103486,134625,9843
Texas,Freestone,1630,365,0,1608,401,0,1612,382,0
Texas,Frio,1832,1728,51,1628,2001,27,1580,1974,81
Texas,Gaines,3305,475,53,3317,513,19,3363,468,0
Texas,Galveston,70807,38236,1970,66436,43858,901,67582,41025,1964
Texas,Garza,1078,184,13,1068,201,16,1101,170,0
Texas,Gillespie,10331,2020,164,9872,2560,81,9777,2476,163
Texas,Glasscock,515,36,2,513,37,4,524,28,2
Texas,Goliad,2395,616,48,2324,716,29,2204,771,0
Texas,Gonzales,4391,1170,52,4171,1421,31,4171,1309,67
Texas,Grayson,32477,9833,607,31572,11130,331,31955,10143,631
Texas,Gregg,25439,9915,408,24457,11027,233,24698,10462,506
Texas,Grimes,6674,1855,102,6490,2034,70,6561,1892,138
Texas,Hansford,1548,120,25,1552,138,20,1565,99,21
Texas,Hartley,1491,125,7,1467,153,4,1483,123,14
Texas,Hays,37731,39285,2138,33169,45355,852,33059,42992,2133
Texas,Hemphill,1190,152,14,1201,156,9,1225,124,11
Texas,Hill,9242,2045,116,8911,2433,63,8870,2322,113
Texas,Hockley,4946,1027,95,4843,1208,39,4987,1066,0
