state,county,repgov14,demgov14,othergov14
Texas,Blanco,2622,874,111
Texas,Borden,240,18,2
Texas,Bosque,3875,932,91
Texas,Bowie,15574,5563,375
Texas,Brazoria,41289,19639,1195
Texas,Brazos,21845,9119,619
Texas,Brewster,1496,1307,97
Texas,Briscoe,431,75,4
Texas,Brooks,588,1478,76
Texas,Brown,7166,901,122
Texas,Burleson,3199,959,50
Texas,Burnet,8975,2566,311
Texas,Caldwell,5031,3574,287
Texas,Calhoun,2737,1326,92
Texas,Callahan,2632,284,48
Texas,Cameron,16550,21844,969
Texas,Camp,1862,717,31
Texas,Carson,1635,193,30
Texas,Cass,5168,1685,75
Texas,Castro,615,138,15
Texas,Chambers,6769,1488,146
Texas,Cherokee,7702,1859,117
Texas,Childress,944,134,17
Texas,Clay,2436,363,43
Texas,Cochran,423,65,6
Texas,Coke,696,67,6
Texas,Coleman,1974,234,32
Texas,Collin,115647,57431,2988
Texas,Collingsworth,651,132,19
Texas,Colorado,3878,1190,79
Texas,Comal,26625,7426,625
Texas,Comanche,2400,542,77
Texas,Concho,511,77,10
Texas,Cooke,7391,1270,144
Texas,Coryell,6458,2017,199
Texas,Cottle,310,48,4
Texas,Crane,713,127,9
Texas,Crockett,624,203,8
Texas,Crosby,813,239,20
Texas,Culberson,174,146,9
Texas,Dallam,726,100,17
Texas,Dallas,177972,222819,5803
Texas,Dawson,1687,335,22
Texas,De Witt,3264,694,54
Texas,Deaf Smith,2182,503,42
Texas,Delta,984,351,43
Texas,Denton,93506,47134,3076
Texas,Dickens,452,60,5
Texas,Dimmit,599,1245,33
Texas,Donley,802,119,20
Texas,Duval,749,2250,82
Texas,Eastland,3503,372,56
Texas,Ector,12107,2466,210
Texas,Edwards,540,221,24
Texas,El Paso,29911,48421,1899
Texas,Ellis,23584,7957,569
Texas,Erath,5951,1301,137
Texas,Falls,1457,554,29
Texas,Fannin,4889,1448,137
Texas,Fayette,5881,1545,104
Texas,Fisher,891,334,20
Texas,Floyd,947,133,7
Texas,Foard,205,102,3
Texas,Fort Bend,73728,56800,1878
Texas,Franklin,2196,353,42
Texas,Freestone,3470,901,72
Texas,Frio,863,953,27
Texas,Gaines,2235,235,42
Texas,Galveston,40240,23105,1225
Texas,Garza,752,80,8
Texas,Gillespie,7167,1502,177
Texas,Glasscock,377,15,8
Texas,Goliad,1687,873,39
Texas,Gonzales,2789,839,80
Texas,Gray,3357,302,65
Texas,Grayson,18010,5041,334
Texas,Gregg,17161,5795,219
Texas,Grimes,3716,1125,112
Texas,Guadalupe,21195,8764,553
Texas,Hale,3686,565,50
Texas,Hall,485,74,11
Texas,Hamilton,1888,491,48
Texas,Hansford,1105,55,16
Texas,Hardeman,523,130,13
Texas,Hardin,9923,1494,159
Texas,Harris,349109,319454,10234
Texas,Harrison,10311,4048,185
Texas,Hartley,1006,87,15
Texas,Haskell,821,230,13
Texas,Hays,20877,17185,1018
Texas,Hemphill,714,99,15
Texas,Henderson,13105,3687,315
Texas,Hidalgo,27903,50290,1922
Texas,Hill,6841,1882,162
Texas,Hockley,3220,425,50
Texas,Hood,10779,2575,270
Texas,Hopkins,5743,1758,132
Texas,Houston,3624,886,49
Texas,Howard,3492,664,120
Texas,Hudspeth,267,148,19
Texas,Hunt,12282,3686,334
Texas,Hutchinson,3945,459,72
Texas,Irion,383,43,9
Texas,Jack,1472,225,29
Texas,Jackson,2420,488,36
Texas,Jasper,5639,1415,75
Texas,Jeff Davis,622,365,40
Texas,Jefferson,26864,25782,514
Texas,Jim Hogg,190,521,9
Texas,Jim Wells,2587,3014,103
Texas,Johnson,22712,5977,571
Texas,Jones,2739,533,57
Texas,Karnes,1768,713,36
Texas,Kaufman,14580,5448,314
Texas,Kendall,9698,1989,172
Texas,Kenedy,64,59,2
Texas,Kent,243,48,9
Texas,Kerr,11711,2895,288
Texas,Kimble,1094,113,15
Texas,King,90,1,2
Texas,Kinney,747,375,26
Texas,Kleberg,2835,2802,117
Texas,Knox,726,159,14
Texas,La Salle,434,422,9
Texas,La Vaca,4174,783,59
Texas,Lamar,7771,2867,245
Texas,Lamb,1837,251,19
Texas,Lampasas,3721,783,96
Texas,Lee,3198,960,121
Texas,Leon,3694,511,44
Texas,Liberty,9570,2679,245
Texas,Limestone,3278,979,47
Texas,Lipscomb,740,93,19
Texas,Live Oak,1551,288,33
Texas,Llano,5528,1360,137
Texas,Loving,34,4,2
Texas,Lubbock,36000,10415,714
Texas,Lynn,1013,180,15
Texas,Madison,1941,462,26
Texas,Marion,1471,702,28
Texas,Martin,1015,116,23
Texas,Mason,1103,243,23
Texas,Matagorda,4673,2113,143
Texas,Maverick,1392,3723,176
Texas,McCulloch,1456,258,34
Texas,McLennan,30505,13091,686
Texas,McMullen,222,34,7
Texas,Medina,7171,2494,146
Texas,Menard,411,65,6
Texas,Midland,20198,3012,359
Texas,Milam,3574,1293,92
Texas,Mills,1194,134,25
Texas,Mitchell,1020,176,14
Texas,Montague,5691,916,135
Texas,Montgomery,83877,19165,1771
Texas,Moore,2421,301,43
Texas,Morris,2032,1030,47
Texas,Motley,344,20,8
Texas,Nacogdoches,9021,2845,173
Texas,Navarro,6983,2376,172
Texas,Newton,1517,509,24
Texas,Nolan,2088,471,53
Texas,Nueces,30827,24713,1402
Texas,Ochiltree,1500,70,18
Texas,Oldham,519,33,7
Texas,Orange,13398,3599,261
Texas,Palo Pinto,4410,1141,119
Texas,Panola,4614,1069,69
Texas,Parker,25657,5533,633
Texas,Parmer,1226,152,13
Texas,Pecos,2146,818,66
Texas,Polk,7839,2403,220
Texas,Potter,10576,2921,242
Texas,Presidio,364,613,26
Texas,Rains,1968,437,35
Texas,Randall,24061,3644,427
Texas,Reagan,425,68,13
Texas,Real,862,175,16
Texas,Red River,1993,730,45
Texas,Reeves,694,510,15
Texas,Refugio,1238,750,51
Texas,Roberts,324,15,6
Texas,Robertson,3267,1763,62
Texas,Rockwall,16042,4639,287
Texas,Runnels,2042,229,25
Texas,Rusk,8516,1906,104
Texas,Sabine,2368,354,35
Texas,San Augustine,1919,753,48
Texas,San Jacinto,4637,1632,158
Texas,San Patricio,7187,4054,247
Texas,San Saba,1280,145,20
Texas,Schleicher,634,213,10
Texas,Scurry,2518,298,44
Texas,Shackelford,750,49,9
Texas,Shelby,4330,1116,56
Texas,Sherman,538,52,10
Texas,Smith,37321,10828,616
Texas,Somervell,1796,403,41
Texas,Starr,1104,4008,69
Texas,Stephens,1737,169,28
Texas,Sterling,429,33,7
Texas,Stonewall,297,76,8
Texas,Sutton,619,113,11
Texas,Swisher,1029,362,26
Texas,Tarrant,213012,153100,6603
Texas,Taylor,19077,3871,424
Texas,Terrell,272,107,15
Texas,Terry,1891,365,31
Texas,Throckmorton,456,66,13
Texas,Titus,3794,1287,65
Texas,Tom Green,14624,3549,298
Texas,Travis,91129,168820,7327
Texas,Trinity,2837,996,93
Texas,Tyler,3785,882,95
Texas,Upshur,7292,1426,126
Texas,Upton,551,105,9
Texas,Uvalde,2966,2096,75
Texas,Val Verde,3876,4048,189
Texas,Van Zandt,9749,1938,220
Texas,Victoria,12670,4249,255
Texas,Walker,7655,3469,240
Texas,Waller,6008,2615,124
Texas,Ward,1535,411,33
Texas,Washington,6884,1952,151
Texas,Webb,7621,17962,816
Texas,Wharton,6215,2075,109
Texas,Wheeler,1149,120,16
Texas,Wichita,16103,4817,302
Texas,Wilbarger,2141,574,36
Texas,Willacy,853,1270,57
Texas,Williamson,61418,39452,2826
Texas,Wilson,7501,2706,210
Texas,Winkler,829,136,20
Texas,Wise,10169,2178,277
Texas,Wood,9764,1402,128
Texas,Yoakum,1046,93,9
Texas,Young,4484,676,126
Texas,Zapata,371,787,17
Texas,Zavala,350,1110,24
Vermont,Addison,5765,6025,1045
Vermont,Bennington,4180,6207,788
Vermont,Caledonia,4962,3137,801
Vermont,Chittenden,18976,23665,4217
Vermont,Essex,967,524,150
Vermont,Franklin,7353,4850,1179
Vermont,Grand Isle,1490,1196,258
Vermont,Lamoille,3810,3207,648
Vermont,Orange,4532,4328,578
Vermont,Orleans,4519,2498,857
Vermont,Rutland,10287,7210,1504
Vermont,Washington,9290,9249,1826
Vermont,Windham,3776,7823,974
Vermont,Windsor,7881,9964,1107
Wisconsin,Adams,4296,3762,124
Wisconsin,Ashland,2332,4149,77
Wisconsin,Barron,9592,6856,213
Wisconsin,Bayfield,3075,4886,55
Wisconsin,Brown,58355,40725,1063
Wisconsin,Buffalo,3166,2267,65
Wisconsin,Burnett,3856,2615,54
Wisconsin,Calumet,14067,7276,243
Wisconsin,Chippewa,13748,10402,1426
Wisconsin,Clark,7358,3829,133
Wisconsin,Columbia,11830,12521,118
Wisconsin,Crawford,2972,3221,73
Wisconsin,Dane,73587,175604,2602
Wisconsin,Dodge,23702,12722,391
Wisconsin,Door,8153,6837,159
Wisconsin,Douglas,5999,9585,154
Wisconsin,Dunn,8229,7064,222
Wisconsin,Eau Claire,20278,21218,523
Wisconsin,Florence,1349,627,23
Wisconsin,Fond du Lac,27473,15001,427
Wisconsin,Forest,2041,1499,46
Wisconsin,Grant,9145,8692,301
Wisconsin,Green,7195,7957,184
Wisconsin,Green Lake,5332,2461,74
Wisconsin,Iowa,4511,5932,274
Wisconsin,Iron,1753,1085,33
Wisconsin,Jackson,3816,3620,100
Wisconsin,Jefferson,21425,13868,412
Wisconsin,Juneau,4816,4079,131
Wisconsin,Kenosha,28364,27352,679
Wisconsin,Kewaunee,5674,3355,77
Wisconsin,La Crosse,22303,25401,669
Wisconsin,Lafayette,3179,2977,74
Wisconsin,Langlade,5476,2919,79
Wisconsin,Lincoln,6792,5051,169
Wisconsin,Manitowoc,21036,12558,426
Wisconsin,Marathon,34551,21284,614
Wisconsin,Marinette,9609,6020,148
Wisconsin,Marquette,3610,2627,78
Wisconsin,Menominee,215,752,19
Wisconsin,Milwaukee,132561,230997,3634
Wisconsin,Monroe,8391,6395,234
Wisconsin,Oconto,10191,5649,176
Wisconsin,Oneida,10742,7183,265
Wisconsin,Outagamie,44473,29433,887
Wisconsin,Ozaukee,32651,13678,330
Wisconsin,Pepin,1791,1332,37
Wisconsin,Pierce,7770,6660,192
Wisconsin,Polk,9350,6512,203
Wisconsin,Portage,14642,15269,403
Wisconsin,Price,3726,2708,73
Wisconsin,Racine,42908,35736,785
Wisconsin,Richland,3433,3316,77
Wisconsin,Rock,24977,32499,916
Wisconsin,Rusk,3504,2287,100
Wisconsin,Sauk,12219,13037,343
Wisconsin,Sawyer,3718,3029,75
Wisconsin,Shawano,10921,5727,176
Wisconsin,Sheboygan,31718,17939,772
Wisconsin,St. Croix,20044,13225,449
Wisconsin,Taylor,5399,2235,88
Wisconsin,Trempealeau,5612,4972,133
Wisconsin,Vernon,5683,5924,144
Wisconsin,Vilas,6938,4233,124
Wisconsin,Walworth,25390,13793,463
Wisconsin,Washburn,3945,3073,71
Wisconsin,Washington,50240,15494,449
Wisconsin,Waukesha,147075,54414,1358
Wisconsin,Waupaca,13123,7466,187
Wisconsin,Waushara,6096,3607,92
Wisconsin,Winnebago,37860,30226,993
Wisconsin,Wood,17811,12851,418
Wyoming,Albany,4403,4834,585
Wyoming,Big Horn,2717,545,599
Wyoming,Campbell,7665,1266,964
Wyoming,Carbon,2948,1163,272
Wyoming,Converse,2572,823,423
Wyoming,Crook,1970,304,265
Wyoming,Fremont,6655,4126,743
Wyoming,Goshen,2494,1066,468
Wyoming,Hot Springs,1155,536,246
Wyoming,Johnson,2179,812,207
Wyoming,Laramie,14269,7778,1876
Wyoming,Lincoln,4045,867,574
Wyoming,Natrona,12454,5795,1748
Wyoming,Niobrara,579,167,110
Wyoming,Park,4544,1121,990
Wyoming,Platte,1857,915,368
Wyoming,Sheridan,6400,2311,610
Wyoming,Sublette,1757,968,250
Wyoming,Sweetwater,6501,3886,796
Wyoming,Teton,3998,3573,307
Wyoming,Uinta,3251,1620,564
Wyoming,Washakie,2039,498,225
Wyoming,Weston,1577,352,369
